broad_money,petrol_future,M_0,Target
33952.1,16.66,8724.1,1
33952.1,16.45,8724.1,0
33952.1,16,8724.1,1
33952.1,15.89,8724.1,0
33952.1,16.44,8724.1,0
33952.1,16.37,8724.1,0
33952.1,16.01,8724.1,0
33952.1,15.86,8724.1,1
33952.1,15.78,8724.1,1
33952.1,17.69,8724.1,1
33952.1,17.85,8724.1,0
33952.1,17.82,8724.1,1
33952.1,17.39,8724.1,1
33952.1,17.31,8724.1,1
33952.1,16.75,8724.1,1
