broad_money,petrol_future,M_0,Target
42500,33.41,9070,0
42500,33.18,9070,1
42500,34.71,9070,1
42500,35.43,9070,1
42500,38.25,9070,1
42500,37.53,9070,1
42500,38.67,9070,0
42500,39.54,9070,1
42500,39.51,9070,1
42500,37.09,9070,0
42500,33.95,9070,0
42500,37.32,9070,1
42500,36.93,9070,1
42500,37.99,9070,0
42500,38.95,9070,0
42500,40.4,9070,1
42500,38.69,9070,0
42500,40.42,9070,0
42500,39.69,9070,1
42500,37.95,9070,0
42500,38.89,9070,0
42500,36.72,9070,1
42500,18.47,9070,1
42500,18.54,9070,1
42500,18.54,9070,0
42500,18.81,9070,1
42500,18.68,9070,1
42500,17.99,9070,1
42500,17.98,9070,1
42500,18.27,9070,1
42500,18.28,9070,0
42500,18.99,9070,0
42500,19.02,9070,1
42500,18.95,9070,0
42500,31.96,9070,1
42500,32.63,9070,1
42500,35.31,9070,1
42500,35.53,9070,0
42500,33.89,9070,1
42500,31.87,9070,0
42500,33.12,9070,1
42500,31.16,9070,1
42500,31.12,9070,0
42500,29.78,9070,0
42500,31.5,9070,1
42500,28.91,9070,1
42500,29.63,9070,0
42500,31.9,9070,1
42500,32.95,9070,1
42500,32.86,9070,0
42500,33.28,9070,1
42500,32.91,9070,1
42500,28.85,9070,0
42500,29.15,9070,0
42500,30.66,9070,0
42500,27.29,9070,0
42500,26.4,9070,0
42500,26.58,9070,1
42500,26.9,9070,1
42500,26.41,9070,0
42500,25.35,9070,0
42500,26.42,9070,1
42500,17.46,9070,0
42500,17.38,9070,1
42500,17.14,9070,0
42500,16.68,9070,1
42500,17.15,9070,1
42500,17.07,9070,0
42500,16.72,9070,1
42500,16.8,9070,1
42500,16.5,9070,0
42500,34.54,9070,1
42500,35.23,9070,1
42500,35.17,9070,1
42500,34,9070,0
42500,28.38,9070,0
42500,29.37,9070,1
42500,36.8,9070,0
42500,33.79,9070,1
42500,33.01,9070,1
42500,34.68,9070,0
42500,31.08,9070,0
42500,34.25,9070,1
42500,26.55,9070,0
42500,27.05,9070,1
42500,27.57,9070,1
42500,26.93,9070,0
42500,26.39,9070,1
42500,25.92,9070,0
42500,27.86,9070,0
42500,27.01,9070,1
42500,27.22,9070,1
38900,27.17,10043.8,1
38900,27.26,10043.8,0
38900,22.04,10043.8,0
38900,21.71,10043.8,0
38900,21.35,10043.8,1
38900,20.96,10043.8,1
38900,27.71,10043.8,1
38900,22.47,10043.8,0
38900,22.93,10043.8,0
38900,22.56,10043.8,1
38900,22.32,10043.8,1
38900,21.85,10043.8,1
38900,27.29,10043.8,1
38900,30.78,10043.8,1
38900,30.07,10043.8,0
38900,32,10043.8,1
38900,21.44,10043.8,0
38900,19.25,10043.8,0
38900,21.3,10043.8,0
38900,24.18,10043.8,1
38900,25.48,10043.8,1
38900,24.9,10043.8,1
38900,27.65,10043.8,1
38900,19.73,10043.8,0
38900,19.42,10043.8,1
38900,20.97,10043.8,1
38900,21.54,10043.8,0
38900,21.34,10043.8,0
38900,21.14,10043.8,1
38900,20.66,10043.8,0
38900,21.49,10043.8,0
38900,21.22,10043.8,1
38900,21.92,10043.8,1
38900,20.38,10043.8,0
38900,20.49,10043.8,0
38900,20.1,10043.8,1
38900,19.62,10043.8,0
38900,19.76,10043.8,0
38900,19.31,10043.8,1
38900,18.99,10043.8,0
38900,19.68,10043.8,0
38900,20.45,10043.8,1
38900,20.27,10043.8,0
38900,20.01,10043.8,1
38900,19.76,10043.8,0
38900,20.61,10043.8,1
38900,20.26,10043.8,0
38900,21.05,10043.8,0
38900,20.89,10043.8,0
38900,21.48,10043.8,1
38900,21.91,10043.8,0
38900,19.41,10043.8,0
38900,19.63,10043.8,1
38900,19.29,10043.8,1
38900,19.7,10043.8,1
38900,19.47,10043.8,1
38900,19.98,10043.8,0
38900,19.96,10043.8,1
38900,20.31,10043.8,1
38900,26.49,10043.8,1
38900,19.38,10043.8,0
38900,20.25,10043.8,0
38900,20.43,10043.8,0
38900,21.37,10043.8,0
38900,21.68,10043.8,1
38900,21.63,10043.8,1
38900,21.78,10043.8,1
38900,21.93,10043.8,0
38900,21.27,10043.8,0
38900,20.91,10043.8,1
38900,20.74,10043.8,1
38900,20.92,10043.8,1
38900,20.89,10043.8,0
38900,21.18,10043.8,0
38900,21.37,10043.8,0
38900,21.4,10043.8,1
38900,20.83,10043.8,1
38900,21.02,10043.8,0
38900,21.19,10043.8,1
38900,21.33,10043.8,0
38900,21.11,10043.8,1
38900,21.32,10043.8,0
38900,21.13,10043.8,0
38900,21.13,10043.8,1
38900,21.02,10043.8,0
38900,20.47,10043.8,1
38900,20.33,10043.8,1
38900,20.28,10043.8,1
38900,19.84,10043.8,1
38900,19.96,10043.8,0
38900,20.05,10043.8,1
38900,20.88,10043.8,0
38900,20.07,10043.8,0
38900,20.48,10043.8,1
38900,18.5,10043.8,0
38900,17.91,10043.8,0
38900,17.94,10043.8,0
38900,18.37,10043.8,1
38900,18.86,10043.8,1
38900,19.16,10043.8,1
38900,20.05,10043.8,1
38900,20.08,10043.8,1
38900,20.48,10043.8,0
38900,20.56,10043.8,1
38900,20.76,10043.8,1
38900,20.82,10043.8,0
38900,20.67,10043.8,1
38900,20.89,10043.8,1
38900,21.24,10043.8,1
38900,21.29,10043.8,0
38900,21.43,10043.8,1
38900,21.29,10043.8,0
38900,21.72,10043.8,0
38900,21.47,10043.8,0
38900,21.65,10043.8,1
38900,22.14,10043.8,1
38900,21.94,10043.8,1
38900,22.16,10043.8,1
38900,21.72,10043.8,0
38900,21.32,10043.8,0
38900,21.52,10043.8,0
38900,21.46,10043.8,0
38900,21.48,10043.8,0
38900,21.35,10043.8,1
38900,21.42,10043.8,0
38900,21.68,10043.8,1
38900,21.27,10043.8,1
38900,21.32,10043.8,0
38900,21.47,10043.8,0
38900,21.37,10043.8,1
38900,21.36,10043.8,0
38900,21.58,10043.8,1
38900,21.62,10043.8,1
38900,21.69,10043.8,1
38900,21.58,10043.8,0
38900,21.27,10043.8,0
38900,21.44,10043.8,1
38900,21.3,10043.8,0
38900,22.47,10043.8,1
38900,22.27,10043.8,0
38900,21.55,10043.8,1
38900,21.72,10043.8,0
38900,21.81,10043.8,0
38900,21.97,10043.8,1
38900,21.98,10043.8,1
38900,21.74,10043.8,1
38900,21.97,10043.8,0
38900,22.26,10043.8,0
38900,22.24,10043.8,0
38900,21.81,10043.8,1
38900,21.69,10043.8,0
38900,21.57,10043.8,1
38900,21.33,10043.8,1
38900,21.41,10043.8,1
38900,21.64,10043.8,0
38900,21.53,10043.8,1
38900,21.68,10043.8,0
38900,21.82,10043.8,1
38900,21.62,10043.8,1
38900,21.84,10043.8,1
38900,21.76,10043.8,1
38900,21.97,10043.8,1
38900,22.07,10043.8,1
38900,22.19,10043.8,1
38900,22.21,10043.8,1
38900,22.21,10043.8,0
38900,22.32,10043.8,0
38900,22.23,10043.8,1
38900,22.22,10043.8,0
38900,22.33,10043.8,1
38900,22.67,10043.8,1
38900,22.61,10043.8,0
38900,21.64,10043.8,1
38900,21.71,10043.8,0
38900,21.08,10043.8,0
38900,21.13,10043.8,0
38900,21.62,10043.8,1
38900,20.88,10043.8,0
38900,20.94,10043.8,1
38900,21.15,10043.8,0
38900,21.28,10043.8,1
38900,21.26,10043.8,0
38900,20.96,10043.8,1
38900,21.25,10043.8,0
38900,21.17,10043.8,0
38900,23.26,10043.8,1
38900,23.49,10043.8,0
38900,23.12,10043.8,1
38900,23.21,10043.8,0
38900,23.11,10043.8,0
38900,23.11,10043.8,1
38900,23.37,10043.8,0
38900,23.82,10043.8,1
38900,23.8,10043.8,0
38900,23.78,10043.8,1
38900,23.4,10043.8,0
38900,23.2,10043.8,1
38900,23.01,10043.8,0
38900,22.58,10043.8,1
38900,22.5,10043.8,0
38900,22.35,10043.8,1
38900,22.52,10043.8,0
38900,22.79,10043.8,0
38900,22.4,10043.8,1
38900,22,10043.8,1
38900,22.22,10043.8,0
38900,21.78,10043.8,1
38900,21.21,10043.8,1
38900,21.42,10043.8,1
38900,21.02,10043.8,0
38900,21.35,10043.8,1
38900,21.48,10043.8,0
38900,21.08,10043.8,1
38900,19.71,10043.8,1
38900,19.67,10043.8,0
38900,19.94,10043.8,0
38900,20.13,10043.8,1
38900,19.99,10043.8,0
38900,20.15,10043.8,1
38900,20.23,10043.8,0
38900,19.98,10043.8,0
38900,20.05,10043.8,0
38900,19.76,10043.8,1
38900,19.45,10043.8,0
38900,19.39,10043.8,1
38900,19.13,10043.8,1
38900,18.52,10043.8,0
38900,18.78,10043.8,1
38900,18.97,10043.8,1
38900,18.5,10043.8,1
38900,18.76,10043.8,0
38900,18.65,10043.8,0
38900,19.12,10043.8,1
38900,23.46,10043.8,1
38900,23.86,10043.8,0
38900,23.67,10043.8,0
38900,23.93,10043.8,1
38900,24.14,10043.8,1
38900,24.04,10043.8,1
38900,23.48,10043.8,0
38900,22.98,10043.8,0
38900,22.98,10043.8,1
38900,22.99,10043.8,0
38900,23.16,10043.8,1
38900,19.51,10043.8,1
38900,23.09,10043.8,0
38900,19.42,10043.8,1
38900,19.41,10043.8,0
38900,20.76,10043.8,0
38900,19.96,10043.8,0
38900,20.04,10043.8,1
38900,20.51,10043.8,0
38900,20.39,10043.8,1
39547.3,21.4,11218.6,0
39547.3,21.86,11218.6,0
39547.3,22.1,11218.6,1
39547.3,21.89,11218.6,0
39547.3,21.98,11218.6,1
39547.3,21.41,11218.6,0
39547.3,22.58,11218.6,0
39547.3,22.44,11218.6,1
39547.3,22.24,11218.6,0
39547.3,21.6,11218.6,1
39547.3,21.78,11218.6,1
39547.3,21.84,11218.6,1
39547.3,21.96,11218.6,1
39547.3,21.08,11218.6,0
39547.3,21.34,11218.6,0
39547.3,21.4,11218.6,1
39547.3,21.28,11218.6,1
39547.3,21.36,11218.6,0
39547.3,21.46,11218.6,1
39547.3,21.71,11218.6,1
39547.3,21.79,11218.6,1
39547.3,21.58,11218.6,1
39547.3,21.79,11218.6,1
39547.3,21.21,11218.6,0
39547.3,21.13,11218.6,1
39547.3,21.31,11218.6,1
39547.3,21.48,11218.6,1
39547.3,21.64,11218.6,1
39547.3,21.28,11218.6,0
39547.3,21.45,11218.6,1
39547.3,21.47,11218.6,0
39547.3,21.37,11218.6,1
39547.3,21.44,11218.6,0
39547.3,21.08,11218.6,0
39547.3,21.54,11218.6,1
39547.3,21.15,11218.6,0
39547.3,22.18,11218.6,1
39547.3,22.39,11218.6,1
39547.3,22.3,11218.6,0
39547.3,21.98,11218.6,0
39547.3,21.92,11218.6,1
39547.3,21.69,11218.6,0
39547.3,21.67,11218.6,0
39547.3,21.77,11218.6,1
39547.3,21.96,11218.6,1
39547.3,21.99,11218.6,1
39547.3,21.93,11218.6,0
39547.3,22.01,11218.6,0
39547.3,22.31,11218.6,1
39547.3,21.42,11218.6,1
39547.3,21.22,11218.6,1
39547.3,21.03,11218.6,1
39547.3,20.91,11218.6,0
39547.3,22.3,11218.6,0
39547.3,22.09,11218.6,0
39547.3,22.08,11218.6,1
39547.3,22.33,11218.6,0
39547.3,22.28,11218.6,0
39547.3,22.14,11218.6,1
39547.3,21.86,11218.6,1
39547.3,21.61,11218.6,1
39547.3,21.35,11218.6,0
39547.3,21.19,11218.6,0
39547.3,21.27,11218.6,0
39547.3,21.02,11218.6,0
39547.3,21.12,11218.6,0
39547.3,20.71,11218.6,1
39547.3,20.62,11218.6,0
39547.3,20.77,11218.6,1
39547.3,20.7,11218.6,0
39547.3,20.33,11218.6,0
39547.3,20.64,11218.6,1
39547.3,20.3,11218.6,0
39547.3,20.62,11218.6,0
39547.3,20.47,11218.6,0
39547.3,20.47,11218.6,1
39547.3,20.21,11218.6,1
39547.3,20.08,11218.6,1
39547.3,20.37,11218.6,1
39547.3,20.26,11218.6,0
39547.3,20.19,11218.6,1
39547.3,22.04,11218.6,1
39547.3,22.05,11218.6,1
39547.3,22,11218.6,0
39547.3,21.83,11218.6,1
39547.3,21.87,11218.6,1
39547.3,21.58,11218.6,0
39547.3,21.35,11218.6,0
39547.3,21.18,11218.6,0
39547.3,22.32,11218.6,0
39547.3,22.51,11218.6,0
39547.3,22.35,11218.6,1
39547.3,22.3,11218.6,1
39547.3,22.36,11218.6,1
39547.3,22.3,11218.6,0
39547.3,22.29,11218.6,0
39547.3,22.26,11218.6,0
39547.3,22.26,11218.6,1
39547.3,22.48,11218.6,0
39547.3,22.59,11218.6,1
39547.3,22.89,11218.6,0
39547.3,19.7,11218.6,0
39547.3,19.83,11218.6,0
39547.3,19.98,11218.6,0
39547.3,19.84,11218.6,0
39547.3,19.95,11218.6,1
39547.3,19.82,11218.6,1
39547.3,19.64,11218.6,0
39547.3,19.59,11218.6,1
39547.3,19.5,11218.6,1
39547.3,18.85,11218.6,1
39547.3,18.91,11218.6,1
39547.3,19.16,11218.6,0
39547.3,18.89,11218.6,1
39547.3,18.47,11218.6,0
39547.3,18.94,11218.6,0
39547.3,18.72,11218.6,0
39547.3,19,11218.6,0
39547.3,19.36,11218.6,1
39547.3,19.17,11218.6,1
39547.3,18.89,11218.6,0
39547.3,18.94,11218.6,1
39547.3,18.9,11218.6,0
39547.3,18.96,11218.6,1
39547.3,19.27,11218.6,0
39547.3,19.5,11218.6,0
39547.3,19.5,11218.6,1
39547.3,19.87,11218.6,1
39547.3,19.78,11218.6,0
39547.3,19.28,11218.6,1
39547.3,19.27,11218.6,1
39547.3,19.68,11218.6,0
39547.3,19.46,11218.6,0
39547.3,18.12,11218.6,0
39547.3,18.41,11218.6,1
39547.3,18.54,11218.6,1
39547.3,18.66,11218.6,0
39547.3,18.43,11218.6,0
39547.3,18.48,11218.6,1
39547.3,18.46,11218.6,0
39547.3,18.75,11218.6,1
39547.3,18.68,11218.6,0
39547.3,18.34,11218.6,0
39547.3,18.64,11218.6,1
39547.3,18.63,11218.6,0
39547.3,18.55,11218.6,0
39547.3,18.51,11218.6,0
39547.3,18.67,11218.6,0
39547.3,18.69,11218.6,0
39547.3,18.5,11218.6,1
39547.3,18.83,11218.6,0
39547.3,19.18,11218.6,0
39547.3,19.15,11218.6,0
39547.3,19.24,11218.6,0
39547.3,19.07,11218.6,1
39547.3,19.29,11218.6,0
39547.3,18.9,11218.6,1
39547.3,19.13,11218.6,0
39547.3,19.22,11218.6,0
39547.3,19.19,11218.6,1
39547.3,19.28,11218.6,0
39547.3,19.16,11218.6,1
39547.3,21.88,11218.6,1
39547.3,22,11218.6,0
39547.3,21.79,11218.6,1
39547.3,21.68,11218.6,1
39547.3,21.76,11218.6,0
39547.3,21.67,11218.6,0
39547.3,21.71,11218.6,1
39547.3,21.83,11218.6,0
39547.3,21.92,11218.6,0
39547.3,21.77,11218.6,1
39547.3,21.81,11218.6,1
39547.3,21.89,11218.6,0
39547.3,21.99,11218.6,1
39547.3,22.37,11218.6,0
39547.3,20.24,11218.6,0
39547.3,20.25,11218.6,1
39547.3,20.11,11218.6,0
39547.3,20.11,11218.6,1
39547.3,20.22,11218.6,0
39547.3,20.29,11218.6,0
39547.3,20.41,11218.6,1
39547.3,20.77,11218.6,0
39547.3,20.85,11218.6,1
39547.3,20.85,11218.6,1
39547.3,21.12,11218.6,1
39547.3,20.8,11218.6,0
39547.3,20.77,11218.6,0
39547.3,20.71,11218.6,0
39547.3,20.86,11218.6,1
39547.3,21,11218.6,0
39547.3,20.96,11218.6,0
39547.3,20.76,11218.6,0
39547.3,20.55,11218.6,1
39547.3,20.69,11218.6,1
39547.3,20.52,11218.6,0
39547.3,20.12,11218.6,1
39547.3,20.4,11218.6,0
39547.3,20.9,11218.6,1
39547.3,20.94,11218.6,1
39547.3,22,11218.6,1
39547.3,21.92,11218.6,1
39547.3,21.95,11218.6,0
39547.3,20.54,11218.6,0
39547.3,20.4,11218.6,1
39547.3,20.2,11218.6,0
39547.3,20.22,11218.6,1
39547.3,20.27,11218.6,1
39547.3,19.89,11218.6,0
39547.3,19.51,11218.6,1
39547.3,19.45,11218.6,1
39547.3,19.08,11218.6,0
39547.3,18.94,11218.6,1
39547.3,19.18,11218.6,0
39547.3,18.84,11218.6,1
39547.3,18.84,11218.6,0
39547.3,19.28,11218.6,1
39547.3,19.09,11218.6,1
39547.3,19.09,11218.6,1
39547.3,18.95,11218.6,0
39547.3,19.41,11218.6,1
39547.3,19.49,11218.6,1
39547.3,19.23,11218.6,1
39547.3,19.21,11218.6,0
39547.3,18.69,11218.6,1
39547.3,17.87,11218.6,1
39547.3,17.86,11218.6,1
39547.3,18.23,11218.6,1
39547.3,18.79,11218.6,0
39547.3,18.47,11218.6,0
39547.3,19.44,11218.6,0
39547.3,19.84,11218.6,1
39547.3,19.8,11218.6,0
39547.3,20.29,11218.6,1
39547.3,20.45,11218.6,0
39547.3,20.23,11218.6,0
39547.3,20.62,11218.6,0
39547.3,20.31,11218.6,1
39547.3,20.44,11218.6,1
39547.3,20.22,11218.6,0
39547.3,19.86,11218.6,0
39547.3,19.87,11218.6,0
39547.3,19.25,11218.6,1
39547.3,22.11,11218.6,0
39547.3,22.43,11218.6,1
39547.3,22.11,11218.6,0
39547.3,22.03,11218.6,0
39547.3,22.44,11218.6,1
39547.3,22.48,11218.6,0
39547.3,22.62,11218.6,1
39547.3,20.21,11218.6,0
40137.3,19.26,12310.1,0
40137.3,18.87,12310.1,0
40137.3,18.87,12310.1,1
40137.3,18.58,12310.1,1
40137.3,19.04,12310.1,0
40137.3,20.05,12310.1,0
40137.3,20.18,12310.1,1
40137.3,19.04,12310.1,0
40137.3,18.95,12310.1,0
40137.3,18.88,12310.1,0
40137.3,18.78,12310.1,0
40137.3,18.38,12310.1,1
40137.3,18.5,12310.1,0
40137.3,18.7,12310.1,1
40137.3,20.48,12310.1,1
40137.3,20.53,12310.1,1
40137.3,20.61,12310.1,0
40137.3,20.6,12310.1,0
40137.3,20.47,12310.1,1
40137.3,20.48,12310.1,1
40137.3,20.26,12310.1,1
40137.3,19.98,12310.1,0
40137.3,19.53,12310.1,1
40137.3,19.33,12310.1,1
40137.3,19.42,12310.1,0
40137.3,19.62,12310.1,1
40137.3,20.02,12310.1,0
40137.3,20.16,12310.1,0
40137.3,20.13,12310.1,1
40137.3,20.17,12310.1,0
40137.3,20.29,12310.1,1
40137.3,18.33,12310.1,0
40137.3,18.81,12310.1,1
40137.3,21.07,12310.1,0
40137.3,20.93,12310.1,1
40137.3,20.71,12310.1,0
40137.3,20.68,12310.1,0
40137.3,20.39,12310.1,0
40137.3,20.13,12310.1,1
40137.3,20.29,12310.1,1
40137.3,20,12310.1,1
40137.3,19.93,12310.1,0
40137.3,20.3,12310.1,0
40137.3,20.21,12310.1,0
40137.3,20.08,12310.1,1
40137.3,20.3,12310.1,1
40137.3,20.37,12310.1,0
40137.3,20.22,12310.1,1
40137.3,20.46,12310.1,1
40137.3,20.46,12310.1,0
40137.3,20.4,12310.1,1
40137.3,20.22,12310.1,1
40137.3,20.14,12310.1,0
40137.3,19.99,12310.1,1
40137.3,19.84,12310.1,1
40137.3,20.37,12310.1,0
40137.3,20.15,12310.1,1
40137.3,20.34,12310.1,1
40137.3,20.3,12310.1,1
40137.3,20.18,12310.1,1
40137.3,20.19,12310.1,0
40137.3,20.58,12310.1,1
40137.3,20.53,12310.1,0
40137.3,20.57,12310.1,1
40137.3,20.39,12310.1,1
40137.3,20.46,12310.1,0
40137.3,20.47,12310.1,1
40137.3,20.44,12310.1,1
40137.3,20.44,12310.1,0
40137.3,20.34,12310.1,0
40137.3,20.2,12310.1,1
40137.3,19.78,12310.1,1
40137.3,19.48,12310.1,1
40137.3,18.83,12310.1,0
40137.3,19.66,12310.1,0
40137.3,19.64,12310.1,1
40137.3,19.66,12310.1,0
40137.3,20.41,12310.1,0
40137.3,20.26,12310.1,1
40137.3,20.31,12310.1,0
40137.3,16.69,12310.1,1
40137.3,16.56,12310.1,1
40137.3,17.1,12310.1,1
40137.3,16.63,12310.1,0
40137.3,16.38,12310.1,0
40137.3,15.31,12310.1,0
40137.3,15.43,12310.1,0
40137.3,15.48,12310.1,1
40137.3,14.95,12310.1,1
40137.3,14.97,12310.1,1
40137.3,14.57,12310.1,1
40137.3,14.7,12310.1,0
40137.3,14.59,12310.1,1
40137.3,14.63,12310.1,1
40137.3,15.07,12310.1,0
40137.3,14.52,12310.1,1
40137.3,14.52,12310.1,1
40137.3,14.41,12310.1,0
40137.3,14.23,12310.1,1
40137.3,13.91,12310.1,1
40137.3,14.18,12310.1,1
40137.3,14.36,12310.1,0
40137.3,14.77,12310.1,0
40137.3,14.48,12310.1,0
40137.3,14.13,12310.1,1
40137.3,14.11,12310.1,1
40137.3,14.44,12310.1,1
40137.3,14.17,12310.1,1
40137.3,18.02,12310.1,1
40137.3,17.79,12310.1,0
40137.3,17.89,12310.1,0
40137.3,18.1,12310.1,1
40137.3,18.13,12310.1,0
40137.3,17.49,12310.1,1
40137.3,17.67,12310.1,0
40137.3,17.21,12310.1,0
40137.3,17.7,12310.1,1
40137.3,17.09,12310.1,0
40137.3,17.93,12310.1,1
40137.3,17.63,12310.1,0
40137.3,17.75,12310.1,1
40137.3,18.07,12310.1,1
40137.3,18.42,12310.1,1
40137.3,18.23,12310.1,1
40137.3,18.12,12310.1,1
40137.3,17.88,12310.1,1
40137.3,17.97,12310.1,1
40137.3,17.85,12310.1,0
40137.3,17.8,12310.1,0
40137.3,17.57,12310.1,0
40137.3,17.27,12310.1,0
40137.3,17.55,12310.1,1
40137.3,17.52,12310.1,0
40137.3,17.88,12310.1,0
40137.3,18.18,12310.1,1
40137.3,18.14,12310.1,0
40137.3,17.86,12310.1,1
40137.3,17.92,12310.1,0
40137.3,17.66,12310.1,1
40137.3,17.65,12310.1,0
40137.3,18.09,12310.1,0
40137.3,18.53,12310.1,0
40137.3,18.35,12310.1,1
40137.3,18.32,12310.1,0
40137.3,18.36,12310.1,1
40137.3,18.8,12310.1,0
40137.3,18.73,12310.1,1
40137.3,18.29,12310.1,1
40137.3,17.97,12310.1,0
40137.3,17.97,12310.1,1
40137.3,17.73,12310.1,0
40137.3,17.07,12310.1,0
40137.3,17.03,12310.1,0
40137.3,16.97,12310.1,1
40137.3,20.08,12310.1,0
40137.3,19.52,12310.1,1
40137.3,20.03,12310.1,0
40137.3,20.24,12310.1,0
40137.3,20.41,12310.1,1
40137.3,20.41,12310.1,1
40137.3,20.29,12310.1,0
40137.3,20.28,12310.1,1
40137.3,20.44,12310.1,1
40137.3,20.52,12310.1,0
40137.3,20.65,12310.1,1
40137.3,20.62,12310.1,0
40137.3,17.96,12310.1,1
40137.3,18.67,12310.1,0
40137.3,18.79,12310.1,1
40137.3,18.63,12310.1,0
40137.3,18.42,12310.1,0
40137.3,18.39,12310.1,1
40137.3,18.42,12310.1,1
40137.3,18.49,12310.1,1
40137.3,18.55,12310.1,1
40137.3,18.77,12310.1,1
40137.3,18.71,12310.1,0
40137.3,18.64,12310.1,1
40137.3,18.5,12310.1,1
40137.3,18.27,12310.1,0
40137.3,18.13,12310.1,1
40137.3,18.06,12310.1,1
40137.3,18.24,12310.1,1
40137.3,18.35,12310.1,1
40137.3,18.07,12310.1,0
40137.3,17.51,12310.1,1
40137.3,17.54,12310.1,0
40137.3,17.65,12310.1,1
40137.3,17.37,12310.1,0
40137.3,16.92,12310.1,1
40137.3,17.43,12310.1,0
40137.3,17.12,12310.1,0
40137.3,17.49,12310.1,1
40137.3,17.4,12310.1,1
40137.3,19.51,12310.1,0
40137.3,19.34,12310.1,0
40137.3,19.15,12310.1,1
40137.3,19.54,12310.1,0
40137.3,19.88,12310.1,0
40137.3,19.72,12310.1,1
40137.3,19.9,12310.1,0
40137.3,19.89,12310.1,0
40137.3,20.06,12310.1,1
40137.3,20.02,12310.1,1
40137.3,20.24,12310.1,0
40137.3,20.03,12310.1,0
40137.3,19.74,12310.1,1
40137.3,19.77,12310.1,1
40137.3,19.54,12310.1,0
40137.3,19.65,12310.1,1
40137.3,19.64,12310.1,0
40137.3,19.28,12310.1,0
40137.3,18.98,12310.1,0
40137.3,18.89,12310.1,0
40137.3,18.58,12310.1,1
40137.3,18.84,12310.1,1
40137.3,18.7,12310.1,1
40137.3,18.67,12310.1,1
40137.3,18.62,12310.1,0
40137.3,18.42,12310.1,0
40137.3,18.86,12310.1,0
40137.3,18.89,12310.1,1
40137.3,18.84,12310.1,1
40137.3,18.9,12310.1,0
40137.3,19.01,12310.1,1
40137.3,18.85,12310.1,1
40137.3,18.45,12310.1,1
40137.3,17.95,12310.1,1
40137.3,18.29,12310.1,1
40137.3,18.12,12310.1,0
40137.3,17.59,12310.1,0
40137.3,17.63,12310.1,1
40137.3,17.57,12310.1,1
40137.3,17.73,12310.1,0
40137.3,16.86,12310.1,0
40137.3,16.76,12310.1,1
40137.3,16.95,12310.1,0
40137.3,16.96,12310.1,0
40137.3,16.76,12310.1,1
40137.3,16.83,12310.1,0
40137.3,17.07,12310.1,0
40137.3,17.7,12310.1,1
40137.3,16.71,12310.1,1
40137.3,16.77,12310.1,0
40137.3,17.04,12310.1,0
40137.3,17.09,12310.1,1
40137.3,16.72,12310.1,0
40137.3,16.66,12310.1,0
40137.3,16.55,12310.1,0
40137.3,16.9,12310.1,1
40181.3,14.67,12320,1
40181.3,15.42,12320,0
40181.3,15.34,12320,0
40181.3,15.42,12320,1
40181.3,15.32,12320,1
40181.3,14.56,12320,1
40181.3,14.67,12320,1
40181.3,15.34,12320,1
40181.3,14.72,12320,0
40181.3,14.13,12320,1
40181.3,14.06,12320,1
40181.3,13.93,12320,0
40181.3,15.19,12320,0
40181.3,15.92,12320,1
40181.3,16.04,12320,1
40181.3,15.89,12320,1
40181.3,15.63,12320,1
40181.3,15.25,12320,0
40181.3,15.21,12320,0
40181.3,14.6,12320,1
40181.3,14.56,12320,1
40181.3,14.75,12320,0
40181.3,14.57,12320,0
40181.3,14.1,12320,1
40181.3,14.1,12320,0
40181.3,14.23,12320,1
40181.3,14.21,12320,0
40181.3,14.24,12320,0
40181.3,14.41,12320,0
40181.3,14.77,12320,1
40181.3,14.57,12320,1
40181.3,14.48,12320,1
40181.3,14.67,12320,0
40181.3,14.76,12320,0
40181.3,15.17,12320,1
40181.3,15.17,12320,1
40181.3,15.47,12320,1
40181.3,14.08,12320,1
40181.3,14.32,12320,0
40181.3,14.38,12320,1
40181.3,14.79,12320,1
40181.3,15.79,12320,1
40181.3,15.74,12320,0
40181.3,15.77,12320,0
40181.3,15.58,12320,1
40181.3,15.57,12320,1
40181.3,15.87,12320,0
40181.3,15.75,12320,0
40181.3,15.97,12320,1
40181.3,16.23,12320,0
40181.3,16.58,12320,0
40181.3,16.65,12320,1
40181.3,16.49,12320,0
40181.3,16.82,12320,0
40181.3,16.63,12320,1
40181.3,17.14,12320,0
40181.3,17.24,12320,1
40181.3,16.91,12320,1
40181.3,16.57,12320,0
40181.3,16.9,12320,1
40181.3,17.16,12320,1
40181.3,16.89,12320,0
40181.3,16.86,12320,1
40181.3,17.29,12320,0
40181.3,17.7,12320,0
40181.3,14.85,12320,1
40181.3,14.33,12320,1
40181.3,14.51,12320,1
40181.3,14.78,12320,1
40181.3,15.1,12320,1
40181.3,14.87,12320,1
40181.3,15.22,12320,0
40181.3,15.1,12320,1
40181.3,14.94,12320,0
40181.3,18.45,12320,0
40181.3,18.92,12320,0
40181.3,18.06,12320,1
40181.3,17.92,12320,1
40181.3,17.7,12320,0
40181.3,17.74,12320,0
40181.3,18.03,12320,1
40181.3,18.31,12320,1
40181.3,18.21,12320,0
40181.3,18.23,12320,0
40181.3,18.12,12320,0
40181.3,18.11,12320,0
40181.3,17.75,12320,1
40181.3,18.34,12320,1
40181.3,18.67,12320,1
40181.3,18.48,12320,1
40181.3,18.79,12320,0
40181.3,18.95,12320,1
40181.3,19.86,12320,1
40181.3,19.91,12320,1
