BIGau,LGdija,BIGpf
2.16822,43.02705,-31.23685
-15.20032,-20.73186,-73.77177
21.15735,5.46706,-40.57858
-43.5114,-19.7007,-4.29357
16.3679,21.52691,-36.66774
8.16088,12.71368,70.89803
12.48363,72.69111,-66.56807
15.68926,22.77012,-102.91301
-26.54256,-26.70099,-71.49042
-83.9375,-17.17583,150.53507
0,-51.58441,8.69459
16.5867,13.76876,83.8723
-264.4967,5.42473,14.88404
-26.47249,46.71148,4.24323
46.95121,10.69764,-85.66244
-5.84122,-25.38437,-10.82759
-35.21326,-32.74658,53.87001
-1.17871,-10.85805,42.62002
77.11646,57.92639,-38.33914
-8.69459,-27.60477,-112.69751
47.89319,2.87372,-77.53487
-8.04143,-6.46855,-63.04022
-11.51365,7.9047,-164.07862
-17.3279,14.35133,-182.78656
-8.11008,-2.14729,92.35485
11.58119,34.97174,-67.85989
0,17.73449,17.06464
-17.38339,4.25746,-100.9174
8.70039,-51.95499,-121.20633
11.57348,-33.40486,272.91898
2.88856,-25.68243,-26.53293
-8.67144,-47.42558,262.8624
17.90193,-19.86545,-15.97092
-62.10531,19.49086,-78.41962
1.75343,16.48413,-44.44744
0,-51.46342,16.42834
-45.23024,19.18438,0
20.61761,19.83232,62.79066
1.1752,33.58599,-30.11924
3.52369,10.53117,-163.45709
16.40618,22.79707,-2.41476
0,18.00508,69.4886
-7.60945,19.01123,2.37644
-4.10292,-1.08048,165.48773
16.97265,8.93769,6.85548
-37.54562,98.88697,-16.01298
5.29951,30.81644,170.7741
-14.73685,1.41585,-26.52188
24.72942,-4.26433,-125.95648
-7.63931,18.48951,-36.66888
8.22639,-18.13527,-32.34123
37.40918,37.98172,-110.37004
23.21815,11.51124,-140.18513
-124.49531,6.13194,111.55022
23.76446,-1.07969,-74.8594
0,-52.98999,-7.31341
14.19651,75.65268,43.69685
-15.38165,12.19248,24.08739
-39.89024,-2.86752,-166.49178
4.78232,36.54703,24.888
-77.15636,50.92982,-90.27231
12.75284,-15.10349,-118.14771
16.94574,-19.86702,62.04312
-81.70318,-21.41205,-64.64759
8.60842,-52.70675,28.56357
14.7177,45.56589,10.34035
12.8372,60.90371,174.60155
-64.56886,-5.1404,17.32725
-58.00242,-2.56507,-112.61508
13.1652,11.36077,-131.26344
29.32115,-80.18679,-181.42702
-7.46745,17.11392,-79.73975
-21.8537,2.61078,-98.22911
35.53423,9.63429,442.21975
-16.79577,-67.19398,131.30833
61.88399,-18.47698,-19.94467
-50.05798,-4.15404,-60.38955
16.13096,30.14857,-118.14771
20.388,25.08561,120.68078
-1.23292,2.98609,-20.30603
63.65197,27.90639,-89.97248
55.54022,18.49022,20.73009
-27.68133,-48.62843,-78.25338
17.47181,38.6532,-7.90345
-10.8363,13.6728,28.90927
-76.00727,-34.81886,93.2888
3.6789,62.39141,133.79499
-35.07605,54.64006,239.38792
147.60327,15.18207,-23.5902
-4.18252,28.39652,72.71641
-30.59481,0,-4.65482
-15.6807,-26.2403,-23.34922
34.90261,17.63202,101.81051
-15.61132,-47.65294,139.52629
60.92527,-83.57656,192.76267
30.73409,26.56207,12.69249
47.44515,12.49436,-38.18931
-46.85623,-15.06595,-17.08142
-23.61906,-33.2553,-55.98321
6.50806,28.10755,36.68596
58.72108,-18.09523,101.94177
-19.29032,-8.88872,174.85208
116.18872,-52.23176,305.54247
-19.43667,-84.11765,251.8884
37.08284,-146.68094,589.4408
11.34669,-9.12286,40.07004
16.96465,38.69608,-376.35181
-13.0003,37.96082,-48.78819
64.61581,-67.15034,93.72422
240.29661,1.56501,31.34523
-140.5051,0.79,6.57027
45.54441,-106.91314,145.26253
85.45174,-59.75247,197.05255
-30.24975,19.07175,-10.63145
63.96517,-86.65702,-22.86969
-53.32721,-73.68897,409.61665
38.60891,-132.15237,97.6602
-22.1714,85.71299,-140.99913
0,132.90176,-601.85307
-239.90053,5.35132,153.79072
-44.4108,29.10051,-316.57772
61.15739,-65.00722,140.13374
-22.34317,35.09281,88.32324
-71.71118,-1.64489,277.10676
21.58131,24.60814,95.87464
47.32888,-53.08515,235.65546
-32.62427,38.73492,-196.44453
-1.12936,-6.57024,178.44409
-68.3046,-4.93421,-75.58006
40.5432,21.75473,29.54874
1.70479,-71.82802,14.00048
45.21587,-31.32265,95.39241
35.83678,5.45043,248.46374
-38.08643,6.69365,-28.50392
5.62194,-23.47305,-30.00094
5.05353,-66.92841,195.78232
26.29553,-10.25587,89.16539
35.55257,-103.93091,332.60287
122.72874,57.45992,-82.52875
-11.30906,-45.64916,129.95608
13.45983,-57.17652,96.62493
47.58121,44.49814,-3.29635
-130.61661,110.77543,-274.50196
-93.60277,-18.40615,-384.17055
17.32151,-27.54696,411.01856
70.24976,47.66175,-45.62327
-1.64641,-10.69438,122.89986
-53.01728,22.63609,108.38168
68.35952,-136.73282,158.73903
-57.26075,-67.32717,-187.82635
-42.32706,-77.92546,189.97579
2.79739,60.03293,-79.1521
-85.28588,33.05242,-194.69319
-185.87576,-63.63993,106.26163
14.85785,12.16629,-249.35271
21.89675,116.37293,9.45146
48.7218,118.88695,-370.59627
-52.85596,-8.10496,-757.75801
48.76794,-38.19275,148.91555
-6.43183,17.63848,245.77064
45.98215,-34.47477,421.79566
-15.66072,-85.21026,-160.15051
-11.63705,-10.60226,214.33564
12.21809,31.72945,-17.56756
66.30579,-10.10618,85.9031
10.28728,22.38307,-7.40275
-33.23552,63.0318,-146.93451
-6.90819,19.81395,-268.72146
26.99452,-29.74619,90.10303
65.3514,-78.13295,342.80644
-2.82101,5.28126,26.9749
10.7101,78.89404,-205.23639
-56.66762,89.36714,-266.89505
31.82491,-8.4707,167.08265
4.52744,41.34099,-264.92879
-67.26312,-24.84266,-5.57861
-19.57582,8.86437,-191.14895
17.27735,25.6387,243.8586
25.21643,-59.91774,-372.62462
-30.96791,15.69423,106.8356
71.91793,-20.79506,320.59032
37.20131,10.19568,140.64736
-34.93759,18.20334,-11.8786
13.55759,-14.81009,55.15759
20.25736,-28.08252,-48.55435
-21.94975,69.85176,-571.82065
-47.65657,10.06669,44.92742
-34.93849,23.8195,219.33591
-18.44141,51.37857,-505.68615
-69.86121,-13.1966,-143.99609
9.38001,-20.70869,29.5105
37.89934,11.18626,51.97303
-22.69989,-17.83126,-79.83879
-14.02837,60.27031,-177.90438
12.86107,-13.13672,179.5485
13.98695,-34.2723,21.31712
35.92583,-0.821,81.02744
12.67678,55.59325,128.13843
17.22709,0,-147.44759
74.43445,4.51134,-87.96963
-19.19662,6.93139,-78.04393
0,26.16469,212.53124
-10.76459,-19.19517,-33.63537
38.4034,6.13253,89.12182
0,7.34432,134.92826
51.42286,-38.1272,-308.47634
-50.29847,-62.21128,-168.82535
12.34908,-12.53976,-100.00077
41.282,-73.94226,454.95789
-15.5741,-23.06034,-76.05497
-29.07234,-68.21926,14.36213
38.53471,49.74847,71.10674
0.556,4.74226,-66.3299
88.05055,-30.62915,522.6508
-1.08969,11.66384,-101.35187
48.7672,31.82842,270.1655
-266.65836,193.97641,-1739.25197
-8.60273,38.3512,-467.94047
-0.574,-28.92569,439.4887
32.03451,-43.14403,550.76693
-30.88634,26.34576,-402.44706
-61.27509,39.63218,-65.51767
14.52977,26.76632,-72.61944
2.90013,-8.09112,-80.06601
26.59072,13.33004,180.60163
-113.2651,81.59813,-178.53011
-13.03299,37.08992,116.47268
-17.83553,-9.05595,-40.51284
31.46,65.64692,-40.89432
-6.51072,25.1331,-99.74666
-69.86121,65.80263,171.06098
37.75716,-31.25442,-54.91036
72.19668,30.87088,140.9517
-37.13201,108.39516,107.62523
-29.10155,-41.31744,88.00982
27.91754,51.67525,-70.64959
16.54682,-47.93028,-46.44905
-31.37424,85.81733,-289.63696
-29.80756,-3.65686,-171.83122
19.69593,-49.40914,87.8258
-28.67824,-10.76955,-441.58224
-41.5596,-3.71103,-140.76143
-13.94205,-2.24017,7.26853
19.38547,-35.13652,102.86718
9.05724,37.0009,114.32532
32.45055,-10.42977,68.53816
50.00156,41.56964,49.58268
-17.19746,6.27877,190.71255
-11.30434,86.18844,38.43339
20.20807,1.09564,-151.41281
3.55639,-14.48469,-68.7786
23.63513,-11.99002,-24.66952
-31.34433,-23.34098,-72.57309
-19.03499,-24.95288,155.00129
20.81525,48.29386,166.68218
-16.64421,-4.36689,-38.39564
16.64421,-5.82936,-56.0666
-44.12751,-27.07044,-54.60148
26.29199,-93.0832,182.91052
0,6.37083,-48.73812
-25.69267,-25.14412,23.37779
4.79155,5.25924,-83.45901
-42.10644,10.51456,-104.97054
-32.15438,73.64271,30.87937
-31.1674,4.05074,-77.61405
19.58214,-5.52603,48.94764
0,-48.96783,-75.88072
22.53233,95.20774,91.33999
20.60282,-27.10013,-51.00275
-9.68327,-3.31034,112.29532
1.21159,-41.36112,-4.34947
30.18042,32.53113,75.49386
35.94182,-68.29977,-10.70482
-7.76219,2.23664,166.12659
-19.16625,46.51093,-33.1366
2.40041,22.86927,120.95837
-22.2546,18.36901,86.08101
13.2462,78.8054,-53.85121
-6.61805,25.48652,14.02567
-18.10066,-7.52311,-127.89217
-36.42922,-49.03007,10.28891
3.04747,-55.81569,99.56193
-10.9809,4.04776,-151.25195
3.66339,28.15557,12.46183
-31.23773,-42.12369,43.33694
0,-12.89464,26.61252
-26.51341,-53.11197,-4.08363
81.48813,16.40796,-61.71982
-15.20108,63.19625,59.67656
-28.72288,12.44688,-16.38076
16.52359,0.369,40.83664
0,4.10625,62.54756
7.93344,-35.80146,-10.02758
9.13599,19.91625,30.01356
-0.608,59.23577,29.80756
-1.82592,-75.16443,-132.71142
1.82592,6.3161,-74.13457
13.36666,-56.15527,-35.45281
22.9914,-32.41993,37.52928
-46.71509,43.17802,-6.2324
-10.99326,-11.08907,59.87516
-1.22319,8.40204,38.78566
15.87469,20.76241,6.09251
5.48159,6.3467,-117.24503
-22.57982,-15.38248,39.43442
10.99944,20.72146,34.98245
-1.83131,66.48283,28.59899
70.85489,15.72075,-45.02622
-5.40952,44.89902,42.98967
-7.82567,38.97758,-38.87703
31.21843,11.21763,0
-7.18436,-10.57215,-22.66785
0,-32.50753,-115.14869
29.26162,-15.21422,-29.80464
25.51714,-26.35622,-10.69428
61.10305,-1.95545,-95.26283
-11.09906,15.31355,26.18869
8.76478,-34.93125,19.5384
-26.93489,4.58686,-74.27753
-22.96769,51.4412,-8.82264
-11.23354,-9.404,59.20794
40.6574,-10.38397,41.18621
-33.55915,-45.76633,-30.30981
2.36351,-2.29294,34.62256
-15.97869,17.05045,17.20832
-63.90751,-77.6474,-54.00399
29.38282,-4.3257,15.18893
32.74564,4.3257,6.49332
-15.44899,32.55772,85.66244
42.05845,-41.90066,16.93158
6.47981,76.50681,42.04239
-21.24271,20.95643,12.53376
25.36119,-55.90293,-31.40249
7.63827,-3.30134,45.97963
4.10736,43.5001,72.16072
-12.33375,-21.69559,10.21149
19.95141,-3.62649,28.4651
-30.55114,22.03649,-28.4651
-5.30958,30.73437,86.84159
-0.59,14.31315,-50.27776
10.61413,-9.75517,36.25856
2.35518,-7.48751,97.19716
1.17711,54.419,-39.40993
11.75358,0,43.33133
-2.93541,-4.82606,-87.09935
-27.69031,-43.0807,-80.72621
-16.58067,-24.81915,40.55067
-13.07222,20.26014,-12.12549
-9.53184,-11.08974,4.04559
11.91154,18.57389,-26.36398
-44.83774,44.98162,14.21587
17.99068,12.22122,52.39811
6.57796,-10.27791,-82.91788
-67.44587,-16.45207,10.1971
-15.80802,-24.94811,30.44844
6.08682,55.20865,-20.27522
-2.4337,-0.961,-2.03274
9.72664,-18.33388,44.50192
7.28071,-25.52275,8.04249
0,7.44397,14.03862
-17.00736,10.66577,-22.08112
-11.57876,-4.83826,-62.8395
30.40439,-10.04032,34.57291
-7.27766,-44.27091,-28.45178
41.68099,-103.63946,232.23469
-89.89913,23.40467,-38.82855
30.57994,129.36963,-142.72943
-1.21907,8.08001,34.12546
-30.58855,47.2099,17.95845
0,-1.27154,31.74391
1.22769,-18.90257,1.97631
8.58411,41.52023,-47.68148
-39.99907,-7.95334,45.70517
-47.86519,-8.61,56.95103
-0.625,-37.1583,-3.90377
16.84644,-13.2173,-84.79117
-16.22133,0,-23.96114
8.11824,4.51599,-24.09407
31.08333,-6.45079,-48.5929
14.22397,-35.67347,16.25812
-80.38681,6.50395,46.40589
10.67912,30.13702,-22.13227
-23.2765,-32.08573,30.15248
14.48384,42.72851,27.95468
9.42003,-2.91047,-39.99057
26.89139,6.76889,43.96944
3.73908,9.31515,-15.93743
0,-7.38723,41.71166
8.09032,-12.56124,19.72276
32.82852,26.69236,23.54969
10.47756,-11.55709,3.91256
-10.47756,-5.46623,0
-42.78798,-16.12223,21.45632
79.6553,15.47445,-17.54728
-11.64083,2.25959,-1.95408
25.08081,-8.3822,21.44668
9.74848,-40.16158,65.62797
-6.09023,-33.63918,-11.50958
41.24615,-27.96495,70.49462
-25.42928,30.91129,1.88947
0.607,-25.6311,31.99584
22.40665,44.27417,-33.88531
-21.19252,10.43438,20.73909
9.09518,51.75599,69.04075
-11.52378,31.41415,73.42432
-12.16342,28.96213,-34.72181
21.26367,-12.38667,47.44441
15.72875,34.21863,37.94567
50.43012,-23.73312,-18.02802
-17.34429,-29.30344,-102.36371
-1.7982,1.59984,-40.88382
-14.41244,-35.27581,42.73306
12.01369,-16.44499,-68.95187
-42.19411,58.42801,16.87311
-13.34612,23.20961,-18.75195
23.63101,13.93432,0
-23.02348,-3.79069,48.58767
3.64341,-18.07953,82.83045
-17.02879,-15.27371,-3.648
2.43678,-20.45364,-3.65107
-25.04201,10.23171,-69.95993
0,22.31152,-37.27873
-19.64581,-12.08959,-35.71366
24.54341,-4.79388,-81.92681
-1.83595,16.88348,-15.41419
21.98037,15.8831,-29.04991
-8.53471,-2.53683,32.90859
-4.27365,-173.99527,51.75939
63.66735,43.3423,-74.96307
27.00285,-60.53736,-78.25338
-4.78825,-2.31166,43.21374
20.31371,3.97056,-86.86179
43.29636,-44.59517,-115.17207
13.55238,-1.00254,42.78798
-33.66412,21.01983,-81.86755
10.06751,-24.04382,67.65168
-9.47466,-8.03428,26.36398
24.23756,60.6377,-81.6367
-64.73706,-8.61934,-119.04946
28.03256,-26.60245,52.61689
-5.94924,-33.81081,-78.10123
35.57381,-4.04555,-75.19509
34.69905,-22.25009,-136.48492
-31.15764,-11.85789,-2.2369
-18.32843,2.36508,22.31734
-83.75084,44.85844,99.03268
-5.43964,28.75128,19.5384
7.25134,6.98336,-63.27437
-27.25516,-25.02225,-68.67335
6.0715,8.68534,-13.41797
12.1176,9.35355,-58.62839
-7.2665,29.87956,-140.73988
16.33256,128.4665,60.54606
0,40.61556,43.71743
0,45.28529,-108.95602
-77.36427,26.06696,60.61106
-1.84427,86.49535,-25.53998
0,6.7482,108.09052
-27.75842,4.90369,83.23951
25.91337,39.61483,-58.32555
-44.51805,-1.83172,-4.51919
3.72732,6.37376,-119.18063
11.16279,-1.20623,-194.84749
11.75191,7.57065,-2.43098
77.74596,-13.64755,89.05214
-48.81136,-18.85442,131.40111
-3.68306,81.84031,-74.59885
23.88427,16.42452,88.44459
14.63299,-11.94502,13.80174
-10.35994,20.57302,57.03976
34.63922,-14.58973,-61.63547
-11.51574,-41.08698,-97.65062
-12.76354,43.46198,109.13079
-18.91025,-38.9508,-50.7413
-23.90787,8.12178,64.47757
34.89803,10.50617,81.51752
2.43849,42.05109,-42.8324
-17.71013,-63.07545,-63.90155
14.05188,26.71631,11.48017
-23.24071,-28.8311,-9.1817
28.11769,14.43276,13.76529
-4.87697,51.64663,70.43382
-20.78846,-20.23037,51.52897
20.17845,-2.68051,0
3.04918,-40.46124,81.63256
-18.93951,26.41826,-19.7158
16.50034,8.677,-111.19258
14.61452,33.60803,-2.25315
-10.95628,-40.18438,91.43379
-26.89896,-0.91,-48.82258
-15.9735,-28.51144,-309.84643
4.92118,7.52188,68.95595
2.4585,67.1303,30.55941
-22.17679,-0.596,28.0191
-22.29061,2.9515,-53.86304
8.68217,-32.65732,11.76632
-22.98353,33.84794,-4.7027
63.06779,-18.38512,67.69575
-7.98731,-2.36509,-16.244
-32.71653,10.08916,-79.77541
11.13894,19.81791,70.46577
-14.85827,-28.72436,-2.33053
-3.10188,-36.10436,-18.68941
-6.21042,-26.74409,-9.37495
-7.46424,-8.7443,37.37899
-5.60661,21.38427,4.64983
8.09612,-30.15974,-44.37573
-17.45659,0,76.78592
-4.37513,36.76794,79.98283
-53.48134,0.604,-6.79825
-50.94422,26.32907,20.36289
16.62251,-2.38818,-38.54375
-32.02304,9.53153,49.81535
12.83756,19.91525,-88.70423
-1.28205,-5.63715,52.53166
-3.84842,-14.86405,20.38413
36.42306,-2.09143,-6.78409
-10.83109,11.01862,20.32055
1.27565,-48.42094,-27.11525
35.56687,5.10407,20.35229
-20.28825,0.309,42.65527
29.13464,18.56443,88.45407
-44.41326,-20.3769,-8.76478
1.27527,20.08285,106.16857
-17.24787,35.11863,34.11265
-6.40552,-82.91216,-46.9743
-16.05527,-43.7361,82.92778
12.20741,59.12881,-65.78738
44.04582,40.76025,27.70968
-13.99515,19.34114,-46.9974
-22.99888,47.85455,-78.01907
-0.641,62.12054,2.18623
-28.92522,16.46638,73.68446
0,-39.12222,6.44195
20.58881,9.02456,2.14519
-2.56827,-5.82351,-30.12957
5.13502,12.78067,0
-25.09078,-31.43458,23.69081
-10.98254,-26.0747,15.00896
13.56263,4.41356,25.60958
-13.56263,33.03769,75.93492
8.40091,33.66751,16.69563
14.82345,-29.8776,0
0,54.386,55.87855
-9.66173,-24.21104,-66.30579
-0.645,12.98607,-6.26838
-8.39217,-7.79214,-12.56398
10.97111,7.79214,31.34205
-9.67895,36.15831,29.04991
-11.64329,-15.95623,-8.28016
-0.648,8.79214,-41.63929
21.97001,-29.67741,-44.15523
26.98687,-20.40331,29.48664
-1.28129,29.61087,-35.83134
7.6821,28.15799,-85.4938
-32.74318,-5.30732,60.02191
3.86498,-19.40447,105.16119
5.79102,10.34787,8.30391
1.92863,-29.02607,214.46003
9.63031,8.03503,-15.82131
-21.85943,35.91729,5.93975
7.72766,-1.98124,31.54218
-8.37225,20.82804,-15.74245
27.63147,-21.8254,15.74245
11.51466,13.90389,62.40531
-19.2081,-9.26431,9.67033
5.13047,-1.32874,26.96294
-1.28205,6.95859,-34.69748
-11.55551,-43.87822,-23.28662
-1.92891,-34.54635,36.81305
7.71051,10.75563,-30.97968
17.29876,3.69151,-9.72664
39.46423,0.699,11.66936
-4.43772,-33.01865,-11.66936
-4.44226,-54.77607,-1.94795
-9.53446,-18.05515,-5.84908
29.17293,14.87051,0
-13.29377,-6.01887,42.71147
16.45297,6.37577,21.19924
-18.98973,6.70958,57.29562
13.93392,-8.8382,-59.21855
1.26451,-2.11644,-27.01085
-19.00635,49.26943,-38.8807
17.74185,-1.7533,-126.81032
1.89662,46.31567,51.96406
44.64661,-30.93953,47.42116
-6.26055,11.61679,-41.46512
-12.54825,-57.65907,-98.31988
23.81075,-2.49168,2.02894
-3.12555,40.42811,-2.02894
18.09693,8.45795,-24.4215
-1.24565,8.79288,16.29625
8.71203,27.34578,20.28469
19.84783,-16.80479,50.30106
25.91337,20.99262,15.97407
45.28404,-38.91843,-42.0579
31.54108,-37.49494,42.0579
-14.52896,7.10751,-1.99355
7.87589,-40.62049,11.94759
9.06985,16.43902,23.79702
-23.01385,-5.71949,3.95352
9.70491,-4.64188,11.83902
14.51682,68.09673,1.97004
-41.25768,58.37898,-9.85913
6.70067,16.29148,-33.68945
13.3704,2.41926,7.95047
-46.36423,2.07258,-57.97343
-16.59139,-14.19524,-46.53561
-24.0778,-24.68284,-34.71924
-26.70297,-31.8386,48.93511
16.1656,-10.90823,-40.74087
5.58179,7.03231,-39.06107
-27.35722,-8.44014,-24.8524
-16.87311,-13.41027,35.16574
-120.62748,-9.89816,53.23809
-20.65,20.49139,-12.22791
21.93737,-5.28686,34.55673
-16.76566,5.99129,4.04748
24.48188,-29.34336,-20.27522
-9.64742,-2.85065,14.20259
-4.50947,-67.27449,-73.54174
69.05888,-34.73163,93.75092
-11.43382,5.44516,-79.35327
-37.04844,19.55962,12.30297
6.41025,10.46083,-16.41171
12.79219,17.27259,36.83953
0,-13.65791,34.50827
21.66062,11.86327,32.22979
-15.9164,31.86065,10.02296
-20.45849,2.49393,-4.00641
40.82105,-13.56897,19.99518
1.2695,-28.33122,37.73907
14.57259,14.3613,5.92894
-13.30347,44.60166,-11.86598
-28.6454,0.709,15.81411
79.10865,91.673,58.79528
-4.3922,-63.36168,-25.38028
38.74865,-10.5984,40.92552
-7.47281,-4.59501,-17.49231
-14.9843,14.84098,-62.77175
23.70132,-8.12684,-11.87138
0.622,-52.60269,-7.93232
-11.20921,-2.86019,23.75363
0,12.14281,-41.65451
18.04507,-49.88517,-21.97952
-21.16388,34.52239,15.99613
-6.24435,-12.55813,-17.9998
18.70618,6.45617,8.00912
-5.6034,-23.01236,23.93912
-6.85843,-72.3417,17.86814
18.67936,-29.4223,-29.82121
9.92957,-1.10671,7.97237
-1.86007,-35.59203,15.90096
4.33892,32.63943,19.79468
-4.95912,-54.28227,74.40755
-44.88872,52.0665,-13.61121
-34.60532,36.79635,-41.09147
0,-8.0655,-1.96647
-24.07123,-28.36148,48.89654
-1.27061,-0.369,-9.73537
10.78835,19.16592,-27.3757
11.39383,-3.31113,-55.27459
3.15965,1.47193,-49.95391
-13.91971,18.73703,-52.56888
-1.9016,9.16228,-32.66923
-13.33459,49.09951,16.36533
-40.89312,-11.23296,-51.34778
-0.642,20.98126,20.61202
16.66175,-6.85763,-85.13815
-3.19922,-26.82582,-18.91438
3.19922,48.09859,31.47836
-11.52825,-12.9728,-14.66151
-10.27309,-39.48939,-78.32967
3.21295,27.93729,65.72314
-12.22188,-5.06372,-72.13655
-33.6263,1.08558,67.92623
-54.21811,-20.68604,-31.70818
10.50448,19.96235,0
25.49873,-0.724,-55.51529
16.91636,-9.07126,-28.02605
12.9679,-36.81438,62.27321
-14.26682,-16.85855,-23.51588
10.38051,19.06622,-15.03122
-11.03012,2.92377,74.6412
23.97097,24.05973,-29.70272
-26.57036,-5.81717,-42.78798
3.24901,34.43913,4.29782
0.65,23.41144,10.72597
-1.94882,30.27447,-82.18966
5.84384,-14.21432,-83.77514
12.95822,-10.70457,-13.37664
-5.17865,-12.8645,-83.41235
4.53166,16.07468,-31.98396
-12.96016,24.55913,54.68628
8.4285,19.45629,-77.67704
-22.72948,2.13031,0
2.60368,-15.20948,100.26131
18.18221,-10.64688,-43.01101
1.29582,-15.64344,0
-3.88862,-10.35456,-31.96714
31.01194,-38.75746,104.16321
17.34739,18.70467,64.40691
-21.21179,58.11353,28.56488
-40.13482,-1.06186,32.7277
-16.94174,11.3131,-30.53816
5.21989,-9.89735,24.01232
0,9.15609,-28.3925
-6.52584,-29.30997,-39.62167
5.22146,13.43759,-11.07047
0,-26.21956,-19.99825
-61.0906,10.65644,-103.67667
4.62824,-1.77207,49.89339
13.19644,-3.55945,-49.89339
-5.93344,-47.82882,-20.5773
-0.66,-23.03142,-16.07224
-9.24734,14.77334,-23.06402
10.56678,2.51499,-93.50081
-21.82223,-1.43696,28.26221
1.32569,5.74499,46.69878
0.663,4.30376,39.30294
5.95967,5.02893,0
11.23489,-25.16307,-67.26191
0,-18.7675,-58.83245
9.88906,14.80421,112.26331
-13.19043,5.05689,4.61524
-3.96495,46.93788,187.33193
32.27501,8.89523,-4.4203
-3.93918,-9.96388,4.4203
-8.54717,19.56344,162.59491
6.57624,4.96241,-32.03564
-9.20952,28.96523,10.70482
-1.31724,-4.57711,-66.79928
-19.14503,58.47305,-15.22697
-2.64733,54.93885,79.88739
-3.31143,32.16598,-19.29724
2.64935,-5.8077,-28.02605
1.32407,-29.10468,-6.49332
23.76446,-2.74814,28.06785
28.21595,13.05087,17.18279
-36.78257,-38.56671,-60.43957
3.29685,-107.49822,-98.93241
15.13337,3.54168,-44.70389
-8.54717,-13.13184,20.17372
11.17368,26.21101,44.49777
-14.46554,27.11918,87.6507
-1.31744,-25.6945,98.65879
3.95113,43.21024,10.58997
-3.95113,11.16485,16.89042
-26.4331,7.31137,-2.10771
20.49966,58.01016,-27.49378
5.27457,4.48044,2.1211
-19.81274,-6.5499,123.34583
22.44762,7.23879,-28.95307
-29.735,81.93334,-45.89129
-7.29963,3.37849,-6.29564
-11.30543,7.77305,-61.33309
10.64122,-26.72652,-55.73451
1.32832,-36.81371,34.38272
13.26091,18.44586,-27.91519
13.22054,0.681,-6.46753
-3.30136,-20.49562,8.62123
19.77065,49.02293,25.76149
18.37175,7.4373,-45.18339
12.42243,-10.14494,-122.83895
-9.14992,-2.03183,112.01136
-11.79259,-20.72372,45.29559
20.94251,20.04623,36.32497
1.30556,-26.85834,0
-13.07329,19.04704,-25.60958
35.20797,2.72676,-2.14096
43.93376,-27.92649,34.12941
-18.68213,5.47089,16.96465
48.152,-87.53464,27.427
-10.86776,10.78338,-6.31395
-10.89502,-2.08253,-67.92623
-21.2275,24.93745,14.94991
9.66173,-0.69,-32.09878
0,40.23154,51.24478
-10.30661,20.14711,0
19.94689,14.61567,-12.75462
8.33764,0.352,-38.49016
-13.47646,28.42061,-17.21685
22.43758,-14.53152,-32.46672
3.83483,-29.53763,-32.71126
-11.51466,-5.11088,114.49361
3.84161,-12.98722,-47.15979
71.09335,-19.54758,40.75898
54.4322,-19.63596,-8.54911
26.65342,22.38301,-25.74876
-21.06125,-3.09055,2.15157
72.6612,14.75885,83.09051
-15.906,3.08007,-10.56421
0,23.89444,8.45342
22.61796,-0.34,-38.17066
-23.2309,3.66568,14.88404
15.29746,-9.07538,2.12213
24.36441,-5.94709,-6.36951
-8.512,7.688,0
-17.68526,32.0066,-21.29943
10.37595,16.9443,-29.99579
129.72149,-43.01432,-91.25082
14.1772,-6.27714,-66.37335
12.3672,8.71999,6.68317
-17.08779,-6.97964,-38.008
163.37933,69.59447,-42.87691
-93.10361,28.75392,87.55781
-6.39481,-37.6971,74.91821
69.25773,18.54899,-35.09469
-20.08633,10.94329,39.46166
-34.65134,28.96214,-2.18293
2.89819,17.95946,36.96146
31.17788,-33.60432,-8.66856
-1.15075,30.56122,47.46435
-97.17988,1.35683,-45.29559
66.57327,-10.49896,-63.33801
33.48293,0.331,6.59521
-55.56082,-15.96711,-50.8211
28.44797,-26.62754,24.37995
-44.20338,1.71925,-2.21071
-7.60637,-25.0644,-80.34454
-5.27376,16.49851,-68.10821
-87.05724,11.97764,-20.6425
28.02487,-28.12791,-71.86248
31.38707,24.36989,60.35189
17.07852,12.64563,-32.39292
17.01162,-33.57188,-6.97289
-4.10016,19.89965,-11.64641
-20.55905,-16.47115,-46.90051
-20.06528,-38.31408,102.52063
79.71081,29.71288,6.9027
25.47868,0.348,-11.51059
-8.66913,48.63146,13.80906
0,-13.98556,25.20313
35.72089,-3.42006,-36.70762
6.307,-6.84822,-93.14984
103.04433,-32.99519,-119.31918
39.54488,-42.64123,81.49253
45.77659,32.28252,-64.58919
-6.58854,48.15126,-55.78839
-23.13892,8.19764,24.34392
3.31312,4.09302,50.68234
-10.50022,-11.03038,7.19229
21.52573,33.36299,-156.07995
-18.76005,10.26122,44.4674
-7.74834,-27.77837,-114.55679
30.91077,8.59543,121.92396
-29.80302,11.6547,-152.31204
3.32156,12.99181,208.38227
-36.11964,-37.02243,-73.27977
23.92813,26.43128,29.46045
4.99157,25.58975,77.59795
6.64652,-2.7276,83.31473
8.84623,-14.6536,-45.02957
9.37942,17.04034,-26.28475
84.59664,-34.16007,-57.90679
41.42061,26.32518,21.80563
-19.85411,0.341,-29.09857
-11.84832,-11.25831,-12.18218
-163.75897,-3.76742,-56.48241
-94.5448,14.00124,-74.79424
26.24833,19.04774,69.84783
-15.38739,-4.07029,-7.43019
