xau,date,lag1,lag2,lag3,cbv,ccu,cfi2z,clq,ctv,djci,dji,fui,gbp,gcq,gld,hen,hoq,kcu,lbn,lcc,leq,lrcu,lsu,ngq,rbq,sp500,tyvix,usd,usu,zcu,zsq,zwu
0.020779221,1979/2/14,-1.505648738,-1.018338739,-1.508324221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.907657746,1979/2/15,0.020779221,-1.505648738,-1.018338739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.282942792,1979/2/16,2.907657746,0.020779221,-1.505648738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.424114541,1979/2/19,-0.282942792,2.907657746,0.020779221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.444355407,1979/2/20,0.424114541,-0.282942792,2.907657746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.506809021,1979/2/21,-0.444355407,0.424114541,-0.282942792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.636058594,1979/2/22,1.506809021,-0.444355407,0.424114541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.536407365,1979/2/23,0.636058594,1.506809021,-0.444355407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.960776006,1979/2/26,-0.536407365,0.636058594,1.506809021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.281974004,1979/2/27,-0.960776006,-0.536407365,0.636058594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.362200551,1979/2/28,-0.281974004,-0.960776006,-0.536407365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.999808368,1979/3/1,1.362200551,-0.281974004,-0.960776006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.32206147,1979/3/2,-0.999808368,1.362200551,-0.281974004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.052801892,1979/3/5,-0.32206147,-0.999808368,1.362200551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.669598652,1979/3/6,-4.052801892,-0.32206147,-0.999808368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.037353701,1979/3/7,0.669598652,-4.052801892,-0.32206147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.267022869,1979/3/8,1.037353701,0.669598652,-4.052801892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.749691141,1979/3/9,-1.267022869,1.037353701,0.669598652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.415801015,1979/3/12,0.749691141,-1.267022869,1.037353701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.375704888,1979/3/13,-0.415801015,0.749691141,-1.267022869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.167154239,1979/3/14,-0.375704888,-0.415801015,0.749691141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.250208638,1979/3/15,0.167154239,-0.375704888,-0.415801015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.611272207,1979/3/16,0.250208638,0.167154239,-0.375704888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.719797452,1979/3/19,1.611272207,0.250208638,0.167154239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.061938683,1979/3/20,-0.719797452,1.611272207,0.250208638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.91286941,1979/3/21,-0.061938683,-0.719797452,1.611272207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.222179895,1979/3/22,-0.91286941,-0.061938683,-0.719797452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.144225841,1979/3/23,1.222179895,-0.91286941,-0.061938683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.127638807,1979/3/26,-0.144225841,1.222179895,-0.91286941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.367647473,1979/3/27,1.127638807,-0.144225841,1.222179895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020460358,1979/3/28,-0.367647473,1.127638807,-0.144225841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.19367542,1979/3/29,0.020460358,-0.367647473,1.127638807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.581396987,1979/3/30,-1.19367542,0.020460358,-0.367647473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.166736179,1979/4/2,-0.581396987,-1.19367542,0.020460358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12507819,1979/4/3,-0.166736179,-0.581396987,-1.19367542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.104220958,1979/4/4,0.12507819,-0.166736179,-0.581396987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.374688199,1979/4/5,-0.104220958,0.12507819,-0.166736179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.374688199,1979/4/6,0.374688199,-0.104220958,0.12507819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.187519588,1979/4/9,-0.374688199,0.374688199,-0.104220958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.187519588,1979/4/10,0.187519588,-0.374688199,0.374688199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.585653211,1979/4/11,-0.187519588,0.187519588,-0.374688199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.863276434,1979/4/12,-0.585653211,-0.187519588,0.187519588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1979/4/13,-1.863276434,-0.585653211,-0.187519588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1979/4/16,0,-1.863276434,-0.585653211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.880117305,1979/4/17,0,0,-1.863276434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.559021021,1979/4/18,-0.880117305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.248545514,1979/4/19,0.559021021,-0.880117305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.885662409,1979/4/20,3.248545514,0.559021021,-0.880117305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.190174384,1979/4/23,-1.885662409,3.248545514,0.559021021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.196111207,1979/4/24,0.190174384,-1.885662409,3.248545514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.872279674,1979/4/25,1.196111207,0.190174384,-1.885662409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.165289294,1979/4/26,0.872279674,1.196111207,0.190174384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.617412951,1979/4/27,0.165289294,0.872279674,1.196111207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.654399063,1979/4/30,0.617412951,0.165289294,0.872279674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.812022326,1979/5/1,0.654399063,0.617412951,0.165289294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.40518694,1979/5/2,0.812022326,0.654399063,0.617412951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.081168836,1979/5/3,-0.40518694,0.812022326,0.654399063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.787962457,1979/5/4,0.081168836,-0.40518694,0.812022326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1979/5/7,0.787962457,0.081168836,-0.40518694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.201045504,1979/5/8,0,0.787962457,0.081168836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.402496015,1979/5/9,0.201045504,0,0.787962457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.71935463,1979/5/10,-0.402496015,0.201045504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.297766969,1979/5/11,1.71935463,-0.402496015,0.201045504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.199005041,1979/5/14,-0.297766969,1.71935463,-0.402496015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.776947051,1979/5/15,-0.199005041,-0.297766969,1.71935463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.390625497,1979/5/16,1.776947051,-0.199005041,-0.297766969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11689072,1979/5/17,0.390625497,1.776947051,-0.199005041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.155884677,1979/5/18,0.11689072,0.390625497,1.776947051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.160577871,1979/5/21,-0.155884677,0.11689072,0.390625497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.289361814,1979/5/22,2.160577871,-0.155884677,0.11689072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.472099829,1979/5/23,1.289361814,2.160577871,-0.155884677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.151543882,1979/5/24,-0.472099829,1.289361814,2.160577871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.564003095,1979/5/25,-0.151543882,-0.472099829,1.289361814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1979/5/28,2.564003095,-0.151543882,-0.472099829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.175619712,1979/5/29,0,2.564003095,-0.151543882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.305045634,1979/5/30,1.175619712,0,2.564003095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.596803681,1979/5/31,-1.305045634,1.175619712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18191746,1979/6/1,1.596803681,-1.305045634,1.175619712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.802924022,1979/6/4,0.18191746,1.596803681,-1.305045634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.675616557,1979/6/5,-0.802924022,0.18191746,1.596803681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.892800989,1979/6/6,0.675616557,-0.802924022,0.18191746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.420759444,1979/6/7,1.892800989,0.675616557,-0.802924022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.420759444,1979/6/8,-1.420759444,1.892800989,0.675616557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.835783295,1979/6/11,1.420759444,-1.420759444,1.892800989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.64260076,1979/6/12,0.835783295,1.420759444,-1.420759444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.414900929,1979/6/13,-1.64260076,0.835783295,1.420759444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.863936259,1979/6/14,-0.414900929,-1.64260076,0.835783295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.357782135,1979/6/15,0.863936259,-0.414900929,-1.64260076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.716848948,1979/6/18,0.357782135,0.863936259,-0.414900929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.823934448,1979/6/19,-0.716848948,0.357782135,0.863936259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.373898771,1979/6/20,0.823934448,-0.716848948,0.357782135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.337088938,1979/6/21,0.373898771,0.823934448,-0.716848948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.406540551,1979/6/22,0.337088938,0.373898771,0.823934448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.141018885,1979/6/25,0.406540551,0.337088938,0.373898771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.849111771,1979/6/26,0.141018885,0.406540551,0.337088938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.124278755,1979/6/27,-0.849111771,0.141018885,0.406540551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.115911824,1979/6/28,0.124278755,-0.849111771,0.141018885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.578245196,1979/6/29,-2.115911824,0.124278755,-0.849111771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78576174,1979/7/2,0.578245196,-2.115911824,0.124278755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.407910471,1979/7/3,1.78576174,0.578245196,-2.115911824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.761267729,1979/7/4,-0.407910471,1.78576174,0.578245196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.661603598,1979/7/5,0.761267729,-0.407910471,1.78576174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.691446143,1979/7/6,1.661603598,0.761267729,-0.407910471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.830310946,1979/7/9,0.691446143,1.661603598,0.761267729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.916406517,1979/7/10,-0.830310946,0.691446143,1.661603598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.068870526,1979/7/11,0.916406517,-0.830310946,0.691446143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154892037,1979/7/12,-0.068870526,0.916406517,-0.830310946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.141485933,1979/7/13,0.154892037,-0.068870526,0.916406517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.844085002,1979/7/16,-1.141485933,0.154892037,-0.068870526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.188267249,1979/7/17,1.844085002,-1.141485933,0.154892037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.955112823,1979/7/18,1.188267249,1.844085002,-1.141485933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.997846297,1979/7/19,1.955112823,1.188267249,1.844085002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.133801659,1979/7/20,-0.997846297,1.955112823,1.188267249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.037675075,1979/7/23,-0.133801659,-0.997846297,1.955112823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1147259,1979/7/24,2.037675075,-0.133801659,-0.997846297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.62438586,1979/7/25,0.1147259,2.037675075,-0.133801659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.608004502,1979/7/26,-0.62438586,0.1147259,2.037675075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.196399408,1979/7/27,0.608004502,-0.62438586,0.1147259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.44930073,1979/7/30,0.196399408,0.608004502,-0.62438586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.655971604,1979/7/31,-1.44930073,0.196399408,0.608004502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.165287903,1979/8/1,-1.655971604,-1.44930073,0.196399408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.481431466,1979/8/2,-2.165287903,-1.655971604,-1.44930073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.730146964,1979/8/3,0.481431466,-2.165287903,-1.655971604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.335227146,1979/8/6,-1.730146964,0.481431466,-2.165287903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
