,y,m,d,lgrpf,lgm3,lgm1
0.1413107,2008,7,28,0.005148759,0,0
-0.3185981,2008,7,29,-0.008935258,0,0
-0.9216461,2008,7,30,0.015980826,0,0
0.9808224,2008,7,31,-0.009314706,0,0
-0.2609808,2008,8,1,0.003555525,0,0
-0.322453,2008,8,4,-0.013002851,0,0
-1.1539758,2008,8,5,-0.00808752,0,0
-0.1232741,2008,8,6,-0.002155493,0,0
-0.3968452,2008,8,7,0.005242176,0,0
-0.9573004,2008,8,8,-0.017801143,0,0
0,2008,8,11,-0.002836682,0,0
-1.8073835,2008,8,12,-0.005498922,0,0
0.0398131,2008,8,13,0.011341114,0,0
-0.026538,2008,8,14,-0.003722386,0,0
-1.7054577,2008,8,15,-0.004707845,0,0
0.5350718,2008,8,18,-0.003449233,0,0
-0.4110073,2008,8,19,0.006340736,0,0
1.461771,2008,8,20,0.001703044,0,0
0.9348522,2008,8,21,0.022808644,0,0
-0.4978392,2008,8,22,-0.024284229,0,0
0,2008,8,25,0.001966334,0,0
0.1578298,2008,8,26,0.004354619,0,0
0,2008,8,27,0.006966054,0,0
0.5868053,2008,8,28,-0.009513462,0,0
-0.2728561,2008,8,29,-0.000488711,0,0
-1.8370081,2008,9,2,-0.022185338,0,0
0.2710961,2008,9,3,-0.001427428,0,0
0.1214433,2008,9,4,-0.005837594,0,0
0.147971,2008,9,5,-0.006734012,0,0
-0.0268663,2008,9,8,0.000449475,0,0
-1.4343471,2008,9,9,-0.012764535,0,0
-0.3346106,2008,9,10,-0.002869426,0,0
-2.0050124,2008,9,11,-0.007300674,0,0
0.5534344,2008,9,12,0.001332654,0,0
1.4095698,2008,9,15,-0.024137359,0,0
0.2514417,2008,9,16,-0.021200643,0,0
1.8274426,2008,9,17,0.027730833,0,0
2.592025,2008,9,18,0.003206455,0,0
0.3008981,2008,9,19,0.028630076,0,0
0.9881985,2008,9,22,0.063174101,0,0
0.4857931,2008,9,23,-0.054700195,0,0
-0.1451682,2008,9,24,-0.003599711,0,0
0.4580445,2008,4,4,0.002048949,0,0
0.9956969,2008,4,7,0.01153776,0,0
-0.542433,2008,4,8,-0.002355204,0,0
0.0948242,2008,4,9,0.009384309,0,0
0.5178641,2008,4,10,-0.002987285,0,0
-0.0117013,2008,4,11,0.00011831,0,0
-0.0585539,2008,4,14,0.006341321,0,0
0.1520763,2008,4,15,0.007817704,0,0
0.7065621,2008,4,16,0.004329309,0,0
0.0459328,2008,4,17,-0.000264595,0,0
-1.7446713,2008,4,18,0.006864828,0,0
0.4634737,2008,4,21,0.002930298,0,0
-0.0236479,2008,4,22,0.006931256,0,0
-0.93246,2008,4,23,-0.003910449,0,0
-0.1452491,2008,4,24,-0.008302178,0,0
-0.1944243,2008,4,25,0.009109077,0,0
-0.0487424,2008,4,28,0.000841975,0,0
-0.5151252,2008,4,29,-0.011563093,0,0
-0.4464517,2008,4,30,-0.008227746,0,0
-0.9069124,2008,5,1,-0.003613056,0,0
0.0254494,2008,5,2,0.01442467,0,0
0,2008,5,5,0.013418265,0,0
1.3279147,2008,5,6,0.006717231,0,0
-0.583788,2008,5,7,0.005982551,0,0
0.4354801,2008,5,8,0.000562148,0,0
-0.0495487,2008,5,9,0.007898062,0,0
0.3702448,2008,5,12,-0.006006167,0,0
-0.9190446,2008,5,13,0.005454156,0,0
0.075246,2008,5,14,-0.005489116,0,0
0.7330563,2008,5,15,-0.000349758,0,0
0.7693313,2008,5,16,0.007527196,0,0
0.4575365,2008,5,19,0.002605706,0,0
0.3815901,2008,5,20,0.006850641,0,0
0.4017991,2008,5,21,0.01358109,0,0
-0.0117647,2008,5,22,-0.007765454,0,0
0.2229864,2008,5,23,0.004557657,0,0
-0.9826354,2008,5,27,-0.01111418,0,0
-0.2040354,2008,5,28,0.007286318,0,0
-0.9486507,2008,5,29,-0.014868432,0,0
0.1350457,2008,5,30,0.00249664,0,0
0.1224055,2008,6,2,0.001395954,0,0
-0.4422839,2008,6,3,-0.011888837,0,0
0.2094177,2008,6,4,-0.007079609,0,0
-0.2341216,2008,6,5,0.019070413,0,0
0.5768586,2008,6,6,0.035078313,0,0
0.2795245,2008,6,9,-0.013337513,0,0
-0.8934653,2008,6,10,-0.009939869,0,0
-0.0866485,2008,6,11,0.016452885,0,0
-0.6994828,2008,6,12,0.001144889,0,0
0.1884689,2008,6,13,-0.00601242,0,0
1.1017324,2008,6,16,-0.000805831,0,0
-0.33129,2008,6,17,-0.001940117,0,0
0.2946045,2008,6,18,0.008567763,0,0
0.7519389,2008,6,19,-0.015361408,0,0
0.2158883,2008,6,20,0.008766024,0,0
-1.2870725,2008,6,23,0.006785989,0,0
0.4170044,2008,6,24,0.000824992,0,0
-0.3308226,2008,6,25,-0.007836865,0,0
1.2964977,2008,6,26,0.016126138,0,0
0.474903,2008,6,27,0.001769149,0,0
0.5047945,2008,6,30,-0.000650954,0,0
0.3371598,2008,7,1,0.002998664,0,0
-0.104356,2008,7,2,0.007937001,0,0
-0.0580841,2008,7,3,0.005172023,0,0
-0.8095958,2008,7,7,-0.011878466,0,0
0.2008712,2008,7,8,-0.016690635,0,0
0.2937212,2008,7,9,3.19E-05,0,0
-4.7334588,2008,10,13,-0.224196005,0,0
2.8795179,2008,9,25,0.124001632,0,0
0.6549105,2008,9,26,-0.004567096,0,0
0.1442042,2008,9,29,-0.044995218,0,0
-0.9950742,2008,9,30,0.018828769,0,0
-0.2215165,2008,10,1,-0.009202145,0,0
-1.4043077,2008,10,2,-0.020579256,0,0
-1.2409258,2008,10,3,-0.000416146,0,0
2.4225814,2008,10,6,-0.029029104,0,0
0.0619624,2008,10,7,0.010987965,0,0
1.3052382,2008,10,8,-0.00538599,0,0
-0.9721603,2008,10,9,-0.011678213,0,0
0.8277163,2008,10,10,-0.047046721,0,0
-3.4099475,2008,10,14,0.005167257,0,0
0.7499168,2008,10,15,-0.023198887,0,0
1.3876403,2009,1,2,-0.206433359,0.019576602,0.074731665
-1.3107967,2009,1,7,-0.036240697,0,0
0.3695061,2009,1,8,-0.009579278,0,0
-0.433533,2009,1,9,-0.009156675,0,0
-1.0506068,2009,1,12,-0.035907054,0,0
-0.0262652,2009,1,13,0.002189628,0,0
-0.263529,2009,1,14,-0.00578605,0,0
-0.6122549,2009,1,15,-0.022472642,0,0
1.2550828,2009,1,16,0.013408571,0,0
1.004045,2009,1,20,0.025747783,0,0
-0.2040741,2009,1,21,0.050828543,0,0
0.5462896,2009,1,22,0.001195033,0,0
-0.3294926,2009,1,5,0.048325616,0,0
-0.2679657,2009,1,6,-0.002051297,0,0
4.2519924,2009,2,13,-0.112310446,0,0
1.4831565,2009,2,17,-0.030948479,0,0
-0.1798323,2009,2,18,-0.003871522,0,0
0.7370564,2009,2,19,0.05705008,0,0
0.3748694,2009,2,20,-0.005981197,0,0
-0.1429506,2009,2,23,-0.005612568,0,0
-0.0661362,2009,2,24,0.016842101,0,0
-0.2544593,2009,2,25,0.02676345,0,0
-1.9053048,2009,2,26,0.026941628,0,0
0.7129167,2009,2,27,-0.00444048,0,0
-0.6781499,2009,3,2,-0.047204528,0,0
-1.1028059,2009,3,3,0.015929456,0,0
-0.2502458,2009,3,4,0.037249486,0,0
0.2145846,2009,3,5,-0.017278405,0,0
1.0805071,2009,3,6,0.018616167,0,0
-0.5721397,2009,3,9,0.014541945,0,0
-1.058872,2009,3,10,-0.012732977,0,0
-0.0964563,2009,3,11,-0.033362953,0,0
1.2257926,2009,3,12,0.04572671,0,0
0.1288882,2009,3,13,-0.007263242,0,0
-0.3996243,2009,3,16,0.010208246,0,0
-0.1893385,2009,3,17,0.016291891,0,0
-1.0685324,2009,3,18,-0.009105788,0,0
2.9711949,2009,3,19,0.030227773,0,0
-0.11366,2009,3,20,-0.004653049,0,0
-3.7168229,2009,1,23,-0.040908138,0,0
1.6780542,2009,1,26,-0.006971471,0,0
-0.612623,2009,1,27,-0.041316716,0,0
-0.1090128,2009,1,28,0.006016117,0,0
-0.1457773,2009,1,29,-0.007480855,0,0
1.3065177,2009,1,30,0.002507964,0,0
-0.0590797,2009,2,2,-0.016999997,0,0
-0.6552366,2009,2,3,0.007519509,0,0
0.0240008,2009,2,4,-0.004926698,0,0
0.7139248,2009,2,5,0.009060344,0,0
-0.331705,2009,2,6,-0.010679035,0,0
-0.8647742,2009,2,9,-0.006645549,0,0
0.7099029,2009,2,10,-0.022646342,0,0
1.3280774,2009,2,11,-0.019031869,0,0
0.2423975,2009,2,12,-0.024354698,0,0
-2.9897454,2009,4,13,0.168180707,0,0
0.3439001,2009,4,14,-0.005589228,0,0
0.1709342,2009,4,15,-0.001408619,0,0
-0.5148344,2009,4,16,0.006390017,0,0
-0.4960585,2009,4,17,0.003030679,0,0
0.3230818,2009,4,20,-0.040203521,0,0
0.578002,2009,4,21,0.00592293,0,0
-0.1345892,2009,4,22,0.021318229,0,0
0.5600735,2009,4,23,0.006792192,0,0
0.4812176,2009,4,24,0.01657191,0,0
0,2009,4,27,-0.01204434,0,0
-0.796893,2009,4,28,-0.001909753,0,0
0.3519522,2009,4,29,0.009040057,0,0
-0.731358,2009,4,30,0.001276212,0,0
0.0614191,2009,5,1,0.017320787,0,0
0,2009,5,4,0.010245743,0,0
1.2343555,2009,5,5,-0.005052324,0,0
0,2009,5,6,0.019711791,0,0
0.107248,2009,5,7,0.002842805,0,0
-0.2506585,2009,5,8,0.014460247,0,0
0.286349,2009,5,11,-0.000964028,0,0
0.1898558,2009,5,12,0.002590601,0,0
0.3302636,2009,5,13,-0.006168743,0,0
0.0587123,2009,5,14,0.00446809,0,0
0.19903,2009,5,15,-0.017228971,0,0
-0.3989764,2009,5,18,0.020255941,0,0
0.176471,2009,5,19,0.004537665,0,0
0.6872444,2009,5,20,0.017061341,0,0
-0.0925508,2009,5,21,-0.006986121,0,0
1.0186844,2009,5,22,0.00438828,0,0
-0.6726312,2009,5,26,0.005458494,0,0
0.2748708,2009,5,27,0.006899184,0,0
0.3071644,2009,5,28,0.011015918,0,0
0.7975113,2009,5,29,0.008131484,0,0
0.2773636,2009,6,1,0.014618453,0,0
-0.0774834,2009,6,2,-0.000190022,0,0
-0.1442656,2009,6,3,-0.015674614,0,0
-0.2676021,2009,6,4,0.017318713,0,0
-0.3932327,2009,6,5,-0.002341557,0,0
-0.8318107,2009,6,8,-0.002226667,0,0
0.5600928,2009,6,9,0.012076743,0,0
-0.1023341,2009,6,10,0.008112146,0,0
-0.2855332,2009,6,11,0.008142695,0,0
-0.472377,2009,6,12,-0.003841214,0,0
-0.2323057,2009,6,15,-0.008645991,0,0
0.0814484,2009,6,16,-0.000923442,0,0
-0.1630499,2009,6,17,0.003437543,0,0
0.4642422,2009,6,18,0.002073882,0,0
-0.2431083,2009,6,19,-0.011218562,0,0
-0.7494078,2009,6,22,-0.016676309,0,0
0.0708089,2009,6,23,0.014736234,0,0
0.5972595,2009,6,24,-0.003590012,0,0
0.1741127,2009,6,25,0.009755621,0,0
0.2195454,2009,6,26,-0.006667684,0,0
-0.3007111,2009,6,29,0.014390312,0,0
-0.0464486,2009,6,30,-0.009830257,0,0
0.1739267,2009,7,1,-0.003619142,0,0
-0.4069179,2009,7,2,-0.016474774,0,0
-0.2342479,2009,7,6,-0.017801991,0,0
-0.0234944,2009,7,7,-0.007661402,0,0
-0.282929,2009,7,8,-0.019694308,0,0
-0.2966909,2009,7,9,0.001945412,0,0
0.0595006,2009,7,10,-0.003754523,0,0
-0.2145846,2009,7,13,-0.001452734,0,0
0.7699408,2009,7,14,-0.001238656,0,0
0.6178498,2009,7,15,0.014494569,0,0
-0.1391228,2009,7,16,0.00337427,0,0
0.1159666,2009,7,17,0.010652127,0,0
0.7007681,2009,7,20,0.002860347,0,0
-0.2285164,2009,7,21,0.004994273,0,0
0.0229058,2009,7,22,0.00453924,0,0
0.0800754,2009,7,23,0.011532939,0,0
0.0685187,2009,7,24,0.005717442,0,0
0.1594579,2009,7,27,0.002100967,0,0
-0.4916378,2009,7,28,-0.007365985,0,0
-0.6137313,2009,7,29,-0.025816492,0,0
0.0699159,2009,7,30,0.023939089,0,0
0.3016752,2009,7,31,0.015986542,0,0
0.9492529,2009,8,3,0.013119444,0,0
0.0339248,2009,8,4,-0.000971848,0,0
0,2009,8,5,0.003331657,0,0
0.1579665,2009,8,6,-0.000181069,0,0
-0.3619142,2009,8,7,-0.006140474,0,0
-0.5026084,2009,8,10,-0.002025259,0,0
-0.1035267,2009,8,11,-0.007132451,0,0
0.2068073,2009,8,12,0.00441733,0,0
0.2856083,2009,8,13,0.002222723,0,0
0,2009,8,14,-0.018944196,0,0
-0.955544,2009,8,17,-0.004916838,0,0
0.1046353,2009,8,18,0.015592061,0,0
0.3700082,2009,8,19,0.01981519,0,0
-0.1152893,2009,8,20,0.000719031,0,0
0.5506184,2009,8,21,0.008008115,0,0
-0.0456192,2009,8,24,0.002812115,0,0
-0.0456671,2009,8,25,-0.013763796,0,0
-0.4593321,2009,8,26,-0.003753335,0,0
0.1152893,2009,8,27,0.00639745,0,0
0.5718999,2009,8,28,0.001495197,0,0
0,2009,8,31,-0.016923496,0,0
-0.022732,2009,9,1,-0.012021671,0,0
0.4411416,2009,9,2,0,0,0
0.8138731,2009,9,3,-0.000574759,0,0
0.2642774,2009,9,4,0.000383257,0,0
0.5129307,2009,9,8,0.019232973,0,0
-0.05428,2009,9,9,0.001280836,0,0
-0.3818717,2009,9,10,0.003819997,0,0
0.760415,2009,9,11,-0.016299872,0,0
-2.6187625,2009,3,23,-0.109888286,0,0
-1.1826154,2009,3,24,0.001450605,0,0
0.2461263,2009,3,25,-0.009845786,0,0
0.4302859,2009,3,26,0.01273254,0,0
-0.6646602,2009,3,27,-0.01595414,0,0
0.1876005,2009,3,30,-0.034230411,0,0
-0.5415507,2009,3,31,0.011071633,0,0
0.3774446,2009,4,1,-0.011251093,0,0
-1.2751502,2009,4,2,0.036560258,0,0
0.3493165,2009,4,3,-0.001073862,0,0
-1.7004547,2009,4,6,-0.012246272,0,0
0.4715244,2009,4,7,-0.016472224,0,0
0.0123397,2009,4,8,0.002027563,0,0
0.0246688,2009,4,9,0.024452083,0,0
5.6788017,2009,10,2,0.126784551,0,0
0.0864698,2009,10,5,0.002846625,0,0
1.4128962,2009,10,6,0.002889365,0,0
0.0626688,2009,10,7,-0.008101706,0,0
0.1978566,2009,10,8,0.013036577,0,0
0.2692987,2009,10,9,0.000484366,0,0
0.2984146,2009,10,12,0.008983245,0,0
-0.0513047,2009,10,13,0.005184964,0,0
0.0820585,2009,10,14,0.005991166,0,0
-0.2466421,2009,10,15,0.013647454,0,0
-0.2480508,2009,10,16,0.005285822,0,0
0.1242025,2009,10,19,0.005932026,0,0
0.4626213,2009,10,20,-0.002846048,0,0
-0.3284682,2009,10,21,0.01234274,0,0
-0.0309216,2009,10,22,-0.000961775,0,0
0.3593898,2009,10,23,-0.003706661,0,0
-0.3181659,2009,10,26,-0.009931529,0,0
-0.7271304,2009,10,27,0.004775833,0,0
-0.1994829,2009,10,28,-0.011562691,0,0
0.3667607,2009,10,29,0.013306192,0,0
-0.0208745,2009,10,30,-0.015892959,0,0
0.9091177,2009,11,2,0.006327099,0,0
-0.0409133,2009,11,3,0.008095243,0,0
1.1711114,2009,11,4,0.004342981,0,0
-0.0398618,2009,11,5,-0.004233876,0,0
0.3079763,2009,11,6,-0.012112914,0,0
0.3941888,2009,11,9,0.011075303,0,0
-0.2065029,2009,11,10,-0.002082688,0,0
0.538773,2009,11,11,0.001261767,0,0
-0.0194751,2009,11,12,-0.01301146,0,0
-0.4208408,2009,11,13,-0.003343141,0,0
1.010937,2009,11,16,0.014267962,0,0
0.1821748,2009,11,17,0.001319043,0,0
0.5419837,2009,11,18,0.002407889,0,0
-0.513289,2009,11,19,-0.011726442,0,0
0.1717713,2009,11,20,-0.004168898,0,0
1.1095375,2009,11,23,0.004729206,0,0
-0.2327165,2009,11,24,-0.008709935,0,0
0.6116925,2009,11,25,0.010943965,0,0
-0.4905243,2009,11,27,-0.010772612,0,0
0.3430244,2009,11,30,0.006967895,0,0
0.61434,2009,12,1,0.006082733,0,0
0.722336,2009,12,2,-0.009921077,0,0
-0.134526,2009,12,3,-0.000794476,0,0
-0.6698297,2009,12,4,-0.005659944,0,0
-1.7781981,2009,12,7,-0.008953644,0,0
0.161254,2009,12,8,-0.007764462,0,0
-0.2183104,2009,12,9,-0.011821153,0,0
-0.4784081,2009,12,10,-0.000799636,0,0
-0.1735252,2009,12,11,-0.004144712,0,0
-9.66E-03,2009,12,14,-0.002243455,0,0
-0.0676848,2009,12,15,0.007310693,0,0
0.5958548,2009,12,16,0.011937412,0,0
-0.7898232,2009,12,17,-5.98E-05,0,0
-0.4887453,2009,12,18,0.004223704,0,0
0.0393027,2009,12,21,-0.005301061,0,0
-0.8529465,2009,12,22,0.011414674,0,0
0.0500512,2009,12,23,0.013052528,0,0
0,2009,12,24,0.007747444,0,0
0,2009,12,28,0.003987938,0,0
0.8225332,2009,12,29,0.000550995,0,0
-0.7325861,2009,12,30,0.002251801,0,0
0,2009,12,31,0.000438018,0,0
-4.0136547,2009,9,25,-0.079926139,0,0
0.0109491,2009,9,28,0.005360921,0,0
-0.0986411,2009,9,29,-0.000845501,0,0
0.2734517,2009,9,30,0.024675271,0,0
0.1523842,2009,9,14,-0.010899193,0,0
-0.1414819,2009,9,15,0.012862941,0,0
0.8527493,2009,9,16,0.009567945,0,0
0.1174202,2009,9,17,-0.000239644,0,0
-0.2780521,2009,9,18,-0.002584557,0,0
-0.6485354,2009,9,21,-0.014278621,0,0
0.7342797,2009,9,22,0.011314555,0,0
-0.1609096,2009,9,23,-0.015949412,0,0
-0.0214997,2009,9,24,-0.019840718,0,0
-0.2155847,2009,10,1,0.031336415,0,0
8.9257145,2010,7,1,0.012869374,-0.011875251,0.009497329
-1.1591385,2010,7,2,-0.004849158,0,0
-0.235587,2010,7,6,-0.000964296,0,0
1.7452475,2010,6,30,0.021482258,0,0
-2.7377538,2010,7,27,0.010607602,0,0
-0.4109484,2010,7,28,-0.002867383,0,0
0.2059603,2010,7,29,0.007660108,0,0
0.242155,2010,7,30,0.003257707,0,0
0.7184675,2010,8,2,0.012952034,0,0
-0.0365568,2010,8,3,0.00641291,0,0
0.4366634,2010,8,4,-0.000421083,0,0
-0.2541865,2010,8,5,-0.002429183,0,0
0.5518658,2010,8,6,-0.006993277,0,0
-0.1711419,2010,8,9,0.004177486,0,0
-0.380724,2010,8,10,-0.006605979,0,0
0.4708827,2010,8,11,-0.012239095,0,0
0.2693586,2010,8,12,-0.012880645,0,0
0.0447311,2010,8,13,-0.002011557,0,0
0.3295862,2010,8,16,-0.000864956,0,0
0.0886496,2010,8,17,0.0030485,0,0
-0.2843182,2010,8,18,-0.002010759,0,0
0.5491866,2010,8,19,-0.005738509,0,0
-0.353518,2010,8,20,-0.005697095,0,0
0.0886496,2010,8,23,-0.002133547,0,0
-0.1419264,2010,8,24,-0.008822426,0,0
0.5474002,2010,8,25,0.005362844,0,0
-0.0175508,2010,8,26,0.005001527,0,0
-0.0702742,2010,8,27,0.010585228,0,0
0,2010,8,30,-0.002723948,0,0
0.3851085,2010,8,31,-0.016470923,0,0
-1.8786599,2010,7,7,0.012792666,0,0
9.10E-03,2010,7,8,0.007959335,0,0
0.5514064,2010,7,9,0.003725904,0,0
-0.1169272,2010,7,12,-0.006555947,0,0
0.376636,2010,7,13,0.012564293,0,0
-0.3226305,2010,7,14,-0.000619656,0,0
0.0359664,2010,7,15,-0.002374126,0,0
-0.6793774,2010,7,16,-0.003471415,0,0
-0.3023262,2010,7,19,0.003017725,0,0
0.0734847,2010,7,20,0.005076886,0,0
0.3109302,2010,7,21,-0.00496342,0,0
0.2906206,2010,7,22,0.015271263,0,0
-0.3270853,2010,7,23,-0.001756058,0,0
-0.2561137,2010,7,26,0,0,0
-2.5698688,2010,3,31,0.025519539,0,0
0.3103502,2010,4,1,0.005717534,0,0
0,2010,4,5,0.008863977,0,0
0.3560994,2010,4,6,0.001101635,0,0
0.3532033,2010,4,7,-0.004827779,0,0
0.2275784,2010,4,8,-0.002485022,0,0
0.1699046,2010,4,9,-0.002397028,0,0
0.2348813,2010,4,12,-0.002976389,0,0
-0.3953293,2010,4,13,-0.001495879,0,0
0.207526,2010,4,14,0.009151991,0,0
0.0282223,2010,4,15,-0.001672803,0,0
-0.1129995,2010,4,16,-0.011684835,0,0
-0.5790046,2010,4,19,-0.009440983,0,0
0.3236756,2010,4,20,0.010535252,0,0
-0.0664422,2010,4,21,0.001195331,0,0
-0.352893,2010,4,22,0.000103786,0,0
0.2197029,2010,4,23,0.007306157,0,0
0.5679608,2010,4,26,-0.004719523,0,0
-0.1884962,2010,4,27,-0.009174108,0,0
0.4323244,2010,4,28,0.004089728,0,0
0.214559,2010,4,29,0.010058936,0,0
0.4628075,2010,4,30,0.004968635,0,0
0,2010,5,3,0.000201599,0,0
0.2112465,2010,5,4,-0.017741364,0,0
-0.7392425,2010,5,5,-0.014788421,0,0
0.7484039,2010,5,6,-0.015816393,0,0
0.6184822,2010,5,7,-0.011412941,0,0
-0.2082083,2010,5,10,0.009663458,0,0
0.9336165,2010,5,11,-0.002438429,0,0
0.529634,2010,5,12,-0.004113858,0,0
0,2010,5,13,-0.007235997,0,0
-0.0351087,2010,5,14,-0.016599262,0,0
-0.017565,2010,5,17,-0.009379581,0,0
-0.6817116,2010,5,18,-0.004172049,0,0
-0.783345,2010,5,19,0.002868699,0,0
-0.109165,2010,5,20,-0.011717968,0,0
-0.4486269,2010,5,21,0.012773363,0,0
0.2660733,2010,5,24,0.001052836,0,0
0.4096719,2010,5,25,-0.009126271,0,0
0.4955182,2010,5,26,0.017094076,0,0
-0.0358477,2010,5,27,0.01808087,0,0
-0.1257004,2010,5,28,-0.003392029,0,0
0.7222803,2010,6,1,-0.008238655,0,0
-0.4533665,2010,6,2,0.001672203,0,0
0,2010,6,3,0.010307873,0,0
-0.4130183,2010,6,4,-0.018430262,0,0
0.4130183,2010,6,7,-0.000425332,0,0
1.0941764,2010,6,8,0.003330728,0,0
-0.4378888,2010,6,9,0.014184,0,0
-0.5670184,2010,6,10,0.006375717,0,0
0.0890861,2010,6,11,-0.009893241,0,0
0.1332874,2010,6,14,0.007816928,0,0
0.0443384,2010,6,15,0.010396603,0,0
0.3355006,2010,6,16,0.004101123,0,0
0.3678257,2010,6,17,-0.004948638,0,0
0.3820288,2010,6,18,0.002200107,0,0
-0.0518974,2010,6,21,0.003586452,0,0
-0.6452195,2010,6,22,-0.003417674,0,0
-0.3350918,2010,6,23,-0.004864511,0,0
0.3438752,2010,6,24,0.000909161,0,0
0.6191232,2010,6,25,0.013138571,0,0
0.241755,2010,6,28,-0.003372427,0,0
-0.9223992,2010,6,29,-0.013013753,0,0
-4.1691816,2010,1,4,0.0307403,0,0
0.0677149,2010,1,5,0.001383105,0,0
0.2602016,2010,1,6,0.007424918,0,0
9.61E-03,2010,1,7,-0.002723515,0,0
-0.1346949,2010,1,8,0.000472602,0,0
1.0001741,2010,1,11,-0.001208783,0,0
-0.0659664,2010,1,12,-0.009201611,0,0
-0.9149399,2010,1,13,-0.006171828,0,0
0.4217415,2010,1,14,-0.001419978,0,0
-0.3928559,2010,1,15,-0.007671199,0,0
0.192081,2010,1,19,0.005642423,0,0
-0.4914957,2010,1,20,-0.007763387,0,0
-0.4677213,2010,1,21,-0.008703134,0,0
-0.9608458,2010,1,22,-0.008881116,0,0
0.448398,2010,1,25,0.004174826,0,0
-0.0793776,2010,1,26,-0.003185478,0,0
0.0595468,2010,1,27,-0.006088067,0,0
-0.2686059,2010,1,28,-0.00017689,0,0
-0.3808746,2010,1,29,-0.00444583,0,0
0.3209581,2010,2,1,0.009080069,0,0
0.9684328,2010,2,2,0.016038016,0,0
0.1658173,2010,2,3,-0.001408128,0,0
-1.2643534,2010,2,4,-0.022222951,0,0
-1.024303,2010,2,5,-0.011735963,0,0
0.245596,2010,2,8,0.004249491,0,0
0.2949207,2010,2,9,0.011093541,0,0
-0.0710046,2010,2,10,0.004510822,0,0
0.2732376,2010,2,11,0.004406764,0,0
0.2314096,2010,2,12,-0.00668561,0,0
1.3144971,2010,2,16,0.016553123,0,0
0.1457855,2010,2,17,0.001800887,0,0
-0.0388283,2010,2,18,0.0096088,0,0
-0.2044201,2010,2,19,0.004100501,0,0
0.0974629,2010,2,22,0.001900398,0,0
-0.3224611,2010,2,23,-0.007100936,0,0
-0.1572108,2010,2,24,0.006233214,0,0
-0.3359747,2010,2,25,-0.010049875,0,0
0.5421974,2010,2,26,0.00820019,0,0
0.2247451,2010,3,1,-0.00526557,0,0
0.4846005,2010,3,2,0.005374593,0,0
0.3838244,2010,3,3,0.006438118,0,0
-0.076494,2010,3,4,-0.003558927,0,0
0.0191361,2010,3,5,0.006929092,0,0
-0.3553906,2010,3,8,0.001967182,0,0
-0.387506,2010,3,9,-0.002020473,0,0
0.1844965,2010,3,10,0.003185938,0,0
-0.6442787,2010,3,11,0.000105796,0,0
0.088421,2010,3,12,-0.004626137,0,0
-0.0785876,2010,3,15,-0.007767023,0,0
0.7988594,2010,3,16,0.010219165,0,0
-0.1159924,2010,3,17,0.006489609,0,0
0.0386986,2010,3,18,-0.003839848,0,0
-0.6724317,2010,3,19,-0.008105928,0,0
-0.3253157,2010,3,22,0.00305748,0,0
0.1678912,2010,3,23,0.003513556,0,0
-0.425928,2010,3,24,-0.006948005,0,0
0.089494,2010,3,25,-0.000431222,0,0
0.1388474,2010,3,26,-0.002867712,0,0
0.4335099,2010,3,29,0.0116233,0,0
-0.0196114,2010,3,30,0.001055779,0,0
6.7618812,2010,9,22,-0.04239033,0,0
-0.0924299,2010,9,23,0.002723585,0,0
0.2097842,2010,9,24,0.00750234,0,0
0,2010,9,27,0.0001703,0,0
-0.10057,2010,9,28,-0.001933993,0,0
0.4507421,2010,9,29,0.009473431,0,0
-0.016611,2010,9,30,0.011612697,0,0
0.3062797,2010,10,1,0.008656605,0,0
-0.0908307,2010,10,4,-0.000585985,0,0
0.5584802,2010,10,5,0.00713751,0,0
0.5191479,2010,10,6,0.002144668,0,0
-0.0484073,2010,10,7,-0.008217339,0,0
-0.1131607,2010,10,8,0.005232845,0,0
0.3225373,2010,10,11,-0.007044629,0,0
-0.0965099,2010,10,12,0.001811783,0,0
0.5440754,2010,10,13,0.00889515,0,0
0.2457903,2010,10,14,-0.003504714,0,0
-0.1822273,2010,10,15,-0.007629622,0,0
-7.94E-03,2010,10,18,0.009673118,0,0
-0.9067355,2010,10,19,-0.019183991,0,0
0,2010,10,20,0.012281501,0,0
0.1457094,2010,10,21,-0.00647454,0,0
-0.684199,2010,10,22,0.006049439,0,0
0.489811,2010,10,25,0.004390323,0,0
-0.2605449,2010,10,26,0.000157858,0,0
-0.1636379,2010,10,27,-0.003221118,0,0
0.2941057,2010,10,28,0.001270177,0,0
0.4293964,2010,10,29,-0.003981702,0,0
0.2492025,2010,11,1,0.008031956,0,0
-0.112366,2010,11,2,0.00494557,0,0
-0.1771647,2010,11,3,0.004070172,0,0
1.1309976,2010,11,4,0.009133764,0,0
0.4536162,2010,11,5,0.001803926,0,0
-0.2183957,2010,11,8,0.00104884,0,0
1.0048194,2010,11,9,-0.001699394,0,0
-0.9423085,2010,11,10,0.005424708,0,0
0.2491478,2010,11,11,0,0,0
-0.3116587,2010,11,12,-0.014738606,0,0
-0.6301082,2010,11,15,-0.000102343,0,0
-0.6232852,2010,11,16,-0.013092165,0,0
-0.3718159,2010,11,17,-0.010138801,0,0
0.4120395,2010,11,18,0.007546622,0,0
-0.2499892,2010,11,19,-0.001807791,0,0
0.4505504,2010,11,22,0.00122374,0,0
0.6671809,2010,11,23,-0.002611264,0,0
-0.1579254,2010,11,24,0.013731488,0,0
