,y,m,d,lgrpf,lgm3,lgm1
0.1151466,1992,6,3,0.006240531,0,0
-0.3077387,1992,5,29,-0.006240531,0,0
-0.0837225,1992,6,1,-0.001574245,0,0
0.2378645,1992,6,8,0.008008355,0,0
-0.0384842,1992,6,4,0.000773454,0,0
0.0513047,1992,6,5,0.002696294,0,0
-0.2700285,1992,4,16,-0.048926287,0,0
-1.0575557,1993,1,5,-0.020910031,0.006431316,0.040322917
-0.1191118,1993,1,15,-0.008884383,0,0
0.0595967,1993,1,18,0,0,0
0.1123489,1993,1,19,-0.006726191,0,0
-0.0991163,1993,1,4,0.010621234,0,0
-0.0264693,1993,2,9,0.022447433,0,0
0.2376446,1993,2,10,0.002806785,0,0
-0.0329285,1993,1,6,-0.025254218,0,0
-0.0593344,1993,1,7,-0.00205773,0,0
-6.60E-03,1993,1,8,-0.001607224,0,0
-0.0924734,1993,1,11,-0.002306402,0,0
0.1056678,1993,1,12,-0.009350081,0,0
-0.2182223,1993,1,13,0.002826221,0,0
0.0132569,1993,1,14,0.004669878,0,0
0.2577031,1993,2,23,0.039488346,0,0
0.0395113,1993,2,24,0.001058997,0,0
-0.0395113,1993,2,25,0.001689042,0,0
-0.264331,1993,2,26,-0.000210771,0,0
0.2049966,1993,3,2,-0.002749378,0,0
0.0527457,1993,3,3,0.00021211,0,0
0.3216768,1993,2,11,-0.004690511,0,0
-0.3678257,1993,2,12,-0.006043957,0,0
0.0329685,1993,2,16,-0.009893241,0,0
0.1513337,1993,2,17,-0.004470389,0,0
-0.0854717,1993,2,18,0.002017372,0,0
0.1117368,1993,2,19,0.004449777,0,0
-0.1446554,1993,2,22,0.00876507,0,0
-0.2245103,1993,3,15,0.003026455,0,0
0.1322054,1993,3,16,-0.000646753,0,0
-0.0330136,1993,3,17,0.000862123,0,0
0.1977065,1993,3,18,0.002576149,0,0
-0.1646928,1993,1,20,-0.044119582,0,0
0.0988906,1993,1,21,0.011226331,0,0
-0.2244762,1993,3,4,0.04927574,0,0
0.2244762,1993,3,5,-0.002895307,0,0
-0.29735,1993,3,8,-0.004589129,0,0
-0.0729963,1993,3,9,-0.000629564,0,0
-0.1130543,1993,3,10,-0.006133309,0,0
0.1064122,1993,3,11,-0.005573451,0,0
0.0132832,1993,3,12,0.003438272,0,0
0.3505327,1993,2,2,-0.006252051,0,0
-0.1914503,1993,2,3,-0.001522697,0,0
-0.0264733,1993,2,4,0.007988739,0,0
-0.0331143,1993,2,5,-0.001929724,0,0
0.0264935,1993,2,8,-0.002802605,0,0
1.3622719,1993,4,6,0.004732329,0,0
-0.212275,1993,4,7,0.001494991,0,0
0.0966173,1993,4,8,-0.003209878,0,0
0,1993,4,12,0.005124478,0,0
-0.1030661,1993,4,13,0,0,0
0.1994689,1993,4,14,-0.001275462,0,0
0.0833764,1993,4,15,-0.003849016,0,0
-0.1347646,1993,4,16,-0.001721685,0,0
0.2243758,1993,4,19,-0.003246672,0,0
0.0383483,1993,4,20,-0.003271126,0,0
-0.1151466,1993,4,21,0.011449361,0,0
0.0384161,1993,4,22,-0.004715979,0,0
0.7109335,1993,4,23,0.004075898,0,0
0.544322,1993,4,26,-0.000854911,0,0
0.2665342,1993,4,27,-0.002574876,0,0
-0.2106125,1993,4,28,0.000215157,0,0
0.726612,1993,4,29,0.008309051,0,0
-0.15906,1993,4,30,-0.001056421,0,0
0,1993,5,3,0.000845342,0,0
0.2261796,1993,5,4,-0.003817066,0,0
-0.232309,1993,5,5,0.001488404,0,0
0.1529746,1993,5,6,0.000212213,0,0
0.2436441,1993,5,7,-0.000636951,0,0
-0.08512,1993,5,10,0,0,0
-0.1768526,1993,5,11,-0.002129943,0,0
0.1037595,1993,5,12,-0.002999579,0,0
1.2972149,1993,5,13,-0.009125082,0,0
0.141772,1993,5,14,-0.006637335,0,0
-4.9218023,1993,1,22,-0.014738633,0,0
-0.0396495,1993,1,25,0.018733193,0,0
0.3227501,1993,1,26,-0.00044203,0,0
-0.0393918,1993,1,27,0.00044203,0,0
-0.0854717,1993,1,28,0.016259491,0,0
0.0657624,1993,1,29,-0.003203564,0,0
-0.0920952,1993,2,1,0.001070482,0,0
5.7868457,1993,11,18,-0.085253587,0,0
0.0863695,1993,11,19,-0.003396004,0,0
0.1034172,1993,11,22,0.013935778,0,0
-0.0919142,1993,11,23,-0.012103861,0,0
-0.1440065,1993,11,24,-0.006578352,0,0
-0.6042455,1993,11,29,-0.029338707,0,0
-0.0292632,1993,11,30,0.003390735,0,0
0.2568416,1993,12,1,0.00140503,0,0
0.1800488,1993,12,2,-0.015129764,0,0
0.2427524,1993,12,3,0.000580608,0,0
0.0288089,1993,12,6,-0.011762249,0,0
-0.0115213,1993,12,7,0.003857783,0,0
0.6178161,1993,12,8,-0.003262043,0,0
0.0227141,1993,12,9,0.001189034,0,0
-0.0227141,1993,12,10,0.012868926,0,0
0.4464194,1993,12,13,-0.016146636,0,0
0.0842473,1993,12,14,0,0,0
-0.157394,1993,12,15,-0.003302636,0,0
0.0562776,1993,12,16,-0.005459081,0,0
0.0449697,1993,12,17,-0.00987777,0,0
0.3636626,1993,12,20,0.008349101,0,0
-0.2514417,1993,12,21,0.005478209,0,0
-0.2078371,1993,12,22,0.012226055,0,0
-0.0789012,1993,12,23,-0.008611933,0,0
0,1993,12,27,-0.0106264,0,0
0,1993,12,28,-0.000615148,0,0
0.1295478,1993,12,29,0.010040179,0,0
0.6309204,1993,12,30,-0.008197343,0,0
0.4466785,1993,7,7,0.104384936,0,0
-0.0658854,1993,7,8,-0.005578839,0,0
-0.2313892,1993,7,9,0.002434392,0,0
0.0331312,1993,7,12,0.005068234,0,0
-0.1050022,1993,7,13,0.000719229,0,0
0.2152573,1993,7,14,-0.015607995,0,0
-0.1876005,1993,7,15,0.00444674,0,0
-0.0774834,1993,7,16,-0.011455679,0,0
0.3091077,1993,7,19,0.012192396,0,0
-0.2980302,1993,7,20,-0.015231204,0,0
0.0332156,1993,7,21,0.020838227,0,0
-0.3611964,1993,7,22,-0.007327977,0,0
0.2392813,1993,7,23,0.002946045,0,0
0.0499157,1993,7,26,0.007759795,0,0
0.0664652,1993,7,27,0.008331473,0,0
0.0884623,1993,7,28,-0.004502957,0,0
0.0937942,1993,7,29,-0.002628475,0,0
0.8459664,1993,7,30,-0.005790679,0,0
0.4142061,1993,8,2,0.002180563,0,0
-0.1985411,1993,8,3,-0.002909857,0,0
-0.1184832,1993,8,4,-0.001218218,0,0
-1.6375897,1993,8,5,-0.005648241,0,0
-0.945448,1993,8,6,-0.007479424,0,0
0.2624833,1993,8,9,0.006984783,0,0
-0.1538739,1993,8,10,-0.000743019,0,0
-0.4995576,1993,8,11,0.008833413,0,0
0.0346373,1993,8,12,0.007226364,0,0
-1.0158716,1993,8,13,-0.000956596,0,0
0.5867348,1993,8,16,-0.006755828,0,0
-0.1167145,1993,8,17,0.001456551,0,0
0.2447393,1993,8,18,-0.006347306,0,0
-0.0348784,1993,8,19,-0.00024599,0,0
-0.0174497,1993,8,20,0.010693857,0,0
-0.0174567,1993,8,23,0.010436852,0,0
0.0639738,1993,8,24,-0.004239351,0,0
-0.2915522,1993,8,25,-0.000710599,0,0
0.0116997,1993,8,26,0.000947208,0,0
-0.2345958,1993,8,27,0.010285172,0,0
0,1993,8,30,-0.001620072,0,0
0.2696762,1993,8,31,-0.010324072,0,0
-0.2932056,1993,9,1,-0.007665628,0,0
0.0235294,1993,9,2,0,0,0
-0.7653226,1993,9,3,-0.005839342,0,0
-0.9683667,1993,9,7,-0.016475214,0,0
-0.3749505,1993,9,8,-0.001018873,0,0
0.1909531,1993,9,9,-0.001532806,0,0
-2.7463636,1993,3,19,0.073081866,0,0
0.1242243,1993,3,22,-0.012283895,0,0
-0.0914992,1993,3,23,0.011201136,0,0
-0.1179259,1993,3,24,0.004529559,0,0
0.2094251,1993,3,25,0.003632497,0,0
0.0130556,1993,3,26,0,0,0
-0.1307329,1993,3,29,-0.002560958,0,0
0.3520797,1993,3,30,-0.000214096,0,0
0.4393376,1993,3,31,0.003412941,0,0
-0.1868213,1993,4,1,0.001696465,0,0
0.48152,1993,4,2,0.0027427,0,0
-0.1086776,1993,4,5,-0.000631395,0,0
2.0625052,1993,9,28,-0.059982329,0,0
-0.3124214,1993,9,29,0.016837986,0,0
0.281891,1993,9,30,0.002782462,0,0
-0.1836343,1993,10,1,-0.003713925,0,0
-0.2769156,1993,10,4,-0.004923229,0,0
0.2523722,1993,10,5,-0.000707897,0,0
0.2997044,1993,10,6,0.000707897,0,0
0.1278143,1993,10,7,0.001647285,0,0
0.1456144,1993,10,8,0.001407003,0,0
0.3498988,1993,10,11,0.005120359,0,0
-0.0962426,1993,10,12,-0.001390485,0,0
0.6929743,1993,10,13,-0.001627879,0,0
0.1006339,1993,10,14,-0.00327418,0,0
-0.314514,1993,10,15,-0.005433181,0,0
0.0714105,1993,10,18,-0.003340743,0,0
0.1424696,1993,10,19,-0.001680058,0,0
0.7170812,1993,10,20,0.004307088,0,0
0.2325545,1993,10,21,0.002611235,0,0
-0.7722034,1993,10,22,-0.006677916,0,0
0.422903,1993,10,25,-0.013672006,0,0
-0.3816063,1993,10,26,0.000743443,0,0
0.3816063,1993,10,27,0.002715121,0,0
-0.3462403,1993,10,28,-0.006944891,0,0
0.1235547,1993,10,29,-0.01139946,0,0
-0.752634,1993,11,1,0.012897028,0,0
-0.0298998,1993,11,2,-0.007793627,0,0
0.0657524,1993,11,3,0.009286049,0,0
0.9978791,1993,11,4,-0.002240561,0,0
-0.3222436,1993,5,17,0.049708021,0,0
-0.1708779,1993,5,18,-0.0038008,0,0
1.6337933,1993,5,19,-0.004287691,0,0
-0.9310361,1993,5,20,0.008755781,0,0
-0.0639481,1993,5,21,0.007491821,0,0
0.6925773,1993,5,24,-0.003509469,0,0
-0.2008633,1993,5,25,0.003946166,0,0
-0.3465134,1993,5,26,-0.000218293,0,0
0.0289819,1993,5,27,0.003696146,0,0
0.3117788,1993,5,28,-0.000866856,0,0
-0.0115075,1993,6,1,0.004746435,0,0
-0.9717988,1993,6,2,-0.004529559,0,0
0.6657327,1993,6,3,-0.006333801,0,0
0.3348293,1993,6,4,0.000659521,0,0
-0.5556082,1993,6,7,-0.00508211,0,0
0.2844797,1993,6,8,0.002437995,0,0
-0.4420338,1993,6,9,-0.000221071,0,0
-0.0760637,1993,6,10,-0.008034454,0,0
-0.0527376,1993,6,11,-0.006810821,0,0
-0.8705724,1993,6,14,-0.00206425,0,0
0.2802487,1993,6,15,-0.007186248,0,0
0.3138707,1993,6,16,0.006035189,0,0
0.1707852,1993,6,17,-0.003239292,0,0
0.1701162,1993,6,18,-0.000697289,0,0
-0.0410016,1993,6,21,-0.001164641,0,0
-0.2055905,1993,6,22,-0.004690051,0,0
-0.2006528,1993,6,23,0.010252063,0,0
0.7971081,1993,6,24,0.00069027,0,0
0.2547868,1993,6,25,-0.001151059,0,0
-0.0866913,1993,6,28,0.001380906,0,0
0,1993,6,29,0.002520313,0,0
0.3572089,1993,6,30,-0.003670762,0,0
0.06307,1993,7,1,-0.009314984,0,0
1.0304433,1993,7,2,-0.011931918,0,0
0.3954488,1993,7,6,0.008149253,0,0
-4.2975727,1993,9,21,-0.004055512,0,0
-0.0428691,1993,9,22,-0.012892354,0,0
0.3174503,1993,9,23,0.000986473,0,0
0.0729294,1993,9,24,-0.001480551,0,0
-0.1155282,1993,9,27,0.003936974,0,0
-1.0662984,1993,9,15,-0.021851165,0,0
0.4346085,1993,9,10,-0.002583556,0,0
-0.9114463,1993,9,13,0.004895688,0,0
-0.0631334,1993,9,14,0.000256145,0,0
3.7504161,1993,11,15,-0.005151834,0,0
-2.6216671,1993,9,16,0.001810102,0,0
-0.1109467,1993,9,17,0.006149405,0,0
0.2645707,1993,9,20,0.015739745,0,0
2.5780131,1993,11,8,-0.024996816,0,0
-0.0752125,1993,11,16,0.001556613,0,0
-0.3721882,1993,11,17,0.006936528,0,0
0.6895088,1993,11,5,0.001272472,0,0
-0.1151212,1993,11,12,-0.00950579,0,0
-0.0865416,1993,11,9,-0.001561276,0,0
-0.1272405,1993,11,10,-0.002876999,0,0
0.2137821,1993,11,11,0.009088707,0,0
0.7938538,1994,1,10,-0.061456591,0.000475829,0.000349127
-0.0113201,1994,1,27,0.02165426,0,0
-0.6099662,1994,1,28,-0.002259014,0,0
0.8414399,1994,1,6,0.002259014,0,0
0.5427703,1994,1,7,-0.002825608,0,0
0.1387967,1994,1,3,-0.02209739,0,0
0.259743,1994,1,4,0.003268739,0,0
0.1265444,1994,1,5,0.019395246,0,0
-1.4979084,1994,2,11,-0.01791755,0,0
0.1589369,1994,2,14,-0.017765648,0,0
0.1978566,1994,2,15,-0.002156841,0,0
-0.1695361,1994,2,16,-0.004034204,0,0
-0.6388476,1994,1,31,0.037606657,0,0
0.4288375,1994,2,1,0.02038529,0,0
0.345692,1994,2,2,0.003261301,0,0
0.1071149,1994,2,3,-0.004080467,0,0
0.3197687,1994,2,4,-0.007164919,0,0
-0.5625655,1994,2,7,-0.010689134,0,0
-0.3353642,1994,2,8,-0.00114063,0,0
0.0228186,1994,2,9,-0.017776358,0,0
0.1991527,1994,2,10,-0.001191481,0,0
-0.5484455,1994,3,3,0.005630645,0,0
-0.2016896,1994,3,4,-0.005332469,0,0
0.1786867,1994,3,7,-0.014240439,0,0
-0.1613623,1994,3,8,0,0,0
0.9593011,1994,2,17,0.003985787,0,0
-0.5169895,1994,2,18,-0.000610822,0,0
-0.0629122,1994,2,22,0.000915911,0,0
-0.4198337,1994,2,23,0.005153992,0,0
0.1096631,1994,2,24,0.010716514,0,0
0.2586291,1994,2,25,-0.005920944,0,0
0.2969546,1994,2,28,-0.00269099,0,0
-0.0284653,1994,3,1,0.005661552,0,0
-0.4983058,1994,3,2,0.002656244,0,0
0.2126223,1994,1,24,0.011899223,0,0
0.3653393,1994,1,25,0,0,0
0.1135411,1994,1,26,0.008504733,0,0
0.7029847,1994,3,28,-0.040887659,0,0
-0.2742156,1994,3,29,0.007340363,0,0
0.0392798,1994,3,30,0.001815868,0,0
0.2293568,1994,3,31,0.012209288,0,0
0,1994,4,4,0.028413956,0,0
-0.4994203,1994,4,5,-0.001377402,0,0
-0.0960516,1994,4,6,0.000826965,0,0
0.0452272,1994,4,7,-0.00526424,0,0
0.1297666,1994,4,8,-0.000278841,0,0
-0.4189004,1994,4,11,0.008288314,0,0
-0.4287246,1994,4,12,-0.003296369,0,0
0.0574084,1994,4,13,0.006024358,0,0
-0.0976395,1994,4,14,0.007013604,0,0
-0.0748139,1994,4,15,0.009266006,0,0
0.1265327,1994,4,18,0.001829712,0,0
-0.5781428,1994,4,19,-0.004193582,0,0
-0.2041821,1994,4,20,0.008605336,0,0
0.2274562,1994,4,21,-0.004933742,0,0
-0.4267279,1994,4,22,0.013118568,0,0
0.3918121,1994,4,25,0.002526444,0,0
0.1510995,1994,4,26,-0.008393654,0,0
-0.1103671,1994,4,28,-0.008821099,0,0
0.3591146,1994,4,29,0.008564196,0,0
0,1994,5,2,0.006630579,0,0
-0.1560237,1994,5,3,-0.006887634,0,0
5.79E-03,1994,5,4,-0.000772079,0,0
-0.0753129,1994,5,5,0.010937423,0,0
-0.1277508,1994,5,6,0.010178273,0,0
1.3793736,1994,1,11,-0.076246813,0,0
0.0731752,1994,1,12,-0.015480263,0,0
0.29706,1994,1,13,0.005421222,0,0
0.1505548,1994,1,14,0.008007022,0,0
0.2442358,1994,1,17,0.009302513,0,0
0.0276674,1994,1,18,-0.006665979,0,0
-0.094141,1994,1,19,0.010103684,0,0
0.011086,1994,1,20,-0.003437705,0,0
-0.6477127,1994,1,21,-0.00462635,0,0
-0.3048485,1994,5,19,0.091645773,0,0
-0.0169989,1994,5,20,0.010924762,0,0
0.3724482,1994,5,23,-0.020203386,0,0
0.1738414,1994,5,24,-0.003379741,0,0
-0.0784229,1994,5,25,-0.005364739,0,0
-0.2699586,1994,5,26,0.000980349,0,0
0.0563799,1994,5,27,0.007042111,0,0
0.2472058,1994,5,31,0.006692618,0,0
-0.145906,1994,6,1,-0.002378399,0,0
-0.3442545,1994,6,2,0.000476723,0,0
-0.034009,1994,6,3,-0.002628475,0,0
-0.5190946,1994,6,6,-0.000239743,0,0
0.2403533,1994,6,7,-0.008720093,0,0
0.1082958,1994,6,8,0.014200974,0,0
0.1250587,1994,6,9,0.007744987,0,0
0.056726,1994,6,10,-0.004442351,0,0
-0.0510501,1994,6,13,0.007224813,0,0
0.1360005,1994,6,14,0.003682434,0,0
0.0339337,1994,6,15,0.02037003,0,0
0.3098294,1994,6,16,0.001092016,0,0
0.1121195,1994,6,17,0.017108839,0,0
0.1620608,1994,6,20,0.000838002,0,0
0.1114148,1994,6,21,-0.015120384,0,0
0.2385782,1994,6,22,-0.014768096,0,0
-0.3834732,1994,6,23,0.001119605,0,0
0.1003634,1994,6,24,-0.002242103,0,0
-0.0724614,1994,6,27,-0.007025005,0,0
-0.3022944,1994,6,28,0.005899598,0,0
-0.1181295,1994,6,29,-0.010031395,0,0
0.3087082,1994,6,30,0.012279301,0,0
-0.4102184,1994,7,1,0.003572623,0,0
0.3038217,1994,7,5,0.00199676,0,0
-0.2023115,1994,7,6,-0.008493935,0,0
-0.2825608,1994,7,7,-0.00271718,0,0
0.0170056,1994,7,8,0.008101065,0,0
0.2937105,1994,7,11,0.015332209,0,0
0.0618773,1994,7,12,0.005347205,0,0
-0.1858971,1994,7,13,-0.005993316,0,0
-0.0508376,1994,7,14,0.000646111,0,0
0.0790551,1994,7,15,-0.006286379,0,0
0.1801587,1994,7,18,-0.008377514,0,0
-0.2083761,1994,7,19,-0.001114433,0,0
0.3149928,1994,7,20,-0.005841607,0,0
-0.1740887,1994,7,21,0.00427658,0,0
-0.2143554,1994,7,22,0.004899785,0,0
0.1129505,1994,7,25,-0.004452058,0,0
0.135154,1994,7,26,-0.004498171,0,0
0.2634644,1994,7,27,0.005615471,0,0
-0.1623742,1994,7,28,0.006863833,0,0
-0.3491947,1994,7,29,0.011489369,0,0
-0.0169679,1994,8,1,0.005315788,0,0
-0.4377948,1994,8,2,-0.00875236,0,0
-0.1775087,1994,8,3,-0.000863409,0,0
-0.1091554,1994,8,4,0.000863409,0,0
0.0919385,1994,8,5,-0.018277192,0,0
-0.0804356,1994,8,8,0.002466952,0,0
0.1205976,1994,8,9,-0.002691917,0,0
-0.040162,1994,8,10,-0.007718976,0,0
-0.0804356,1994,8,11,-0.006926694,0,0
0.0689539,1994,8,12,-0.014434433,0,0
-0.1841209,1994,8,15,0.003594182,0,0
-0.0346097,1994,8,16,-0.011362652,0,0
0.1037466,1994,8,17,0.009209715,0,0
0.395415,1994,8,18,-0.009454733,0,0
0.131009,1994,8,19,-0.003444847,0,0
0.0909042,1994,8,22,-0.017903788,0,0
-0.1421215,1994,8,23,0.00562698,0,0
0.2894361,1994,8,24,0.010047747,0,0
-0.0679293,1994,8,25,0.000744292,0,0
0,1994,8,26,-0.009523284,0,0
0,1994,8,29,0.012241495,0,0
0.372303,1994,8,30,-0.004456881,0,0
-1.2883285,1994,3,9,-0.0901192,0,0
0.5976097,1994,3,10,-0.001226821,0,0
0.6963353,1994,3,11,0.009117784,0,0
-0.0168516,1994,3,14,0.001501192,0,0
0.0673673,1994,3,15,0.010072766,0,0
-0.1798789,1994,3,16,0.006683821,0,0
-0.2372274,1994,3,17,-0.006976768,0,0
0.3553569,1994,3,18,0.001754728,0,0
-0.0112366,1994,3,21,0.014070936,0,0
0.3023723,1994,3,22,-0.00483028,0,0
-0.100557,1994,3,23,-0.00865732,0,0
0.2398345,1994,3,24,0.005215073,0,0
0.1000039,1994,3,25,0.001437586,0,0
-0.1556613,1994,9,19,0.055941942,0,0
0.4432746,1994,9,20,0.000756391,0,0
0.1101153,1994,9,21,-0.000504114,0,0
-0.1321719,1994,9,22,0.011203402,0,0
0.2200635,1994,9,23,0.003914794,0,0
0.010974,1994,9,26,-0.003914794,0,0
0,1994,9,27,-0.002959429,0,0
0.0493485,1994,9,28,0.00320514,0,0
-0.0603225,1994,9,29,0.007307427,0,0
-0.0933908,1994,9,30,0.009792042,0,0
-0.1873862,1994,10,3,-0.00474903,0,0
-0.0773947,1994,10,4,-0.002634273,0,0
0.1381081,1994,10,5,-0.001684713,0,0
-0.1879348,1994,10,6,0.005749156,0,0
0,1994,10,7,0.000237904,0,0
-0.0887221,1994,10,10,-0.00646961,0,0
-0.3959058,1994,10,11,-0.007057897,0,0
0.0279991,1994,10,12,-0.01269739,0,0
-0.0728353,1994,10,13,-0.001518514,0,0
0.0224239,1994,10,14,-0.004075521,0,0
0.1733936,1994,10,17,0.002297185,0,0
0.0836523,1994,10,18,0.00405412,0,0
0.1501692,1994,10,19,0.005015004,0,0
0.0499412,1994,10,20,0.002981438,0,0
-0.0666011,1994,10,21,-0.003979817,0,0
-0.1836814,1994,10,24,0.001745659,0,0
-0.0111572,1994,10,25,0.003223439,0,0
-0.0334888,1994,10,26,0.009045582,0,0
-0.8912967,1994,5,9,-0.005355717,0,0
-0.0969981,1994,5,10,-0.00294938,0,0
0.0399666,1994,5,11,0.005878864,0,0
-0.1429072,1994,5,12,0.010337971,0,0
0.2739677,1994,5,13,-0.001666246,0,0
-0.2682424,1994,5,16,-0.0035922,0,0
0.3705364,1994,5,17,-0.011451907,0,0
-0.3362003,1994,5,18,0.009765324,0,0
0.5739533,1994,11,8,0.014014546,0,0
-0.1187138,1994,11,9,-0.009929865,0,0
0.0678762,1994,11,10,0.000716855,0,0
0.1241648,1994,11,11,-0.003596166,0,0
-0.022549,1994,11,14,-0.013943628,0,0
0.1800653,1994,11,15,0.002725966,0,0
-0.050568,1994,11,16,-0.005219052,0,0
0.056183,1994,11,17,0.006944891,0,0
-0.3099098,1994,11,18,-0.004451805,0,0
-0.0679116,1994,11,21,0.002231607,0,0
0.0452862,1994,11,22,0.006383188,0,0
0.1017216,1994,11,23,0.00796893,0,0
-0.0790962,1994,11,28,-0.000718436,0,0
-0.0905724,1994,11,29,-0.001680987,0,0
-0.0113348,1994,11,30,0,0,0
-0.3414282,1994,12,1,-0.005569507,0,0
-0.125866,1994,12,2,-0.020714321,0,0
-0.2758894,1994,12,5,-0.003593474,0,0
-0.0981326,1994,12,6,0.002313501,0,0
0.1442361,1994,12,7,-0.001798323,0,0
-0.0922559,1994,12,8,0.006388678,0,0
0.0346189,1994,12,9,0.000253603,0,0
0.0749132,1994,12,12,-0.005613755,0,0
0.2239672,1994,12,13,0,0,0
0.1600877,1994,12,14,0.002049771,0,0
-0.1486332,1994,12,15,-0.006697438,0,0
0.1315092,1994,12,16,0.000778073,0,0
-0.1315092,1994,12,19,0.003869593,0,0
0.308133,1994,12,20,0.001794078,0,0
0.0170546,1994,12,21,0.00102187,0,0
-0.0568746,1994,12,22,0.001782507,0,0
0,1994,12,23,0.006557416,0,0
0,1994,12,27,0.007199102,0,0
0.0227588,1994,12,28,0.003677367,0,0
0.1703118,1994,12,29,-0.001712231,0,0
0,1994,12,30,0.000979244,0,0
0.4901605,1994,9,6,-0.003437057,0,0
0.2346637,1994,9,7,0.004658015,0,0
0.2001361,1994,9,8,-0.00342737,0,0
-0.083278,1994,9,9,-0.003454633,0,0
0.0388829,1994,9,12,-0.003482334,0,0
-0.1668868,1994,9,13,-0.006795822,0,0
0.0779603,1994,9,14,-0.01052731,0,0
-0.2566826,1994,9,15,-0.000259979,0,0
0.2232881,1994,9,16,0.003367645,0,0
-0.3690435,1994,9,2,0.017449986,0,0
-0.2477828,1994,11,1,0.02784277,0,0
0.1409591,1994,8,31,-0.02685236,0,0
0.028137,1994,9,1,-0.002231607,0,0
-0.2482334,1994,11,4,0.030939929,0,0
-0.1246508,1994,11,7,-0.008651105,0,0
0.1303083,1994,11,2,0.012568885,0,0
-5.66E-03,1994,11,3,-0.00068881,0,0
0.6012064,1994,10,27,-0.017585175,0,0
-0.1621234,1994,10,28,0.001910039,0,0
-0.4334256,1994,10,31,-0.00095397,0,0
0.2088094,1995,7,27,-0.01704289,0.023520061,-0.003998206
0.1124533,1995,7,12,0,0,0
0.279866,1995,7,13,-0.00600071,0,0
-0.3585527,1995,7,26,0.006248949,0,0
0.2691917,1995,7,14,-0.004490161,0,0
-0.6080447,1995,7,28,0.002749499,0,0
0.0396694,1995,7,31,0.003227124,0,0
-0.0566816,1995,8,1,0.003448755,0,0
0.451395,1995,7,20,-0.017268953,0,0
-0.1011556,1995,7,21,-0.005653617,0,0
0.0786969,1995,7,24,0.002321746,0,0
5.62E-03,1995,7,25,0.001284516,0,0
-0.3608804,1995,8,14,0.01388447,0,0
0.3215548,1995,8,15,-0.000248523,0,0
-0.4917554,1995,8,16,0.001984216,0,0
0.2663522,1995,8,17,0.002713578,0,0
0.0169459,1995,8,18,0.005133853,0,0
-0.2094626,1995,8,2,-0.002192796,0,0
0.6477504,1995,7,17,-0.01440331,0,0
0.1339727,1995,7,18,0.003771032,0,0
0.0946479,1995,7,19,-0.000500916,0,0
-0.6669083,1995,8,8,0.011377385,0,0
-0.0112965,1995,8,9,-0.000244191,0,0
-0.039561,1995,8,10,0.002678584,0,0
-0.0565782,1995,8,11,-0.000728886,0,0
0.067885,1995,7,6,-0.012081636,0,0
0.1805097,1995,7,7,-0.005789001,0,0
5.63E-03,1995,7,10,0.005038276,0,0
-0.1183595,1995,7,11,-0.000501205,0,0
-0.2660745,1995,9,8,0.027213029,0,0
-0.0340846,1995,9,11,0.000705979,0,0
0.2154187,1995,8,3,-0.018003178,0,0
0,1995,8,4,-0.000245156,0,0
0.0113083,1995,8,7,-0.001473851,0,0
0.1016422,1995,9,15,0.030176422,0,0
0.0450981,1995,9,18,0.000229482,0,0
-0.0620219,1995,9,19,0.0004586,0,0
-0.0395147,1995,9,20,-0.005999913,0,0
-0.1244236,1995,9,21,-0.02708479,0,0
0.011326,1995,9,22,-0.007735412,0,0
-0.0850169,1995,9,25,0.005503806,0,0
0.1189771,1995,9,26,-0.003494342,0,0
-5.66E-03,1995,9,27,0.005973199,0,0
-0.028302,1995,9,28,0.0046712,0,0
-0.0453216,1995,9,12,0.021002947,0,0
0.2035759,1995,9,13,-0.002336178,0,0
0.0225608,1995,9,14,0.007201625,0,0
-0.2942079,1995,10,4,-0.037265251,0,0
0.0850724,1995,10,5,-0.010931021,0,0
-0.0226697,1995,10,6,0.004099565,0,0
0.1640877,1995,10,9,0.00708242,0,0
0.0677174,1995,10,10,0.002751083,0,0
-0.0677174,1995,10,11,-0.003253157,0,0
-5.65E-03,1995,10,12,-0.004291233,0,0
-0.0734895,1995,10,13,0.007295011,0,0
5.66E-03,1995,10,16,0.004467068,0,0
-0.0509436,1995,10,17,0.002216421,0,0
0.0679116,1995,9,29,-0.003452672,0,0
-0.0849061,1995,10,2,0.002468992,0,0
-0.1191481,1995,10,3,-0.001974069,0,0
0.8105264,1995,6,27,0.005162916,0,0
-0.1284483,1995,6,28,0.004860649,0,0
-0.1063967,1995,6,29,-0.010023566,0,0
-0.0280425,1995,6,30,-0.003975263,0,0
-0.3153196,1995,7,5,-0.005526089,0,0
0.7562881,1995,5,5,0.073114219,0,0
0,1995,5,8,-0.000855332,0,0
-0.3233115,1995,5,9,-0.014804453,0,0
-0.5518142,1995,5,10,0.003089506,0,0
0.0509702,1995,5,11,-0.007541565,0,0
0.1074077,1995,5,12,0.002454278,0,0
-0.0960891,1995,5,15,0.008373263,0,0
0.0113156,1995,5,16,0.003910632,0,0
-0.1076179,1995,5,17,-0.002603172,0,0
0.0113408,1995,5,18,0.000869459,0,0
0,1995,5,19,0.001300933,0,0
-0.1647316,1995,5,22,-0.005446453,0,0
0.0511905,1995,5,23,-0.000877806,0,0
0.1248789,1995,5,24,-0.007981134,0,0
0.3050071,1995,5,25,-0.003369253,0,0
