,test_begin,loss,accu,dsa_cov,dsa_mean,dsa_std,dsa_max,dsa_min,lsa_cov,lsa_mean,lsa_std,lsa_max,lsa_min,sharpe,drawdown,annual_return
55,23990,0.6946348586082458,0.47200000286102295,40.0,0.5571168065071106,0.3815346360206604,2.4138412475585938,0.09064341336488724,5.0,-46.05004283435992,2.0951371656044464,-39.664968664464375,-48.528351790667244,,3.3349999999999564,-98.60708002898673
56,24240,0.6939719772338867,0.5040000081062317,30.0,0.4992259442806244,0.2989942729473114,1.3951404094696045,0.08562812209129333,5.0,-45.425026075807395,2.214183063368124,-39.54927933871113,-48.55047950284752,,2.259305520859355,-83.11079422322064
57,24490,0.694051347732544,0.47600001096725464,35.0,0.48969602584838867,0.32656240463256836,2.2173423767089844,0.08897784352302551,5.0,-46.32594971982748,1.76537241360739,-41.498647875220136,-48.620477068461604,,2.454202209481235,-99.62473041383197
58,24740,0.6934826197624206,0.492000013589859,30.0,0.4088571071624756,0.24857380986213684,1.4630824327468872,0.09044096618890762,5.0,-46.79245794145385,1.5353940037313025,-42.18466107567083,-48.585804697274966,,1.7949999999999855,-78.16152046426156
59,24990,0.6924472107887268,0.5400000214576721,35.0,0.5055713057518005,0.30769452452659607,1.8608518838882446,0.08534558862447739,5.0,-46.34503497951574,2.0958023698556167,-39.613062413358904,-48.64512572190089,,2.4448509200675685,-95.21141130419319
60,25240,0.6937598671913147,0.47600001096725464,50.0,0.5397955775260925,0.44970470666885376,3.0862457752227783,0.09269877523183823,5.0,-44.21017097064754,7.411020532921578,-5.320274880451841,-48.62165648216187,-7.053033609184642,2.4669999999999566,-87.73315279419546
61,25490,0.6935180034637451,0.47600001096725464,45.0,0.5914727449417114,0.387607604265213,3.2089314460754395,0.06288062036037445,5.0,-44.265824675119305,3.812925070278823,-14.362882502530223,-48.56600655227789,,4.761238341813426,-99.77572839767336
62,25740,0.6914837546348572,0.4959999918937683,55.00000000000001,0.674406886100769,0.4371691942214966,3.1304898262023926,0.06423936784267426,15.0,-35.07251876726623,26.53079787344669,130.77189188830224,-47.58339979575552,,5.739154766306517,-99.23759399916683
63,25990,0.6928896269798279,0.47999998927116394,35.0,0.5246970057487488,0.3361841142177582,1.7111948728561401,0.07071994990110397,5.0,-42.436876801789694,6.174663493707456,-0.2851867123042098,-48.064112691843285,,3.3422954293308806,-98.39873093909624
64,26240,0.6910083017349243,0.5040000081062317,35.0,0.558756947517395,0.307904988527298,1.8702772855758667,0.09293444454669952,5.0,-43.01361374891683,3.6433822395816433,-30.15105292517594,-48.3317598229171,,2.898999999999942,-96.10054124350746
65,26490,0.6994435195922851,0.5,50.0,0.7137348055839539,0.43947941064834595,3.3353078365325928,0.13415366411209106,30.0,-3.9720131240828405,65.26767006423893,436.2729114109966,-44.752126275480414,,4.6381263964251085,-99.49083090862612
66,26740,0.6964826426506042,0.5239999890327454,50.0,0.586941659450531,0.39474186301231384,2.6725876331329346,0.09585662931203842,10.0,-35.45973393240231,16.07927123370644,65.46932623620482,-48.62662707149982,,3.0058899870221207,-96.91081605740361
67,26990,0.6939322271347046,0.5199999809265137,50.0,0.4977206587791443,0.4062623679637909,2.62239670753479,0.08736413717269897,10.0,-43.248619304876776,12.478228311441116,54.55607725734353,-48.310525072563934,,2.372455591220037,-99.43781715401964
68,27240,0.6937858476638794,0.5120000243186951,35.0,0.4617329239845276,0.3193396329879761,1.9865429401397705,0.11006025969982147,5.0,-44.50019153162145,4.287941587643331,-23.06073953550203,-48.53583861685116,,3.472000000000058,-94.56677969846207
69,27490,0.6927277374267579,0.48399999737739563,40.0,0.5232614874839783,0.34479036927223206,1.9961597919464111,0.09206902980804443,5.0,-44.68427814671844,3.193983547513117,-31.35667183187051,-48.42821010105052,,3.1720000000000583,-98.08129836359231
70,27740,0.6917179656028748,0.5320000052452087,30.0,0.48796358704566956,0.2801124155521393,1.6066278219223022,0.07483489066362381,5.0,-45.34573796569605,2.2673932572514146,-37.124331532225554,-48.48402716373159,,2.3700519792083172,-93.58333939551028
71,27990,0.6922456359863282,0.5199999809265137,45.0,0.5034332275390625,0.3670821785926819,2.8659799098968506,0.06584346294403076,5.0,-45.20784955843455,3.93125670239965,-27.663977756243682,-48.55738316093423,,1.9859999999999856,-92.01449695533125
72,28240,0.6927965335845947,0.5199999809265137,35.0,0.5063301920890808,0.33827418088912964,2.8926172256469727,0.06623800098896027,5.0,-45.87556445885694,2.009343638512498,-39.76119594423897,-48.622979461259106,,1.967999999999869,-90.6714363770605
73,28490,0.6944530429840088,0.5,40.0,0.5301461219787598,0.3494909107685089,1.9177887439727783,0.08657239377498627,5.0,-45.63421567898454,1.9518674213595988,-38.389902834576084,-48.45774474659959,,2.912825230486214,-91.60954913929363
74,28740,0.690215157032013,0.5360000133514404,30.0,0.4589695930480957,0.2812342643737793,1.586393117904663,0.06183161213994026,5.0,-46.692218231350864,2.3330443436123955,-34.986087415356195,-48.61175192309987,,2.5747085094265088,-95.13038694348351
75,28990,0.6936060705184937,0.5,40.0,0.5459921360015869,0.3505684733390808,2.0334575176239014,0.08988284319639206,5.0,-43.78961054494055,4.3851312245646366,-25.23247810864334,-48.51536664502587,,3.191276710576114,-98.05366192527605
76,29240,0.6920564370155334,0.5400000214576721,40.0,0.5432053804397583,0.3648383617401123,3.041658878326416,0.11286581307649612,5.0,-45.99853061868178,1.717906876886538,-40.45264571853743,-48.55428990490931,,2.2579999999999125,-94.28584909430032
77,29490,0.6935321979522705,0.5199999809265137,40.0,0.5267866849899292,0.33450886607170105,2.6481330394744873,0.1553809493780136,5.0,-43.39642468101971,5.171953952991404,-16.99761774893313,-48.59117808325319,,1.9355741736817025,-90.14204623162462
78,29740,0.6920872330665588,0.5199999809265137,35.0,0.4770689606666565,0.33601710200309753,2.3449454307556152,0.0754203051328659,5.0,-44.596079278510416,6.576276037090001,-7.854830106267002,-48.55222557025353,,3.0680671177158243,-95.53966447663856
79,29990,0.6934142837524414,0.492000013589859,35.0,0.5148473978042603,0.3083704113960266,1.7301533222198486,0.11074002832174301,5.0,-43.42994527078844,5.320634462220988,-21.704899937935732,-48.57731196974937,,2.5191339175953735,-81.4697730782035
80,30240,0.690837378025055,0.4959999918937683,35.0,0.45811566710472107,0.3125898838043213,1.7857531309127808,0.0818311795592308,5.0,-45.85894180155677,2.762787755745997,-31.063224816677405,-48.569523719604106,,1.6388075988293656,-59.56220152681448
81,30490,0.6977911787033081,0.4560000002384186,30.0,0.5078650116920471,0.30039918422698975,1.6166573762893677,0.08121823519468307,5.0,-44.521174189803496,3.9568373267123853,-17.878233690710147,-48.45951408997781,,2.753999999999942,-97.03626018922255
82,30740,0.6890908136367798,0.5360000133514404,35.0,0.5058816075325012,0.30594727396965027,1.831061840057373,0.06586925685405731,5.0,-45.45695656598123,2.784056569549126,-33.70563152413419,-48.564169974860434,,2.8790000000000293,-97.05158103858912
