datetime,open,high,low,close,volume
04.01.2011 07:00:00.000,1414.609,1415.755,1413.396,1414.384,526449.9784
04.01.2011 08:00:00.000,1414.392,1414.446,1407.955,1409.282,1517449.975
04.01.2011 09:00:00.000,1409.295,1410.645,1405.99,1406.379,1339089.99
04.01.2011 10:00:00.000,1406.355,1407.499,1404.368,1407.258,1239179.969
04.01.2011 11:00:00.000,1407.317,1408.701,1405.96,1407.41,1037279.964
04.01.2011 12:00:00.000,1407.4,1408.892,1407.067,1408.345,1002940.059
04.01.2011 13:00:00.000,1408.374,1408.995,1392.93,1395.282,2791699.886
04.01.2011 14:00:00.000,1395.297,1397.025,1385.418,1387.677,2425479.889
04.01.2011 15:00:00.000,1387.671,1388.915,1381.484,1382.968,2577682.972
04.01.2011 16:00:00.000,1382.998,1385.594,1382.42,1384.642,1250949.979
04.01.2011 17:00:00.000,1384.696,1385.497,1374.672,1376.3,2400487.9
04.01.2011 18:00:00.000,1376.331,1379.892,1376.316,1377.178,1341053.963
04.01.2011 19:00:00.000,1376.984,1381.246,1376.632,1380.226,1030910.015
04.01.2011 20:00:00.000,1380.249,1381.555,1379.875,1380.501,601809.9785
04.01.2011 21:00:00.000,1380.468,1380.74,1379.433,1380.067,315860.0032
04.01.2011 22:00:00.000,1380.051,1381.393,1379.17,1379.175,186722.9939
04.01.2011 23:00:00.000,1379.194,1384.152,1379.194,1384.025,317239.9998
05.01.2011 00:00:00.000,1384.003,1384.755,1382.229,1384.369,347110.0032
05.01.2011 01:00:00.000,1384.372,1384.458,1378.857,1378.896,337069.9883
05.01.2011 02:00:00.000,1378.881,1382.558,1377.3,1380.322,310559.988
05.01.2011 03:00:00.000,1380.317,1383.545,1380.184,1382.772,287440.002
05.01.2011 04:00:00.000,1382.775,1383.7,1382.128,1383.063,306190.0139
05.01.2011 05:00:00.000,1382.952,1384.126,1381.994,1383.317,339439.9881
05.01.2011 06:00:00.000,1383.321,1383.596,1382.385,1382.886,375120.014
05.01.2011 07:00:00.000,1382.905,1384.434,1380.755,1383.575,952530.0264
05.01.2011 08:00:00.000,1383.604,1384.39,1380.77,1381.57,1264750.004
05.01.2011 09:00:00.000,1381.605,1384.408,1381.413,1384.268,864266.9916
05.01.2011 10:00:00.000,1384.301,1384.442,1377.907,1378.896,1131010.056
05.01.2011 11:00:00.000,1378.973,1380.741,1378.079,1379.48,1131710.053
05.01.2011 12:00:00.000,1379.499,1381.844,1375.872,1376.977,1453480.005
05.01.2011 13:00:00.000,1377.022,1379.153,1372.925,1376.399,2144030.094
05.01.2011 14:00:00.000,1376.493,1377.748,1363.819,1366.582,2865350.008
05.01.2011 15:00:00.000,1366.439,1371.507,1365.755,1369.44,929975.9865
05.01.2011 16:00:00.000,1369.481,1376.12,1369.167,1372.506,1883720.04
05.01.2011 17:00:00.000,1372.542,1379.099,1372.451,1376.566,1749858.022
05.01.2011 18:00:00.000,1376.566,1377.192,1372.159,1374.247,1346609.95
05.01.2011 19:00:00.000,1374.203,1374.548,1371.18,1373.307,688310.0271
05.01.2011 20:00:00.000,1373.399,1377.146,1372.688,1376.533,810230.0167
05.01.2011 21:00:00.000,1376.45,1378.196,1376.082,1377.878,297601.9979
05.01.2011 22:00:00.000,1377.888,1378.792,1377.238,1377.929,192230.0011
05.01.2011 23:00:00.000,1377.907,1378.003,1373.483,1375.515,291480.0048
06.01.2011 00:00:00.000,1375.377,1377.11,1374.095,1374.989,353570.0142
06.01.2011 01:00:00.000,1374.978,1376.52,1374.173,1374.673,308003.9918
06.01.2011 02:00:00.000,1374.716,1375.884,1374.53,1375.085,216289.9971
06.01.2011 03:00:00.000,1375.172,1376.783,1375.032,1376.244,240899.995
06.01.2011 04:00:00.000,1376.26,1376.26,1374.271,1374.276,425469.9945
06.01.2011 05:00:00.000,1374.274,1377.225,1374.008,1377.03,531759.9773
06.01.2011 06:00:00.000,1377.032,1377.073,1375.327,1376.237,683170.0206
06.01.2011 07:00:00.000,1376.249,1379.793,1375.896,1377.248,965946.0187
06.01.2011 08:00:00.000,1377.247,1377.55,1374.487,1375.285,1364750.028
06.01.2011 09:00:00.000,1375.288,1378.305,1375.114,1376.462,724290.0133
06.01.2011 10:00:00.000,1376.499,1377.019,1372.523,1372.817,1280230.045
06.01.2011 11:00:00.000,1372.791,1374.02,1371.921,1372.135,1095330
06.01.2011 12:00:00.000,1372.141,1374.343,1369.508,1369.646,1376186.967
06.01.2011 13:00:00.000,1369.8,1372.606,1367.114,1371.742,2645560.026
06.01.2011 14:00:00.000,1371.841,1375.805,1367.677,1368.955,2579540.014
06.01.2011 15:00:00.000,1368.916,1370.587,1365.22,1368.375,1919749.975
06.01.2011 16:00:00.000,1368.41,1376.442,1364.434,1374.136,2063509.941
06.01.2011 17:00:00.000,1374.121,1374.691,1371.218,1373.585,1598557.949
06.01.2011 18:00:00.000,1373.595,1374.389,1370.417,1372.415,1041141.033
06.01.2011 19:00:00.000,1372.441,1373.082,1370.637,1371.346,624019.9804
06.01.2011 20:00:00.000,1371.344,1372.694,1370.736,1371.427,589663.0287
06.01.2011 21:00:00.000,1371.423,1371.927,1370.207,1371.059,297419.0116
06.01.2011 22:00:00.000,1371.038,1371.247,1370.383,1370.89,222080.0072
06.01.2011 23:00:00.000,1370.929,1372.701,1370.604,1370.799,320428.9973
07.01.2011 00:00:00.000,1370.3,1371.55,1368.379,1370.4,198533.9969
07.01.2011 01:00:00.000,1370.371,1370.65,1367.05,1368.85,318430.0065
07.01.2011 02:00:00.000,1368.8,1370.6,1368.25,1370.05,236278.9959
07.01.2011 03:00:00.000,1370.1,1370.9,1369.544,1369.55,209169.0004
07.01.2011 04:00:00.000,1369.6,1370.5,1369.263,1370.2,313650.012
07.01.2011 05:00:00.000,1370.25,1371.031,1368.284,1369.35,285019.9938
07.01.2011 06:00:00.000,1369.45,1369.5,1365.7,1367.4,473749.9952
07.01.2011 07:00:00.000,1367.4,1367.4,1365.05,1365.55,744836.9861
07.01.2011 08:00:00.000,1365.5,1366.6,1360.5,1362.95,1093037.009
07.01.2011 09:00:00.000,1362.942,1363.05,1356.75,1359,1378630.042
07.01.2011 10:00:00.000,1358.8,1360.242,1356.75,1359.95,847230.0172
07.01.2011 11:00:00.000,1359.921,1359.963,1357.7,1358.492,755990.0284
07.01.2011 12:00:00.000,1358.529,1360.3,1357.5,1358.45,1141340.017
07.01.2011 13:00:00.000,1358.45,1367.35,1352.95,1365.9,3605798.96
07.01.2011 14:00:00.000,1365.9,1369.95,1364.35,1365.85,3418060.064
07.01.2011 15:00:00.000,1365.9,1378.75,1365.85,1377.1,3137680.054
07.01.2011 16:00:00.000,1377.1,1377.55,1369.05,1372.4,2514460.087
07.01.2011 17:00:00.000,1372.605,1373.75,1365.15,1367.7,1625995.994
07.01.2011 18:00:00.000,1367.742,1370.75,1366.3,1369.8,1566920.042
07.01.2011 19:00:00.000,1369.842,1370.85,1367.8,1370.65,543909.0133
07.01.2011 20:00:00.000,1370.7,1370.75,1368.65,1369.01,440019.995
07.01.2011 21:00:00.000,1368.884,1369.44,1368.291,1368.8,376430.0048
09.01.2011 22:00:00.000,1369,1369.15,1368.255,1369.09,133579.9992
09.01.2011 23:00:00.000,1369.3,1372.75,1367.45,1370.425,301239.9971
10.01.2011 00:00:00.000,1370.439,1371.628,1368.846,1369.658,326790.005
10.01.2011 01:00:00.000,1369.629,1374.269,1369.344,1373.32,348940.0148
10.01.2011 02:00:00.000,1373.368,1375.916,1372.674,1374.196,426910.013
10.01.2011 03:00:00.000,1374.181,1375.76,1373.394,1373.984,202683.0018
10.01.2011 04:00:00.000,1373.967,1374.506,1372.901,1373.295,268310.0104
10.01.2011 05:00:00.000,1373.309,1374.07,1372.846,1373.395,269499.9874
10.01.2011 06:00:00.000,1373.365,1376.176,1372.983,1375.148,375539.9883
10.01.2011 07:00:00.000,1375.11,1375.893,1372.368,1372.981,895340.0254
10.01.2011 08:00:00.000,1372.991,1374.427,1371.873,1372.885,1039139.986
10.01.2011 09:00:00.000,1372.938,1373.054,1370.389,1370.968,750859.9758
10.01.2011 10:00:00.000,1371.003,1371.142,1366.68,1368.244,917659.9979
10.01.2011 11:00:00.000,1368.275,1370.492,1367.827,1368.368,678430.0208
10.01.2011 12:00:00.000,1368.397,1368.751,1365.742,1367.98,647360.0268
10.01.2011 13:00:00.000,1367.976,1372.613,1365.93,1371.917,1533830.047
10.01.2011 14:00:00.000,1371.988,1374.305,1366.302,1367.058,1785923.004
10.01.2011 15:00:00.000,1367.081,1373.288,1365.64,1370.059,2607690.096
10.01.2011 16:00:00.000,1370.045,1372.601,1368.024,1372.04,1490739.942
10.01.2011 17:00:00.000,1372.085,1373.4,1369.328,1371.272,1342890.024
10.01.2011 18:00:00.000,1371.277,1374.594,1370.757,1373.955,988651.9909
10.01.2011 19:00:00.000,1373.964,1374.689,1372.822,1374.051,522909.9989
10.01.2011 20:00:00.000,1374.095,1374.679,1372.853,1374.331,412539.9888
10.01.2011 21:00:00.000,1374.323,1375.557,1373.981,1375.22,352019.9955
10.01.2011 22:00:00.000,1375.24,1375.54,1373.18,1373.512,238692.9989
10.01.2011 23:00:00.000,1373.533,1375.446,1373.493,1374.929,269409.0009
11.01.2011 00:00:00.000,1375.331,1377.471,1375.036,1375.293,445975.0056
11.01.2011 01:00:00.000,1375.194,1376.811,1374.055,1375.712,561219.9903
11.01.2011 02:00:00.000,1375.774,1376.386,1374.625,1375.133,371639.9968
11.01.2011 03:00:00.000,1375.104,1376.46,1374.947,1375.97,271279.9907
11.01.2011 04:00:00.000,1375.961,1376.272,1375.179,1376.209,378300.0112
11.01.2011 05:00:00.000,1376.279,1376.542,1375.509,1376.524,260960.0127
11.01.2011 06:00:00.000,1376.526,1376.793,1375.03,1376.611,523195.0283
11.01.2011 07:00:00.000,1376.641,1378.9,1376.328,1377.338,970629.9901
11.01.2011 08:00:00.000,1377.337,1381.384,1376.122,1379.707,1200219.989
11.01.2011 09:00:00.000,1379.792,1380.442,1378.248,1378.259,828170.0015
11.01.2011 10:00:00.000,1378.288,1382.141,1377.832,1380.696,990580.0223
11.01.2011 11:00:00.000,1380.769,1384.897,1380.716,1384.29,1335090.041
11.01.2011 12:00:00.000,1384.357,1384.697,1382.802,1382.802,1242269.993
11.01.2011 13:00:00.000,1382.805,1386.529,1381.089,1382.977,1741340.041
11.01.2011 14:00:00.000,1383.039,1384.52,1373.665,1374.731,2008402.109
11.01.2011 15:00:00.000,1374.717,1376.949,1372.973,1376.322,1762269.974
11.01.2011 16:00:00.000,1376.427,1380.05,1376.411,1379.569,1168288.946
11.01.2011 17:00:00.000,1379.598,1383.249,1377.508,1382.153,1016517.997
11.01.2011 18:00:00.000,1382.105,1384.699,1381.367,1382.32,1009304.047
11.01.2011 19:00:00.000,1382.298,1384.054,1380.782,1382.893,648899.9724
11.01.2011 20:00:00.000,1382.86,1383.184,1381.015,1381.823,402469.9926
11.01.2011 21:00:00.000,1381.804,1382.078,1380.291,1381.053,362899.9889
11.01.2011 22:00:00.000,1381.046,1381.216,1379.082,1379.977,275671.0052
11.01.2011 23:00:00.000,1379.971,1382.194,1379.971,1381.726,566619.9923
12.01.2011 00:00:00.000,1381.788,1384.247,1381.77,1383.123,586350.0237
12.01.2011 01:00:00.000,1383.14,1385.503,1382.718,1385.502,465359.9858
12.01.2011 02:00:00.000,1385.498,1385.902,1384.074,1385.024,373071.0149
12.01.2011 03:00:00.000,1385.026,1385.911,1384.483,1385.614,295469.9993
12.01.2011 04:00:00.000,1385.593,1385.663,1382.936,1384.465,398440.0034
12.01.2011 05:00:00.000,1384.49,1385.066,1383.489,1384.211,352479.9943
12.01.2011 06:00:00.000,1384.247,1385.598,1383.83,1385.531,454279.989
12.01.2011 07:00:00.000,1385.6,1386.562,1384.334,1385.569,799070.0006
12.01.2011 08:00:00.000,1385.541,1386.795,1382.845,1385.244,1333670.02
12.01.2011 09:00:00.000,1385.251,1385.488,1383.621,1383.623,964663.9824
12.01.2011 10:00:00.000,1383.694,1383.895,1381.213,1382.363,1196099.997
12.01.2011 11:00:00.000,1382.408,1383.594,1381.445,1382.101,1308660.03
12.01.2011 12:00:00.000,1382.101,1382.853,1378.184,1379.63,1679669.976
12.01.2011 13:00:00.000,1379.646,1382.599,1377.881,1380.968,1678179.979
12.01.2011 14:00:00.000,1380.99,1383.943,1378.109,1380.411,2177530.05
12.01.2011 15:00:00.000,1380.408,1380.69,1376.513,1380.073,2130670.071
12.01.2011 16:00:00.000,1380.122,1380.605,1377.466,1379.325,1516109.943
12.01.2011 17:00:00.000,1379.32,1383.706,1377.29,1383.678,1857450.008
12.01.2011 18:00:00.000,1383.664,1386.716,1383.006,1386.152,1219949.961
12.01.2011 19:00:00.000,1386.15,1388.771,1383.988,1388.397,922703.0277
12.01.2011 20:00:00.000,1388.382,1388.514,1386.542,1387.402,347510.01
12.01.2011 21:00:00.000,1387.387,1387.477,1386.099,1387.222,276399.9999
12.01.2011 22:00:00.000,1387.248,1388.589,1386.375,1386.779,250977.0095
12.01.2011 23:00:00.000,1386.703,1387.79,1385.452,1386.216,430640.012
13.01.2011 00:00:00.000,1386.543,1386.847,1384.769,1386.336,726629.9725
13.01.2011 01:00:00.000,1386.312,1387.391,1385.904,1386.158,426959.9915
13.01.2011 02:00:00.000,1386.138,1387.143,1385.599,1386.585,329854.0115
13.01.2011 03:00:00.000,1386.598,1387.273,1385.87,1386.487,369569.9871
13.01.2011 04:00:00.000,1386.458,1386.597,1384.799,1386.017,542580.0085
13.01.2011 05:00:00.000,1385.931,1386.211,1384.252,1385.725,664730.0124
13.01.2011 06:00:00.000,1385.758,1386.928,1384.958,1385.933,572160.0056
13.01.2011 07:00:00.000,1385.965,1386.146,1383.91,1385.062,879239.9764
13.01.2011 08:00:00.000,1385.024,1385.555,1382.717,1383.374,1038259.983
13.01.2011 09:00:00.000,1383.343,1384.129,1381.684,1381.686,1158265.948
13.01.2011 10:00:00.000,1381.666,1381.897,1378.911,1379.071,1358857.036
13.01.2011 11:00:00.000,1379.047,1379.794,1377.715,1379.03,1245390.058
13.01.2011 12:00:00.000,1378.969,1383.119,1377.884,1382.69,1236184.955
13.01.2011 13:00:00.000,1382.678,1392.755,1381.592,1391.912,2266969.919
13.01.2011 14:00:00.000,1391.949,1392.973,1380.939,1381.225,2425980.091
13.01.2011 15:00:00.000,1381.2,1384.8,1378.863,1382.39,1535400.033
13.01.2011 16:00:00.000,1382.466,1385.681,1381.296,1383.707,1173570.037
13.01.2011 17:00:00.000,1383.688,1385.51,1381.951,1384.233,1309327.006
13.01.2011 18:00:00.000,1384.205,1387.65,1383.047,1383.821,1050423.98
13.01.2011 19:00:00.000,1383.847,1383.847,1375.61,1377.5,956933.9752
13.01.2011 20:00:00.000,1377.483,1377.944,1369.453,1373.05,1150696.993
13.01.2011 21:00:00.000,1373.006,1374.749,1372.858,1373.054,459228.9925
13.01.2011 22:00:00.000,1373.091,1374.099,1372.098,1372.969,184046.9986
13.01.2011 23:00:00.000,1372.939,1375.61,1372.485,1375.363,284069.0017
14.01.2011 00:00:00.000,1375.929,1376.718,1374.733,1375.059,352849.9901
14.01.2011 01:00:00.000,1375.069,1376.589,1374.563,1376.143,385118.0077
14.01.2011 02:00:00.000,1376.106,1376.822,1375.449,1376.221,388743.0131
14.01.2011 03:00:00.000,1376.179,1377.225,1375.969,1376.918,367480.0098
14.01.2011 04:00:00.000,1376.934,1377.295,1376.379,1377.1,553099.9899
14.01.2011 05:00:00.000,1377.117,1378.044,1376.399,1377.668,550840.0202
14.01.2011 06:00:00.000,1377.655,1377.655,1374.476,1375.13,638689.9948
14.01.2011 07:00:00.000,1375.163,1376.302,1374.032,1374.405,732219.9941
14.01.2011 08:00:00.000,1374.426,1374.69,1368.764,1371.323,1321068.049
14.01.2011 09:00:00.000,1371.251,1372.184,1367.954,1367.994,1029950.023
14.01.2011 10:00:00.000,1367.904,1370.147,1365.633,1369.857,1309870.005
14.01.2011 11:00:00.000,1369.822,1370.103,1366.398,1368.175,931710.0048
14.01.2011 12:00:00.000,1368.131,1368.999,1363.858,1365.043,1416939.974
14.01.2011 13:00:00.000,1365.057,1367.341,1360.855,1363.011,3127700.09
14.01.2011 14:00:00.000,1363.16,1366.161,1361.767,1365.405,2740869.999
14.01.2011 15:00:00.000,1365.461,1368.529,1356.689,1358.252,2619689.941
14.01.2011 16:00:00.000,1358.226,1359.794,1354.939,1358.356,2852370.024
14.01.2011 17:00:00.000,1358.337,1361.661,1355.963,1358.803,1136823.058
14.01.2011 18:00:00.000,1358.792,1361.607,1356.38,1360.347,1171460.033
14.01.2011 19:00:00.000,1360.331,1361.71,1359.143,1359.361,424656.9872
14.01.2011 20:00:00.000,1359.339,1361.258,1358.076,1359.695,433409.9889
14.01.2011 21:00:00.000,1359.727,1361.73,1359.695,1361.581,335159.9872
16.01.2011 22:00:00.000,1360.65,1361.501,1358.652,1361.263,276609.987
16.01.2011 23:00:00.000,1361.193,1364.391,1360.559,1363.62,448347.0023
17.01.2011 00:00:00.000,1363.78,1364.681,1361.86,1364.122,553699.9702
17.01.2011 01:00:00.000,1364.098,1364.787,1363.551,1364.656,723010.0036
17.01.2011 02:00:00.000,1364.7,1365.741,1364.345,1365.308,571489.9898
17.01.2011 03:00:00.000,1365.274,1365.705,1364.581,1364.652,345550.0007
17.01.2011 04:00:00.000,1364.723,1365.666,1363.23,1363.775,486750.0067
17.01.2011 05:00:00.000,1363.876,1364.294,1362.53,1363.239,623064.9948
17.01.2011 06:00:00.000,1363.218,1363.898,1360.938,1361.569,660664.9756
17.01.2011 07:00:00.000,1361.6,1362.802,1361.083,1361.883,1127760.053
17.01.2011 08:00:00.000,1361.901,1363.197,1361.459,1361.758,1162610.054
17.01.2011 09:00:00.000,1361.759,1361.798,1358.46,1360.009,1212360.025
17.01.2011 10:00:00.000,1360.048,1360.097,1357.341,1358.8,905481.9942
17.01.2011 11:00:00.000,1358.816,1361.583,1358.666,1360.221,882040.0238
17.01.2011 12:00:00.000,1360.225,1360.914,1359.214,1360.249,844869.9713
17.01.2011 13:00:00.000,1360.314,1360.903,1358.682,1359.097,1122449.994
17.01.2011 14:00:00.000,1359.305,1362.242,1359.06,1362.168,830590.0097
17.01.2011 15:00:00.000,1362.161,1362.271,1359.67,1360.203,1029469.967
17.01.2011 16:00:00.000,1360.202,1362.109,1359.37,1361.167,637440.0258
17.01.2011 17:00:00.000,1361.175,1361.253,1360.074,1360.688,396378.994
17.01.2011 18:00:00.000,1360.749,1361.399,1360.2,1360.973,250436.9915
17.01.2011 19:00:00.000,1360.916,1361.55,1360.652,1361.361,166040.0033
17.01.2011 20:00:00.000,1361.38,1362.361,1361.38,1362.227,169949.9935
17.01.2011 21:00:00.000,1362.251,1362.301,1361.849,1362.228,101580.0014
17.01.2011 22:00:00.000,1362.201,1362.38,1360.014,1360.035,208179.9954
17.01.2011 23:00:00.000,1360.022,1361.291,1360.018,1360.726,283084.0051
18.01.2011 00:00:00.000,1360.831,1363.658,1360.831,1363.237,595353.0073
18.01.2011 01:00:00.000,1363.262,1363.643,1361.52,1362.343,662899.971
18.01.2011 02:00:00.000,1362.382,1362.995,1361.332,1362.122,303950.0117
18.01.2011 03:00:00.000,1362.108,1364.146,1362.108,1363.986,506399.9891
18.01.2011 04:00:00.000,1363.996,1364.719,1363.418,1364.464,543470.0251
18.01.2011 05:00:00.000,1364.505,1365.647,1363.595,1365.246,486660.0037
18.01.2011 06:00:00.000,1365.294,1366.423,1364.18,1365.89,575864.9707
18.01.2011 07:00:00.000,1365.895,1367.256,1365.537,1365.765,953159.9879
18.01.2011 08:00:00.000,1365.807,1367.901,1365.807,1367.11,1259209.991
18.01.2011 09:00:00.000,1367.141,1371.448,1366.688,1370.168,1630560.041
18.01.2011 10:00:00.000,1370.182,1371.358,1367.741,1368.347,1078909.993
18.01.2011 11:00:00.000,1368.347,1370.095,1368.062,1368.111,1016049.981
18.01.2011 12:00:00.000,1368.084,1369.097,1367.84,1368.763,875890.0166
18.01.2011 13:00:00.000,1368.767,1376.183,1368.561,1374.805,2279599.905
18.01.2011 14:00:00.000,1374.847,1375.178,1366.683,1367.688,2208178.043
18.01.2011 15:00:00.000,1367.765,1373.102,1366.656,1368.293,2019220.114
18.01.2011 16:00:00.000,1368.397,1371.083,1366.924,1370.211,1309512.973
18.01.2011 17:00:00.000,1370.262,1370.919,1364.89,1367.576,1404050.946
18.01.2011 18:00:00.000,1367.558,1368.786,1366.537,1367.293,791019.9761
18.01.2011 19:00:00.000,1367.31,1367.441,1364.856,1365.99,777629.9715
18.01.2011 20:00:00.000,1366.032,1367.278,1364.485,1366.866,699109.9715
18.01.2011 21:00:00.000,1366.903,1367.998,1366.89,1367.998,170210.0039
18.01.2011 22:00:00.000,1367.971,1368.031,1366.258,1367.384,296169.9963
18.01.2011 23:00:00.000,1367.26,1369.093,1365.957,1368.418,652320.0274
19.01.2011 00:00:00.000,1368.421,1372.9,1367.994,1372.555,563260.0188
19.01.2011 01:00:00.000,1372.54,1373.342,1371.147,1373.16,607567.0123
19.01.2011 02:00:00.000,1373.14,1374.108,1371.941,1372.797,576789.9752
19.01.2011 03:00:00.000,1372.795,1373.616,1372.722,1373.109,367720.0079
19.01.2011 04:00:00.000,1373.147,1373.527,1372.019,1373.366,399161.011
19.01.2011 05:00:00.000,1373.392,1374.814,1372.952,1374.638,406540.0064
19.01.2011 06:00:00.000,1374.641,1374.767,1373.149,1374.216,426324.0099
19.01.2011 07:00:00.000,1374.209,1376.68,1374.065,1376.06,840719.9979
19.01.2011 08:00:00.000,1376.07,1376.083,1371.849,1372.433,1547559.977
19.01.2011 09:00:00.000,1372.437,1373.05,1370.386,1371.414,947205.0071
19.01.2011 10:00:00.000,1371.455,1374.086,1370.685,1373.052,868160.0094
19.01.2011 11:00:00.000,1373.115,1373.197,1371.63,1372.566,1007719.994
19.01.2011 12:00:00.000,1372.55,1376.089,1372.55,1375.594,1310199.976
19.01.2011 13:00:00.000,1375.661,1379.206,1371.82,1375.817,2156780.005
19.01.2011 14:00:00.000,1375.829,1378.802,1370.935,1372.561,2231709.003
19.01.2011 15:00:00.000,1372.534,1373.52,1368.16,1373.29,2332149.983
19.01.2011 16:00:00.000,1373.309,1373.627,1369.865,1370.407,1923859.954
19.01.2011 17:00:00.000,1370.401,1372.818,1369.904,1370.446,1733968.973
19.01.2011 18:00:00.000,1370.382,1371.792,1369.151,1371.143,1127660.036
19.01.2011 19:00:00.000,1371.143,1371.685,1366.993,1367.849,926110.0292
19.01.2011 20:00:00.000,1367.912,1369.928,1367.398,1369.915,903814.0178
19.01.2011 21:00:00.000,1369.92,1370.53,1369.044,1369.468,243809.998
19.01.2011 22:00:00.000,1369.471,1370.271,1369.123,1369.924,188700.0054
19.01.2011 23:00:00.000,1369.905,1370.031,1367.657,1369.246,462350.0109
20.01.2011 00:00:00.000,1369.266,1369.73,1367.571,1368.819,584730.0291
20.01.2011 01:00:00.000,1368.784,1369.178,1367.197,1367.449,286798.0003
20.01.2011 02:00:00.000,1367.43,1369.71,1367.393,1368.56,582700.0141
20.01.2011 03:00:00.000,1368.577,1369.813,1368.095,1369.109,484380.0068
20.01.2011 04:00:00.000,1369.133,1371.262,1368.155,1369.255,812780.0226
20.01.2011 05:00:00.000,1369.274,1369.379,1367.301,1368.256,694899.9763
20.01.2011 06:00:00.000,1368.335,1369.179,1367.014,1367.328,815100.0142
20.01.2011 07:00:00.000,1367.309,1367.332,1363.07,1364.026,1344949.961
20.01.2011 08:00:00.000,1363.997,1365.629,1361.996,1365.593,1306970
20.01.2011 09:00:00.000,1365.614,1367.469,1364.695,1366.42,970939.9939
20.01.2011 10:00:00.000,1366.428,1366.777,1363.769,1364.576,993978.0235
20.01.2011 11:00:00.000,1364.585,1364.691,1363.302,1363.679,879170.0006
20.01.2011 12:00:00.000,1363.682,1363.746,1357.625,1357.825,1264919.996
20.01.2011 13:00:00.000,1357.873,1359.179,1346.029,1348.012,2577709.913
20.01.2011 14:00:00.000,1348.024,1350.017,1344.632,1346.444,2346990.109
20.01.2011 15:00:00.000,1346.436,1346.853,1343.146,1345.079,1475010.037
20.01.2011 16:00:00.000,1345.186,1349.326,1344.627,1348.034,1131839.991
20.01.2011 17:00:00.000,1348.013,1353.435,1348,1351.93,1357540.965
20.01.2011 18:00:00.000,1351.97,1352.159,1346.185,1347.857,945890.0094
20.01.2011 19:00:00.000,1347.836,1352.648,1345.947,1351.442,870634.973
20.01.2011 20:00:00.000,1351.442,1351.689,1344.784,1344.905,940295.9943
20.01.2011 21:00:00.000,1344.93,1346.455,1344.447,1345.632,484822.005
20.01.2011 22:00:00.000,1345.678,1345.688,1344.696,1344.703,102603.0034
20.01.2011 23:00:00.000,1344.721,1348.154,1344.721,1347.608,279536.0088
21.01.2011 00:00:00.000,1347.782,1348.782,1345.232,1346.932,577212.9893
21.01.2011 01:00:00.000,1346.932,1347.932,1346.532,1346.982,490763.0086
21.01.2011 02:00:00.000,1347.032,1348.38,1346.119,1348.38,386593.014
