,sample_len,p1,p2,epoch,batch_size,train_loss,train_acc,test_loss,test_acc,wtl
0,9.0,48.0,48.0,30.0,100.0,0.6860103917121888,0.5455555518468221,0.7278401145935058,0.518666664759318,0.9835300047737855
1,9.0,48.0,48.0,30.0,200.0,0.6884280154440138,0.540666659673055,0.7152123816808066,0.5099999904632568,1.0014399893831971
2,9.0,48.0,48.0,60.0,100.0,0.668239812374115,0.559333324432373,0.8121239295005799,0.49933332204818726,0.9358783620663917
3,9.0,48.0,48.0,60.0,200.0,0.6794461295869616,0.5606666803359985,0.7682281363805133,0.509333332379659,0.8925703770347204
4,9.0,48.0,96.0,30.0,100.0,0.6828898626963298,0.5495555400848389,0.7576573429107666,0.5060000022252401,0.8909644506331204
5,9.0,48.0,96.0,30.0,200.0,0.6871452292866177,0.5415555636088053,0.7137032906214396,0.5306666692097982,0.9836539441567606
6,9.0,48.0,96.0,60.0,100.0,0.660564419163598,0.5806666612625122,0.8450764513015748,0.48733333746592206,0.9278880080630737
7,9.0,48.0,96.0,60.0,200.0,0.6782446471850077,0.5513333280881246,0.788894321123759,0.5033333400885264,0.897289755625844
8,9.0,48.0,192.0,30.0,100.0,0.6831216554111905,0.5473333398501078,0.7633930578231811,0.5046666661898295,0.8797041539234051
9,9.0,48.0,192.0,30.0,200.0,0.6841486296653748,0.5446666479110718,0.7594275442759195,0.515333334604899,0.8927228015675875
10,9.0,48.0,192.0,60.0,100.0,0.6556178984642028,0.5788888931274414,0.8260600638389587,0.503333330154419,0.962060885331231
11,9.0,48.0,192.0,60.0,200.0,0.6722416147655911,0.5715555349985758,0.8150600112279257,0.5033333400885264,0.8660880777005802
12,9.0,96.0,48.0,30.0,100.0,0.6825762139426338,0.5504444440205892,0.7513127191861471,0.5253333449363708,0.9385271706870766
13,9.0,96.0,48.0,30.0,200.0,0.6868146590126886,0.5462222297986349,0.7132009162902833,0.5339999993642172,1.0083988117604814
14,9.0,96.0,48.0,60.0,100.0,0.6473216576046414,0.5931111176808676,0.8885452324549358,0.5053333342075348,0.986857550826953
15,9.0,96.0,48.0,60.0,200.0,0.6722589497566224,0.5597777764002482,0.7957405037879944,0.4893333415190379,0.9562458650336936
16,9.0,96.0,96.0,30.0,100.0,0.6808829371664259,0.5482222040494283,0.7790242576599121,0.5099999904632568,0.8772751361047181
17,9.0,96.0,96.0,30.0,200.0,0.6854891317685444,0.5477777719497681,0.7278216932614644,0.5386666655540466,0.9020004110736718
18,9.0,96.0,96.0,60.0,100.0,0.6420871033668518,0.5931111176808676,1.0030328658421837,0.5013333360354105,0.9544609253687794
19,9.0,96.0,96.0,60.0,200.0,0.6702635486390855,0.5622222026189169,0.8381153589884439,0.4986666639645894,0.9432152494334641
20,9.0,96.0,192.0,30.0,100.0,0.6833288629319932,0.5433333317438761,0.7438458194732666,0.5039999981721243,0.888992748954602
21,9.0,96.0,192.0,30.0,200.0,0.6842015450265673,0.5473333398501078,0.7541565151214599,0.5193333228429159,0.871244936715965
22,9.0,96.0,192.0,60.0,100.0,0.6470269412994385,0.5911111036936442,0.9335803162256876,0.490666667620341,1.0321609072709483
23,9.0,96.0,192.0,60.0,200.0,0.6668182370927599,0.5666666626930237,0.8171479396820068,0.5073333382606506,0.895195646474927
24,9.0,192.0,48.0,30.0,100.0,0.6745720104641384,0.5446666677792867,0.7901328752835592,0.512666662534078,0.9920294702996212
25,9.0,192.0,48.0,30.0,200.0,0.6861518944634332,0.5408888856569926,0.7110010593732198,0.5400000214576721,0.9693091292329434
26,9.0,192.0,48.0,60.0,100.0,0.5879269935290018,0.6566666563351949,1.0109432592391967,0.5026666720708212,0.9619945890982464
27,9.0,192.0,48.0,60.0,200.0,0.6412362665070428,0.6004444360733032,0.8616058940887452,0.49666666984558105,0.982057689090747
28,9.0,192.0,96.0,30.0,100.0,0.6789683593114217,0.5506666700045267,0.7394143029848733,0.5206666588783264,0.9966181287490273
29,9.0,192.0,96.0,30.0,200.0,0.6846937492688497,0.5424444675445557,0.7358819354375203,0.5339999794960022,0.9535773394653355
30,9.0,192.0,96.0,60.0,100.0,0.5824071315129598,0.6495555639266968,1.1074705311457318,0.5086666544278463,1.013992708621616
31,9.0,192.0,96.0,60.0,200.0,0.6353341455459595,0.6062222123146057,0.9167022156715392,0.512666662534078,0.9687368009892894
32,9.0,192.0,192.0,30.0,100.0,0.67747424003813,0.5504444440205892,0.7933514107068379,0.5200000107288361,0.9771951933391861
33,9.0,192.0,192.0,30.0,200.0,0.684582500192854,0.5386666655540466,0.7230606466929118,0.5486666560173035,0.9592862695480706
34,9.0,192.0,192.0,60.0,100.0,0.591172182665931,0.6393333474795023,1.0419464554786682,0.515999992688497,0.989410626124363
35,9.0,192.0,192.0,60.0,200.0,0.6402520340283712,0.6031111081441244,0.9236830784479778,0.4960000018278758,1.020933798375281
