,sample_len,p1,p2,train_loss,train_acc,test_loss,test_acc,epoch,batch_size
290,15,24,24,0.6905973230997722,0.5333333611488342,0.6947563180923462,0.5059999823570251,30,200
291,15,24,24,0.6905045866966247,0.5353333353996277,0.6951752758026123,0.5055000185966492,60,50
292,15,24,24,0.6904118612607321,0.534333348274231,0.6949411058425903,0.5065000057220459,60,100
293,15,24,24,0.690630898475647,0.5336666703224182,0.6955900511741638,0.5055000185966492,60,200
294,15,24,48,0.6906249574025471,0.5333333611488342,0.6960548973083496,0.5065000057220459,30,50
295,15,24,48,0.6902100168863933,0.5373333096504211,0.6959538702964783,0.5044999718666077,30,100
296,15,24,48,0.6905894393920898,0.5320000052452087,0.6952820701599121,0.5059999823570251,30,200
297,15,24,48,0.67901691198349,0.5529999732971191,0.6968643164634705,0.5059999823570251,60,50
298,15,24,48,0.6905012742678325,0.5326666831970215,0.6946739120483398,0.5074999928474426,60,100
299,15,24,48,0.690601389726003,0.5333333611488342,0.6950459995269775,0.5059999823570251,60,200
300,15,24,96,0.6904859862327576,0.5336666703224182,0.6948777766227722,0.5055000185966492,30,50
301,15,24,96,0.6904734280904135,0.5353333353996277,0.6947824478149414,0.5080000162124634,30,100
302,15,24,96,0.690513018767039,0.534333348274231,0.69574666929245,0.5044999718666077,30,200
303,15,24,96,0.6907703175544738,0.5320000052452087,0.6953206901550293,0.5065000057220459,60,50
304,15,24,96,0.6803869458834331,0.5483333468437195,0.6951313505172729,0.5070000290870667,60,100
305,15,24,96,0.6906110237439473,0.5333333611488342,0.6948772268295288,0.5055000185966492,60,200
306,15,24,192,0.6906653302510579,0.5336666703224182,0.6942619190216065,0.5049999952316284,30,50
307,15,24,192,0.6904112591743469,0.5346666574478149,0.6949380931854248,0.5055000185966492,30,100
308,15,24,192,0.6906320478121439,0.5333333611488342,0.6951408567428589,0.5055000185966492,30,200
309,15,24,192,0.6748621198336283,0.5529999732971191,0.7022207260131836,0.5055000185966492,60,50
310,15,24,192,0.6824462928771973,0.5503333210945129,0.6943209266662598,0.5049999952316284,60,100
311,15,24,192,0.6907163971265157,0.534333348274231,0.6943039569854736,0.5055000185966492,60,200
312,15,48,24,0.6903640505472819,0.5356666445732117,0.6953628568649292,0.5059999823570251,30,50
313,15,48,24,0.6903587458928426,0.5353333353996277,0.6956457757949829,0.5059999823570251,30,100
314,15,48,24,0.6904317781130472,0.5353333353996277,0.6957867860794067,0.5070000290870667,30,200
315,15,48,24,0.6905559126536052,0.5350000262260437,0.6943386163711548,0.5059999823570251,60,50
316,15,48,24,0.6823467545509339,0.5476666688919067,0.6945714635848999,0.5120000243186951,60,100
317,15,48,24,0.6889649453163147,0.5406666398048401,0.6959003057479859,0.5040000081062317,60,200
318,15,48,48,0.6896285198529561,0.5370000004768372,0.6968133354187012,0.5049999952316284,30,50
319,15,48,48,0.6905142973264058,0.5333333611488342,0.6953128824234008,0.5065000057220459,30,100
