,sample_len,p1,p2,epoch,batch_size,train_loss,train_acc,test_loss,test_acc,wtl
0,60.0,48.0,48.0,30.0,100.0,0.6840965117348565,0.5497777660687765,0.7116809922854106,0.5113333364327749,1.017703092716584
1,60.0,48.0,48.0,30.0,200.0,0.6882445886400012,0.543999989827474,0.6997170100212097,0.5086666742960612,0.9735402942729326
2,60.0,48.0,48.0,60.0,100.0,0.6445326838493348,0.6133333245913187,0.7847454613049826,0.5246666669845581,1.074853820015148
3,60.0,48.0,48.0,60.0,200.0,0.6611837978363037,0.585111121336619,0.7667069535255432,0.5146666765213013,1.077203761882991
4,60.0,48.0,96.0,30.0,100.0,0.6819267914030287,0.5484444499015808,0.7162571612993877,0.5239999890327454,1.0550795841061593
5,60.0,48.0,96.0,30.0,200.0,0.6869396181636386,0.5522222320238749,0.7035988561312357,0.5146666765213013,0.9985041899116284
6,60.0,48.0,96.0,60.0,100.0,0.6201515638563367,0.6393333276112875,0.8210612707138062,0.5206666787465414,1.033723573962987
7,60.0,48.0,96.0,60.0,200.0,0.658553505897522,0.5853333473205566,0.78775057665507,0.5226666728655497,1.0619281693022637
8,60.0,48.0,192.0,30.0,100.0,0.6831938862800598,0.5508888761202494,0.7217853655815124,0.5213333368301392,1.0461773351429866
9,60.0,48.0,192.0,30.0,200.0,0.6847685213618808,0.551111121972402,0.709447795232137,0.5286666552225748,1.0344489431567745
10,60.0,48.0,192.0,60.0,100.0,0.6037398850652907,0.6366666555404663,0.8905710469881694,0.5133333404858907,1.0323164546706092
11,60.0,48.0,192.0,60.0,200.0,0.6702050779130723,0.5655555526415507,0.7382499214808146,0.527999997138977,0.987343715403072
12,60.0,96.0,48.0,30.0,100.0,0.68083287413915,0.5488888820012411,0.7228103524843852,0.5266666611035665,1.0597528278413113
13,60.0,96.0,48.0,30.0,200.0,0.6874131218592326,0.5537777741750082,0.699872261206309,0.5180000066757202,1.0072109476682347
14,60.0,96.0,48.0,60.0,100.0,0.6233271108733284,0.6413333415985107,0.8291857420603433,0.508000006278356,1.037431866046124
15,60.0,96.0,48.0,60.0,200.0,0.6535370908843147,0.5971111059188843,0.770561766465505,0.5379999876022339,1.0636606338978314
16,60.0,96.0,96.0,30.0,100.0,0.6810579091178047,0.5537777741750082,0.7181906191507975,0.5146666765213013,1.078826182445639
17,60.0,96.0,96.0,30.0,200.0,0.6866081361240811,0.5455555518468221,0.7001878237724304,0.5353333353996277,1.0262661167956815
18,60.0,96.0,96.0,60.0,100.0,0.6060746855735779,0.6602222124735514,0.8759651980400086,0.5060000022252401,1.0627567500871884
19,60.0,96.0,96.0,60.0,200.0,0.6492991360028585,0.5997777779897054,0.7845148860613506,0.5173333287239075,1.0497034795071674
20,60.0,96.0,192.0,30.0,100.0,0.6844991584353975,0.547777791817983,0.7132316357294718,0.5240000089009603,1.0609508047008938
21,60.0,96.0,192.0,30.0,200.0,0.6862607123586866,0.5415555636088053,0.7084371388753254,0.5306666692097982,1.0152419919857094
22,60.0,96.0,192.0,60.0,100.0,0.5513167786598205,0.6982222199440002,1.0331595919926961,0.5026666720708212,1.0355921041486946
23,60.0,96.0,192.0,60.0,200.0,0.6367807726330228,0.6177777846654257,0.8262535748481751,0.5026666820049286,1.0748087506455521
24,60.0,192.0,48.0,30.0,100.0,0.6825022065374586,0.5553333361943563,0.7200086911519369,0.5106666684150696,1.022408296228259
25,60.0,192.0,48.0,30.0,200.0,0.6854270460340711,0.5448888937632242,0.7031444746653239,0.5360000133514404,1.0634873013081887
26,60.0,192.0,48.0,60.0,100.0,0.5407675381766426,0.7184444268544515,0.9120518927574158,0.5013333360354105,1.0911365212565804
27,60.0,192.0,48.0,60.0,200.0,0.635454848077562,0.6193333268165588,0.8223359117507935,0.5119999845822653,1.1190650764372507
28,60.0,192.0,96.0,30.0,100.0,0.6829119384553697,0.5513333280881246,0.7197219936052958,0.5119999845822653,1.0712753261058756
29,60.0,192.0,96.0,30.0,200.0,0.6850600735876297,0.543999989827474,0.7081868874231975,0.5200000007947286,1.04096844811804
30,60.0,192.0,96.0,60.0,100.0,0.5455182781219482,0.7179999947547913,0.9510582936604818,0.5093333522478739,1.0849272635982654
31,60.0,192.0,96.0,60.0,200.0,0.6323322165277269,0.6306666533152262,0.8029627669652303,0.5179999868075053,1.1126812894937104
32,60.0,192.0,192.0,30.0,100.0,0.6816953126589458,0.5460000038146973,0.7234377504984537,0.518666664759318,0.9967374867510467
33,60.0,192.0,192.0,30.0,200.0,0.6846131437619528,0.5435555577278137,0.7066309612592061,0.5206666688124338,1.0538330596962564
34,60.0,192.0,192.0,60.0,100.0,0.47243074161476556,0.7664444446563721,1.1200844732920328,0.4880000054836273,1.0044253271038395
35,60.0,192.0,192.0,60.0,200.0,0.6166479441854689,0.648888905843099,0.8835915590922038,0.4999999900658925,1.0963775698775706
36,120.0,48.0,48.0,30.0,100.0,0.683916933854421,0.5517777601877848,0.697834511121114,0.5213333368301392,1.0236331973644734
37,120.0,48.0,48.0,30.0,200.0,0.6874942112498813,0.5495555599530538,0.6926492379506429,0.5213333368301392,0.9965434024622288
38,120.0,48.0,48.0,60.0,100.0,0.6421866144074334,0.6162222226460775,0.7419311173756918,0.5146666566530863,0.9880917863015822
