gold,broad_money,petrol_future,M_0
270.7,70233.52,31.22,12115.13
270.8,70233.52,29.53,12115.13
271.6,70233.52,29.85,12115.13
273.9,70233.52,29.35,12115.13
272.95,70233.52,28.44,12115.13
270.7,70233.52,29.5,12115.13
270.75,70233.52,29.68,12115.13
269.6,70233.52,28.74,12115.13
269.3,70233.52,27.99,12115.13
287.65,70233.52,32.19,12115.13
285.8,70233.52,32.25,12115.13
284.05,70233.52,31.63,12115.13
283.8,70233.52,32.06,12115.13
288,70233.52,31.9,12115.13
289.75,70233.52,32.72,12115.13
288.15,70233.52,32.5,12115.13
286.85,70233.52,30.67,12115.13
284.9,70233.52,29.99,12115.13
282.85,70233.52,30.28,12115.13
284.1,70233.52,29.69,12115.13
282.85,70233.52,29.7,12115.13
273.15,70233.52,32.02,12115.13
272.6,70233.52,31.63,12115.13
274.6,70233.52,32.47,12115.13
273.4,70233.52,31.22,12115.13
274,70233.52,32.74,12115.13
273.3,70233.52,33.32,12115.13
273.65,70233.52,32.03,12115.13
273.65,70233.52,32.87,12115.13
274.45,70233.52,26.8,12115.13
270.35,70233.52,28.87,12115.13
275.05,70233.52,26.47,12115.13
274.45,70233.52,25.85,12115.13
272.45,70233.52,25.77,12115.13
273.1,70233.52,25.98,12115.13
270.2,70233.52,29.76,12115.13
269.55,70233.52,29.33,12115.13
273.1,70233.52,26.18,12115.13
273.1,70233.52,26.64,12115.13
268.5,69678,26.24,15994
266.3,69678,27.02,15994
266.1,69678,27.59,15994
268.7,69678,26.12,15994
268.75,69678,26.31,15994
265.1,69678,28.21,15994
270.3,69678,24.7,15994
269.7,69678,25.59,15994
270,69678,27.64,15994
275.8,69678,28.05,15994
268.4,69678,26.84,15994
267.5,69678,26.73,15994
267.45,69678,27.49,15994
267.55,69678,27.11,15994
266.3,69678,26.8,15994
266.35,69678,26.59,15994
268.25,69678,26.06,15994
267.6,69678,25.57,15994
268.55,69678,24.89,15994
266.45,69678,27.94,15994
266.4,69678,27.54,15994
262.5,69678,28.6,15994
261.85,69678,28.32,15994
260.65,69678,29,15994
263.65,69678,28.39,15994
266.15,69678,27.02,15994
266.3,69678,26.63,15994
265.9,69678,26.35,15994
267.35,69678,26.77,15994
267,69678,27.71,15994
267.85,69678,27.62,15994
267.2,69678,27.74,15994
261.55,69678,25.96,15994
262,69678,26.8,15994
261.15,69678,26.54,15994
262.85,69678,27.3,15994
262.2,69678,27.48,15994
262,69678,27.75,15994
269.8,69678,28.01,15994
272.5,69678,28,15994
269.3,69678,27.59,15994
263.85,69678,26.41,15994
262.05,69678,26.55,15994
260.7,69678,26.74,15994
260.55,69678,26.15,15994
258.8,69678,27.06,15994
259,69678,27.28,15994
256.65,69678,28.48,15994
257.7,69678,28.18,15994
259.25,69678,28.25,15994
259.25,69678,28.79,15994
260.15,69678,26.31,15994
260.15,69678,26.32,15994
257.7,69678,26.29,15994
255.95,69678,25.59,15994
257.1,69678,26.19,15994
259.45,69678,27.12,15994
258.1,69678,27.26,15994
266.7,69678,27.39,15994
266.35,69678,27.62,15994
263.1,69678,27.84,15994
264,69678,28.94,15994
263.95,69678,27.8,15994
266.4,69678,28.45,15994
266.6,69678,28.36,15994
266.6,69678,27.77,15994
265.2,69678,27.39,15994
267.85,69678,28.23,15994
268.45,69678,28.52,15994
269.05,69678,28.55,15994
268.35,69678,28.71,15994
266.6,69678,28.98,15994
270.9,69678,28.86,15994
274,69678,28.91,15994
273,69678,29.91,15994
291.25,69678,29.98,15994
284.15,69678,29.74,15994
283.15,69678,29.58,15994
286.05,69678,28.41,15994
276.25,69678,28.38,15994
275.75,69678,28.66,15994
271,69678,28.55,15994
267.5,69678,28.37,15994
265.4,69678,27.93,15994
266.5,69678,28.13,15994
265.7,69678,28.24,15994
265.5,69678,27.72,15994
266.1,69678,27.75,15994
267,69678,28.33,15994
268.5,69678,29.04,15994
269.9,69678,29.18,15994
260.55,69678,28.24,15994
258.85,69678,27.95,15994
263.1,69678,27.82,15994
263.85,69678,27.28,15994
262.6,69678,27.61,15994
263.4,69678,26.86,15994
263.5,69678,27.29,15994
263.5,69678,28.44,15994
264.6,69678,28.27,15994
263.15,69678,28.46,15994
274.8,69678,25.61,15994
269.5,69678,25.56,15994
270.6,69678,26.25,15994
268.35,69678,25.95,15994
268.3,69678,27.32,15994
267,69678,27.64,15994
266.3,69678,29.48,15994
264.15,69678,29.41,15994
263.7,69678,30.05,15994
264.45,69678,30.29,15994
263.5,69678,29.6,15994
264.9,69678,30.45,15994
264.9,69678,32.19,15994
266.15,69678,32.19,15994
266.1,69678,29.57,15994
264.25,69678,29.05,15994
264.9,69678,29.36,15994
263.55,69678,29.77,15994
262.85,69678,29.06,15994
264.95,69678,29.06,15994
264.5,69678,28.66,15994
267.65,69678,29.82,15994
266.7,69678,31.19,15994
265.45,69678,30.55,15994
262.7,69678,30.35,15994
263.15,69678,31.27,15994
262.95,69678,31.59,15994
259.9,69678,31.03,15994
261.1,69678,30.51,15994
260.75,69678,30.36,15994
260.25,69678,29.71,15994
258.55,69678,28.8,15994
275.6,69678,27.82,15994
274.5,69678,28.01,15994
275.35,69678,27.56,15994
275.9,69678,27.4,15994
277.45,69678,26.68,15994
276.65,69678,27.18,15994
276.3,69678,27.91,15994
275.85,69678,26.37,15994
274.85,69678,26.63,15994
272.8,69678,26.9,15994
272.8,69678,26.67,15994
271.05,69678,27.17,15994
272.85,69678,27.05,15994
272.3,69678,26.55,15994
273,69678,27.2,15994
272.3,69678,26.93,15994
271.3,69678,26.95,15994
272.05,69678,27.58,15994
273.6,69678,28.03,15994
271.5,69678,27.63,15994
285.75,69678,28.03,15994
293.25,69678,28.81,15994
289.4,69678,27.7,15994
288.1,69678,26.72,15994
288.5,69678,26.59,15994
292.5,69678,25.97,15994
288.2,69678,22.01,15994
288,69678,21.81,15994
291.45,69678,22.38,15994
289.8,69678,22.74,15994
293.1,69678,23.43,15994
290.6,69678,23.28,15994
291.65,69678,22.79,15994
290.1,69678,22.08,15994
290.35,69678,22.63,15994
291.2,69678,22.39,15994
291.85,69678,22.45,15994
290,69678,22.48,15994
287.15,69678,22.53,15994
281.85,69678,23.34,15994
281.8,69678,22.5,15994
281.85,69678,22.29,15994
281.1,69678,22,15994
281.6,69678,21.81,15994
281,69678,21.31,15994
279.15,69678,21.83,15994
275.9,69678,21.76,15994
276.05,69678,21.85,15994
275.5,69678,22.33,15994
276.7,69678,22.01,15994
277.25,69678,22.03,15994
278.6,69678,22.15,15994
280.4,69678,21.87,15994
278.75,69678,21.18,15994
280.6,69678,20.39,15994
279.9,69678,20.18,15994
278.25,69678,20.02,15994
278.95,69678,19.92,15994
280.3,69678,20.09,15994
279.95,69678,21.17,15994
277.15,69678,22.22,15994
280,69678,21.23,15994
276.5,69678,21.67,15994
278.25,69678,19.74,15994
275.45,69678,17.45,15994
274.5,69678,18.03,15994
273.6,69678,17.72,15994
272.95,69678,19.15,15994
272.8,69678,18.96,15994
272.6,69678,18.69,15994
273.3,69678,19.48,15994
274.4,69678,19.22,15994
274.8,69678,18.62,15994
275.5,69678,19.44,15994
276.35,69678,20.09,15994
276.6,69678,19.65,15994
275,69678,19.49,15994
274.55,69678,18.54,15994
274.1,69678,19.04,15994
271.95,69678,28.84,15994
272.4,69678,29.04,15994
272.2,69678,28.51,15994
272,69678,27.55,15994
273.4,69678,27.48,15994
271.5,69678,26.5,15994
271.7,69678,26.56,15994
273.3,69678,26.83,15994
272.9,69678,27.25,15994
274,69678,26.98,15994
271.1,69678,27.21,15994
267.15,69678,28,15994
267.1,69678,28.14,15994
267.4,69678,27.95,15994
276.5,69678,20.41,15994
276.5,69678,19.84,15994
257.45,69678,29.16,15994
256.25,69678,28.58,15994
257.5,69678,28.53,15994
258.85,69678,28.82,15994
260.45,69678,29.04,15994
263.2,69678,28.42,15994
268.3,69678,28.13,15994
278.85,69678,19.36,15994
278.65,69678,19.8,15994
276.1,69678,19.28,15994
277.5,69678,19.62,15994
277.5,69678,21.27,15994
277.7,69678,20.9,15994
273.5,69678,18.36,15994
274.35,69678,18.12,15994
272.65,69678,18.37,15994
272.2,69678,18.08,15994
277.05,69678,19.23,15994
277.75,69678,19.22,15994
343.95,72687,31.97,16463
343.95,72687,32.49,16463
286.35,72687,18.89,16463
284.2,72687,18.9,16463
284.6,72687,18.86,16463
285,72687,17.97,16463
283.2,72687,18,16463
282.05,72687,18.34,16463
280.75,72687,19.5,16463
349.3,72687,32.72,16463
347.2,72687,31.37,16463
347.2,72687,31.2,16463
281.1,72687,20.18,16463
286.85,72687,20.38,16463
285.75,72687,19.68,16463
283.9,72687,20.38,16463
287.4,72687,20.07,16463
291.95,72687,20.07,16463
299.5,72687,19.78,16463
299.5,72687,19.64,16463
305.95,72687,29.28,16463
310.5,72687,28.83,16463
279.2,72687,19.7,16463
279,72687,19.99,16463
279.1,72687,20.05,16463
277.9,72687,19.58,16463
281.5,72687,19.08,16463
282.3,72687,19.48,16463
319.25,72687,29.61,16463
322.5,72687,29.73,16463
319.1,72687,29.73,16463
315.5,72687,29.77,16463
318.85,72687,28.85,16463
318.8,72687,29.81,16463
315.35,72687,29.67,16463
311.1,72687,28.34,16463
312.1,72687,28.92,16463
312.8,72687,28.98,16463
313.5,72687,27.79,16463
313,72687,28.27,16463
317.55,72687,28.98,16463
325.15,72687,30.64,16463
319.6,72687,30.41,16463
320.05,72687,30.54,16463
323.7,72687,30.45,16463
321.75,72687,30.83,16463
322.2,72687,30.49,16463
322.1,72687,29.76,16463
315.9,72687,29.08,16463
318.7,72687,29.48,16463
322.25,72687,29.5,16463
322.3,72687,29.61,16463
322.5,72687,30.71,16463
326.3,72687,30.77,16463
314.2,72687,29.33,16463
310.1,72687,29.84,16463
308,72687,30.11,16463
306.55,72687,29.24,16463
305.4,72687,28.84,16463
305.95,72687,28.63,16463
312.55,72687,27.92,16463
312.1,72687,28.18,16463
311.75,72687,28.2,16463
313,72687,27.05,16463
314.45,72687,27.29,16463
317.15,72687,26.86,16463
316.55,72687,26.81,16463
316.9,72687,27.22,16463
319.85,72687,27.13,16463
317.55,72687,26.95,16463
318.5,72687,26.14,16463
317.3,72687,25.77,16463
319.25,72687,25.38,16463
321.7,72687,25.78,16463
320.7,72687,25.94,16463
321.75,72687,25.9,16463
324,72687,25.19,16463
318.6,72687,25.29,16463
319.1,72687,25.51,16463
318.75,72687,26.71,16463
319.7,72687,26.42,16463
318.85,72687,26.98,16463
317.65,72687,26.35,16463
317.7,72687,26.76,16463
317.45,72687,26.11,16463
317.5,72687,26.4,16463
317.85,72687,26.89,16463
316.45,72687,27.24,16463
320.3,72687,29.62,16463
321.75,72687,29.64,16463
319,72687,29.48,16463
319.35,72687,29.35,16463
318.95,72687,28.97,16463
316.85,72687,29.37,16463
317.75,72687,30.03,16463
316.2,72687,29.72,16463
314.05,72687,29.47,16463
310.75,72687,29.62,16463
312.75,72687,29.6,16463
312.6,72687,28.37,16463
341.6,72687,30.3,16463
343.95,72687,31.75,16463
278.35,72687,21.01,16463
278.8,72687,20.37,16463
277.75,72687,21.62,16463
278.6,72687,21.48,16463
278.6,72687,21.25,16463
310.85,72687,26.8,16463
311.7,72687,26.07,16463
313.8,72687,26.09,16463
314.8,72687,26.77,16463
314.15,72687,26.83,16463
316.7,72687,27.48,16463
319,72687,27.07,16463
318.25,72687,27.75,16463
316.15,72687,27.88,16463
317.65,72687,27.57,16463
322.9,72687,27.83,16463
322.9,72687,26.6,16463
319.7,72687,26.31,16463
311.25,72687,26.87,16463
309.45,72687,26.77,16463
304.95,72687,26.54,16463
303,72687,26.55,16463
305.4,72687,27.36,16463
304.65,72687,27.02,16463
302.25,72687,26.47,16463
305.05,72687,26.84,16463
304.3,72687,20.26,16463
297.75,72687,21.41,16463
298.9,72687,20.73,16463
297.4,72687,21.18,16463
299,72687,21.23,16463
299.85,72687,21.5,16463
296.5,72687,20.88,16463
291.3,72687,20.29,16463
292.15,72687,20.95,16463
292.75,72687,21.07,16463
291.95,72687,20.48,16463
294.2,72687,21.41,16463
297.4,72687,21.29,16463
296.85,72687,21.74,16463
295.4,72687,22.4,16463
297.4,72687,22.45,16463
297.8,72687,23.17,16463
292.7,72687,23.15,16463
291,72687,23.71,16463
289.15,72687,23.84,16463
291.2,72687,24.31,16463
293.6,72687,24.2,16463
293.15,72687,24.16,16463
291.2,72687,24.56,16463
290.3,72687,24.51,16463
292.05,72687,25.11,16463
293.1,72687,24.88,16463
291.85,72687,24.9,16463
292.75,72687,25.61,16463
294.25,72687,25.35,16463
297.7,72687,24.99,16463
296.1,72687,25.36,16463
299,72687,25.87,16463
301.4,72687,26.31,16463
301.4,72687,26.88,16463
304,72687,27.71,16463
303.75,72687,27.56,16463
301.7,72687,26.58,16463
301,72687,26.21,16463
300.45,72687,26.54,16463
298.7,72687,25.82,16463
298,72687,26.13,16463
301.3,72687,24.99,16463
300.35,72687,23.47,16463
300.1,72687,24.57,16463
297.75,72687,24.75,16463
300.85,72687,25.94,16463
304.25,72687,26.18,16463
301.8,72687,26.38,16463
303.7,72687,26.27,16463
302.7,72687,26.62,16463
304.2,72687,26.38,16463
307.25,72687,26.73,16463
306.6,72687,27.11,16463
309.7,72687,27.57,16463
308.2,72687,27.29,16463
308.35,72687,26.75,16463
307.6,72687,26.24,16463
310.45,72687,26.62,16463
310.45,72687,26.12,16463
312,72687,26.63,16463
310.5,72687,27.85,16463
308.85,72687,27.68,16463
311.15,72687,27.99,16463
310.75,72687,28.38,16463
308.4,72687,29.36,16463
308.3,72687,28.15,16463
310.1,72687,27.95,16463
310.6,72687,28.18,16463
311.5,72687,28.33,16463
315.2,72687,27.33,16463
317.1,72687,26.37,16463
317.15,72687,26.15,16463
320.95,72687,25.88,16463
320.2,72687,25.27,16463
327.05,72687,25.76,16463
326,72687,24.67,16463
326.6,72687,25.31,16463
326.6,72687,25.08,16463
326.6,72687,25.33,16463
322,72687,24.89,16463
319.7,72687,27.3,16463
322.1,72687,26.71,16463
322.45,72687,27.29,16463
325.75,72687,26.93,16463
325.1,72687,27.2,16463
323.1,72687,27.74,16463
324.25,72687,27.4,16463
326.4,72687,28.01,16463
332.2,72687,28.44,16463
333,72687,30.1,16463
339,72687,30.1,16463
338,72687,30.44,16463
345,72687,30.56,16463
321.7,72687,26.32,16463
321.55,72687,26.76,16463
318.8,72687,26.86,16463
318.5,72687,26.86,16463
312.1,72687,26.81,16463
314.45,72687,26.77,16463
316.7,72687,27.86,16463
313.8,72687,27.9,16463
315.65,72687,28.15,16463
312.65,72687,29.06,16463
318.35,72687,25.43,16463
320.65,72687,25.31,16463
322.35,72687,25.53,16463
322.7,72687,25.82,16463
309.5,72687,26.58,16463
305.75,72687,27.17,16463
312.2,72687,26.5,16463
312.15,72687,26.67,16463
312.95,72687,26.86,16463
316.8,72687,24.12,16463
319.75,72687,24.64,16463
318.75,72687,25.64,16463
322.1,72687,25.94,16463
317.8,72687,26.09,16463
324.1,72687,24.79,16463
326.4,72687,24.75,16463
326.4,72687,26.47,16463
322.5,72687,24.29,16463
352.4,74222,31.99,17782
351,74222,33.21,17782
353,74222,31.68,17782
352.55,74222,32.26,17782
343.8,74222,31.85,17782
344.5,74222,33.08,17782
351.75,74222,32.1,17782
349,74222,31.08,17782
349.75,74222,30.56,17782
369.9,74222,33.63,17782
367.6,74222,33.85,17782
367.5,74222,33.51,17782
353.1,74222,32.37,17782
352.3,74222,35.58,17782
352.3,74222,33.66,17782
357,74222,33.91,17782
353.8,74222,34.61,17782
358.5,74222,32.85,17782
364.7,74222,32.25,17782
366,74222,33.28,17782
368.5,74222,32.29,17782
368.4,74222,32.67,17782
354.7,74222,37,17782
350.75,74222,37.78,17782
354.45,74222,37.27,17782
348.7,74222,36.72,17782
346.1,74222,37.83,17782
355.2,74222,36.48,17782
357.6,74222,36.06,17782
351.9,74222,37.7,17782
351.25,74222,37.2,17782
347.45,74222,36.6,17782
345.5,74222,35.88,17782
353.4,74222,36.89,17782
353.95,74222,36.69,17782
331.9,74222,27.97,17782
329.95,74222,28.63,17782
332.75,74222,30.37,17782
330.75,74222,30.16,17782
334.85,74222,31.04,17782
334.5,74222,36.01,17782
335.2,74222,35.38,17782
340.75,74222,34.93,17782
338.8,74222,31.67,17782
335.8,74222,29.88,17782
335.8,74222,28.61,17782
333.5,74222,26.91,17782
329.45,74222,28.66,17782
352.8,74222,36.36,17782
354.25,74222,36.8,17782
344.1,74222,36.96,17782
346,74222,37.16,17782
351.55,74222,36.79,17782
327,74222,30.87,17782
334.9,74222,29.91,17782
333.3,74222,26.65,17782
333.7,74222,26.64,17782
333.25,74222,26.26,17782
332.6,74222,25.49,17782
331.4,74222,25.24,17782
336.75,74222,25.8,17782
341.2,74222,26.03,17782
340.5,74222,25.67,17782
340.5,74222,26.49,17782
342.85,74222,25.72,17782
341.85,74222,26.23,17782
346.45,74222,26.98,17782
347.9,74222,27.72,17782
351.1,74222,27.35,17782
350.4,74222,28.5,17782
353.55,74222,29.17,17782
354.25,74222,28.74,17782
355,74222,29.14,17782
359,74222,28.83,17782
366.3,74222,29.28,17782
367.8,74222,29.03,17782
369.6,74222,28.85,17782
370.5,74222,29.16,17782
371.4,74222,29.35,17782
359.5,74222,28.58,17782
334.35,74222,29.78,17782
329.3,74222,28.56,17782
323.7,74222,28.97,17782
323.8,74222,28.62,17782
319.9,74222,27.96,17782
323.4,74222,28,17782
321.35,74222,28.85,17782
324.6,74222,27.46,17782
324.8,74222,28.14,17782
325.95,74222,28.63,17782
325.45,74222,29.29,17782
324.1,74222,29.18,17782
327,74222,30.55,17782
358.3,74222,31.18,17782
362.75,74222,31.07,17782
359.75,74222,30.36,17782
357.65,74222,29.96,17782
358,74222,30.82,17782
355,74222,29.17,17782
348.25,74222,28.78,17782
348.1,74222,29.95,17782
343.85,74222,29.01,17782
345.5,74222,29.27,17782
346,74222,30.19,17782
350.2,74222,30.4,17782
351.5,74222,30.15,17782
349.4,74222,30.42,17782
348.15,74222,30.13,17782
347.2,74222,30.22,17782
344.15,74222,30.88,17782
343.4,74222,31.06,17782
343.7,74222,31.28,17782
347.5,74222,31.27,17782
348.25,74222,31.62,17782
343.2,74222,31.05,17782
342.5,74222,31.41,17782
344.35,74222,31.96,17782
350,74222,31.78,17782
352,74222,30.19,17782
354.75,74222,29.67,17782
357.3,74222,30.22,17782
369.5,74222,32.76,17782
376.55,74222,33.58,17782
382.1,74222,33.93,17782
375.8,74222,34.16,17782
373.25,74222,35.12,17782
370.5,74222,34.48,17782
364,74222,35.44,17782
356.3,74222,35.77,17782
352,74222,31.7,17782
351.6,74222,32.39,17782
353.95,74222,32.18,17782
359.15,74222,32.01,17782
360.1,74222,31.92,17782
358.65,74222,30.78,17782
363.6,74222,31.09,17782
364.5,74222,31.05,17782
360.25,74222,30.89,17782
360.4,74222,30.7,17782
363.7,74222,30.95,17782
363.3,74222,31.88,17782
358.75,74222,31.84,17782
358.75,74222,31.56,17782
360.5,74222,31.95,17782
371.25,74222,31.21,17782
369.8,74222,31.5,17782
375.6,74222,31.57,17782
373.7,74222,29.41,17782
370,74222,29.49,17782
370.75,74222,28.98,17782
375.8,74222,28.88,17782
374.65,74222,28.85,17782
382.25,74222,29.18,17782
380,74222,29.35,17782
376.3,74222,28.82,17782
378.25,74222,28.27,17782
373.5,74222,28.14,17782
374.6,74222,27.56,17782
374.25,74222,27.03,17782
378.3,74222,27.17,17782
379.75,74222,27.03,17782
385.5,74222,26.96,17782
384.6,74222,27.13,17782
385,74222,28.24,17782
390.7,74222,28.29,17782
382.7,74222,28.16,17782
381.95,74222,28.4,17782
388,74222,29.2,17782
383.5,74222,29.39,17782
382.2,74222,29.84,17782
384.25,74222,30.4,17782
371.3,74222,30.47,17782
376.1,74222,30.41,17782
375.25,74222,29.81,17782
370.6,74222,31.01,17782
372.3,74222,31.97,17782
370.25,74222,31.95,17782
373.95,74222,31.82,17782
373.5,74222,31.77,17782
373.4,74222,31.54,17782
370.5,74222,30.68,17782
373.8,74222,30.35,17782
378.2,74222,30.18,17782
384.75,74222,29.92,17782
384.5,74222,30.3,17782
388.25,74222,30.16,17782
386,74222,29.92,17782
384.4,74222,29.56,17782
385.4,74222,28.91,17782
386.5,74222,28.47,17782
386.25,74222,29.11,17782
383.25,74222,28.9,17782
377.9,74222,28.75,17782
378.75,74222,30.3,17782
380.25,74222,30.26,17782
378.95,74222,30.85,17782
383.5,74222,30.88,17782
387.8,74222,31.15,17782
389.7,74222,31.33,17782
395.4,74222,31.9,17782
396.7,74222,32.37,17782
393.7,74222,31.73,17782
363.1,74222,29.1,17782
361.4,74222,29.56,17782
364.75,74222,30.71,17782
365,74222,30.67,17782
364.2,74222,30.05,17782
366.75,74222,30.74,17782
363,74222,31.28,17782
362.75,74222,31.45,17782
354.25,74222,31.73,17782
354.25,74222,32.36,17782
352.25,74222,31.51,17782
353.05,74222,30.65,17782
406.15,74222,32.1,17782
407.75,74222,31.76,17782
410,74222,31.88,17782
404.1,74222,31.85,17782
407.1,74222,33.04,17782
407.5,74222,33.18,17782
408,74222,32.89,17782
408.25,74222,33.35,17782
407.5,74222,33.71,17782
409.75,74222,33.02,17782
410.45,74222,31.87,17782
409.25,74222,31.95,17782
409.25,74222,32.86,17782
412,74222,32.4,17782
416.25,74222,32.79,17782
416.25,74222,32.52,17782
365.6,74222,30.11,17782
363.5,74222,30.24,17782
357.75,74222,30.68,17782
354.75,74222,30.54,17782
352.35,74222,32.31,17782
347.5,74222,31.84,17782
348.4,74222,32.22,17782
400.25,74222,29.95,17782
401.35,74222,30.78,17782
401.8,74222,31.1,17782
402.25,74222,31.26,17782
402.4,74222,30.73,17782
363,74222,30.17,17782
395.5,74222,31.61,17782
393.9,74222,33.28,17782
395.15,74222,32.92,17782
394.3,74222,32.86,17782
391.9,74222,29.74,17782
391.75,74222,29.77,17782
396,74222,30.41,17782
394.8,76800,38.74,15100
403.8,76800,40.97,15100
403.15,76800,40.77,15100
406.3,76800,41.25,15100
406.35,76800,41.64,15100
405.75,76800,34,15100
411.6,76800,33.98,15100
397.75,76800,38.39,15100
394.5,76800,39.65,15100
399.65,76800,39.08,15100
405.35,76800,40.33,15100
406.5,76800,39.96,15100
406.35,76800,39.5,15100
400.9,76800,39.44,15100
400.25,76800,35.68,15100
393.25,76800,35.51,15100
395.85,76800,36.16,15100
400,76800,36.86,15100
395.75,76800,36.66,15100
390.5,76800,35.8,15100
416,76800,34.56,15100
414.5,76800,35.19,15100
414.5,76800,35.45,15100
409.8,76800,36,15100
405.25,76800,35.6,15100
399.5,76800,34.35,15100
402.25,76800,34.58,15100
398.1,76800,37.44,15100
402.5,76800,37.48,15100
402.75,76800,38.18,15100
410.75,76800,37.93,15100
412,76800,38.08,15100
417.65,76800,37.11,15100
392,76800,36.64,15100
399.25,76800,37.26,15100
399.85,76800,36.57,15100
401.5,76800,36.28,15100
400.25,76800,36.1,15100
398.45,76800,36.78,15100
398,76800,36.19,15100
399.25,76800,33.1,15100
399.55,76800,33.08,15100
404.25,76800,32.48,15100
405.95,76800,32.83,15100
408.55,76800,33.87,15100
419.5,76800,37.14,15100
419.5,76800,37.84,15100
407.9,76800,37.21,15100
397.75,76800,36.72,15100
398.25,76800,37.57,15100
400.85,76800,37.74,15100
403.1,76800,37.42,15100
396.85,76800,37.6,15100
392.75,76800,35.73,15100
392.3,76800,36.71,15100
394.5,76800,36.46,15100
397,76800,36.97,15100
396.25,76800,37.53,15100
392.25,76800,37.46,15100
386,76800,37.31,15100
388.5,76800,37.38,15100
388.5,76800,38.21,15100
391.25,76800,38.98,15100
392.55,76800,39.57,15100
387.5,76800,39.37,15100
380.8,76800,39.93,15100
375,76800,38.93,15100
375.25,76800,40.06,15100
382.2,76800,40.77,15100
375.15,76800,41.08,15100
376.5,76800,41.38,15100
382.95,76800,41.55,15100
377.7,76800,40.54,15100
416.25,76800,37.45,15100
415.25,76800,37.01,15100
416.1,76800,35.51,15100
421.5,76800,35.73,15100
421.25,76800,35.45,15100
420,76800,36.25,15100
423.7,76800,35.76,15100
427.25,76800,34.27,15100
419,76800,34.39,15100
417.7,76800,34.38,15100
418.5,76800,34.97,15100
419,76800,36.15,15100
392.35,76800,37.28,15100
386.85,76800,37.54,15100
384.95,76800,38.45,15100
385.1,76800,37.59,15100
386.5,76800,37.19,15100
385.25,76800,37.32,15100
386.1,76800,38.46,15100
395.1,76800,38.75,15100
395.25,76800,37.63,15100
395.75,76800,38.11,15100
393.9,76800,37.57,15100
400,76800,37.93,15100
401.5,76800,37.55,15100
404.25,76800,36.24,15100
394.4,76800,35.66,15100
395.8,76800,37.05,15100
420.6,76800,33.78,15100
424.4,76800,33.7,15100
421.75,76800,33.62,15100
421,76800,33.98,15100
423.35,76800,34.31,15100
425.25,76800,34.72,15100
425.5,76800,34.43,15100
419.5,76800,34.5,15100
412.5,76800,33.44,15100
408.4,76800,35.07,15100
409.25,76800,36.2,15100
407.6,76800,34.58,15100
409.25,76800,34.93,15100
400,76800,40.86,15100
398.5,76800,40.58,15100
397.75,76800,41.36,15100
391.5,76800,41.71,15100
390.75,76800,41.44,15100
389.85,76800,41.84,15100
387.3,76800,42.9,15100
387.3,76800,42.75,15100
391.4,76800,43.8,15100
391.5,76800,43.82,15100
390.95,76800,44.15,15100
391.5,76800,42.83,15100
390.85,76800,44.41,15100
399,76800,43.95,15100
399,76800,44.84,15100
399.5,76800,44.52,15100
393.85,76800,44.8,15100
394.15,76800,45.5,15100
396.75,76800,46.58,15100
401.65,76800,46.05,15100
401.3,76800,46.75,15100
402.45,76800,47.27,15100
406.5,76800,48.7,15100
410.55,76800,47.86,15100
410.6,76800,46.05,15100
406.2,76800,45.21,15100
406,76800,43.47,15100
406.05,76800,43.1,15100
405.1,76800,43.18,15100
405.1,76800,42.28,15100
407.25,76800,42.12,15100
407.65,76800,44,15100
406.1,76800,44.06,15100
401.15,76800,43.99,15100
398.1,76800,43.31,15100
396.3,76800,42.77,15100
398.7,76800,44.61,15100
401.35,76800,42.81,15100
399.3,76800,43.87,15100
405.25,76800,44.39,15100
404.45,76800,43.58,15100
403.4,76800,43.88,15100
405.7,76800,45.59,15100
404.3,76800,46.35,15100
408.5,76800,47.1,15100
405.35,76800,48.35,15100
411.5,76800,48.46,15100
407.85,76800,48.88,15100
409.2,76800,49.64,15100
411.7,76800,49.9,15100
412.95,76800,49.51,15100
415.65,76800,49.64,15100
418.1,76800,50.12,15100
412.55,76800,49.91,15100
415.4,76800,51.09,15100
418.45,76800,52.02,15100
418.1,76800,52.67,15100
421.75,76800,53.31,15100
421.7,76800,53.64,15100
414.7,76800,52.51,15100
411.25,76800,53.64,15100
415.35,76800,54.76,15100
420.4,76800,54.93,15100
419.1,76800,53.67,15100
419.35,76800,53.29,15100
423.6,76800,54.92,15100
422.5,76800,54.47,15100
422.8,76800,55.17,15100
429.15,76800,54.54,15100
427.5,76800,55.17,15100
428.25,76800,52.46,15100
424.2,76800,50.92,15100
425.55,76800,51.76,15100
428.85,76800,50.13,15100
424.2,76800,49.62,15100
423.5,76800,50.88,15100
430.5,76800,48.82,15100
431,76800,49.61,15100
431.9,76800,49.09,15100
433.65,76800,47.37,15100
380.75,76800,41.5,15100
379.5,76800,40.92,15100
385.3,76800,39.93,15100
384,76800,41.72,15100
388.9,76800,41.14,15100
389.65,76800,40.7,15100
393.6,76800,39.44,15100
393.25,76800,39.88,15100
397.2,76800,42.33,15100
394.85,76800,39.96,15100
390.35,76800,39.28,15100
388.3,76800,38.49,15100
393.6,76800,38.66,15100
453.4,76800,49.13,15100
452.85,76800,45.49,15100
454.2,76800,43.25,15100
448.65,76800,42.54,15100
453.05,76800,42.98,15100
451.8,76800,41.46,15100
436.9,76800,41.94,15100
437.1,76800,42.53,15100
434,76800,40.71,15100
