,y,date,m,d,lgrpf,lgrau,lgm3,lgm1
1112,1991,1991/7/5,7,5,0.004597963,0.000763827,0,0
1113,1991,1991/7/8,7,8,0.007216072,0.000410736,0,0
1114,1991,1991/7/9,7,9,0.001021149,-0.001233375,0,0
1115,1991,1991/7/10,7,10,0.00284651,0.001995141,0,0
1116,1991,1991/7/11,7,11,-0.00284651,-0.003055114,0,0
1117,1991,1991/7/12,7,12,0.008684159,-0.000530958,0,0
1118,1991,1991/7/15,7,15,-0.005027776,-5.90355E-05,0,0
1119,1991,1991/7/16,7,16,0.003625856,0.001061413,0,0
1120,1991,1991/7/17,7,17,0.009719716,0.000235518,0,0
1121,1991,1991/7/18,7,18,-0.003940993,0.000117711,0,0
1122,1991,1991/7/19,7,19,0.004333133,0.001175358,0,0
1123,1991,1991/7/22,7,22,-0.008709935,-0.000293541,0,0
1124,1991,1991/7/23,7,23,-0.008072621,-0.002769031,0,0
1125,1991,1991/7/24,7,24,0.004055067,-0.001658067,0,0
1126,1991,1991/7/25,7,25,-0.001212549,-0.001307222,0,0
1127,1991,1991/7/26,7,26,0.000404559,-0.000953184,0,0
1128,1991,1991/7/29,7,29,-0.002636398,0.001191154,0,0
1129,1991,1991/7/30,7,30,0.001421587,-0.004483774,0,0
1130,1991,1991/7/31,7,31,0.005239811,0.001799068,0,0
1131,1991,1991/8/1,8,1,-0.008291788,0.000657796,0,0
1132,1991,1991/8/2,8,2,0.00101971,-0.006744587,0,0
1133,1991,1991/8/5,8,5,0.003044844,-0.001580802,0,0
1134,1991,1991/8/6,8,6,-0.002027522,0.000608682,0,0
1135,1991,1991/8/7,8,7,-0.000203274,-0.00024337,0,0
1136,1991,1991/8/8,8,8,0.004450192,0.000972664,0,0
1137,1991,1991/8/9,8,9,0.000804249,0.000728071,0,0
1138,1991,1991/8/12,8,12,0.001403862,0,0,0
1139,1991,1991/8/13,8,13,-0.002208112,-0.001700736,0,0
1140,1991,1991/8/14,8,14,-0.00628395,-0.001157876,0,0
1141,1991,1991/8/15,8,15,0.003457291,0.003040439,0,0
1142,1991,1991/8/16,8,16,-0.002845178,-0.000727766,0,0
1143,1991,1991/8/19,8,19,0.023223469,0.004168099,0,0
1144,1991,1991/8/20,8,20,-0.003882855,-0.008989913,0,0
1145,1991,1991/8/21,8,21,-0.014272943,0.003057994,0,0
1146,1991,1991/8/22,8,22,0.003412546,-0.000121907,0,0
1147,1991,1991/8/23,8,23,0.001795845,-0.003058855,0,0
1148,1991,1991/8/26,8,26,0.003174391,0,0,0
1149,1991,1991/8/27,8,27,0.000197631,0.000122769,0,0
1150,1991,1991/8/28,8,28,-0.004768148,0.000858411,0,0
1151,1991,1991/8/29,8,29,0.004570517,-0.003999907,0,0
1152,1991,1991/8/30,8,30,0.005695103,-0.004786519,0,0
1153,1991,1991/9/3,9,3,-0.000390377,-6.25109E-05,0,0
1154,1991,1991/9/4,9,4,-0.008479117,0.001684644,0,0
1155,1991,1991/9/5,9,5,-0.002396114,-0.001622133,0,0
1156,1991,1991/9/6,9,6,-0.002409407,0.000811824,0,0
1157,1991,1991/9/9,9,9,-0.00485929,0.003108333,0,0
1158,1991,1991/9/10,9,10,0.001625812,0.001422397,0,0
1159,1991,1991/9/11,9,11,0.004640589,-0.008038681,0,0
1160,1991,1991/9/12,9,12,-0.002213227,0.001067912,0,0
1161,1991,1991/9/13,9,13,0.003015248,-0.00232765,0,0
1162,1991,1991/9/16,9,16,0.002795468,0.001448384,0,0
1163,1991,1991/9/17,9,17,-0.003999057,0.000942003,0,0
1164,1991,1991/9/18,9,18,0.004396944,0.002689139,0,0
1165,1991,1991/9/19,9,19,-0.001593743,0.000373908,0,0
1166,1991,1991/9/20,9,20,0.004171166,0,0,0
1167,1991,1991/9/23,9,23,0.001972276,0.000809032,0,0
1168,1991,1991/9/24,9,24,0.002354969,0.003282852,0,0
1169,1991,1991/9/25,9,25,0.000391256,0.001047756,0,0
1170,1991,1991/9/26,9,26,0,-0.001047756,0,0
1171,1991,1991/9/27,9,27,0.002145632,-0.004278798,0,0
1172,1991,1991/9/30,9,30,-0.001754728,0.00796553,0,0
1173,1991,1991/10/1,10,1,-0.000195408,-0.001164083,0,0
1174,1991,1991/10/2,10,2,0.002144668,0.002508081,0,0
1175,1991,1991/10/3,10,3,0.006562797,0.000974848,0,0
1176,1991,1991/10/4,10,4,-0.001150958,-0.000609023,0,0
1177,1991,1991/4/16,4,16,-0.019043306,0.005931919,0,0
1178,1991,1991/4/17,4,17,0.001402567,-0.000661805,0,0
1179,1991,1991/4/18,4,18,-0.012789217,-0.001810066,0,0
1180,1991,1991/4/19,4,19,0.001028891,-0.003642922,0,0
1181,1991,1991/4/22,4,22,0.009956193,0.000304747,0,0
1182,1991,1991/4/23,4,23,-0.015125195,-0.00109809,0,0
1183,1991,1991/4/24,4,24,0.001246183,0.000366339,0,0
1184,1991,1991/4/25,4,25,0.004333694,-0.003123773,0,0
1185,1991,1991/4/26,4,26,0.002661252,0,0,0
1186,1991,1991/4/29,4,29,-0.000408363,-0.002651341,0,0
1187,1991,1991/4/30,4,30,-0.006171982,0.008148813,0,0
1188,1991,1991/5/1,5,1,0.005967656,-0.001520108,0,0
1189,1991,1991/5/2,5,2,-0.001638076,-0.002872288,0,0
1190,1991,1991/10/23,10,23,0.040888852,0.0097612,0,0
1191,1991,1991/10/24,10,24,0.004273306,-0.001441244,0,0
1192,1991,1991/10/25,10,25,-0.006895187,0.001201369,0,0
1193,1991,1991/10/28,10,28,0.001687311,-0.004219411,0,0
1194,1991,1991/10/29,10,29,-0.001875195,-0.001334612,0,0
1195,1991,1991/10/30,10,30,0,0.002363101,0,0
1196,1991,1991/10/31,10,31,0.004858767,-0.002302348,0,0
1197,1991,1991/11/1,11,1,0.008283045,0.000364341,0,0
1198,1991,1991/11/4,11,4,-0.0003648,-0.001702879,0,0
1199,1991,1991/11/5,11,5,-0.000365107,0.000243678,0,0
1200,1991,1991/11/6,11,6,-0.006995993,-0.002504201,0,0
1201,1991,1991/11/7,11,7,-0.003727873,0,0,0
1202,1991,1991/11/8,11,8,-0.003571366,-0.001964581,0,0
1203,1991,1991/11/11,11,11,-0.008192681,0.002454341,0,0
1204,1991,1991/11/12,11,12,-0.001541419,-0.000183595,0,0
1205,1991,1991/11/13,11,13,-0.002904991,0.002198037,0,0
1206,1991,1991/11/14,11,14,0.003290859,-0.000853471,0,0
1207,1991,1991/11/15,11,15,0.005175939,-0.000427365,0,0
1208,1991,1991/11/18,11,18,-0.007496307,0.006366735,0,0
1209,1991,1991/11/19,11,19,-0.007825338,0.002700285,0,0
1210,1991,1991/11/20,11,20,0.004321374,-0.000478825,0,0
1211,1991,1991/11/21,11,21,-0.008686179,0.002031371,0,0
1212,1991,1991/11/22,11,22,-0.011517207,0.004329636,0,0
1213,1991,1991/11/25,11,25,0.004278798,0.001355238,0,0
1214,1991,1991/11/26,11,26,-0.008186755,-0.003366412,0,0
1215,1991,1991/11/27,11,27,0.006765168,0.001006751,0,0
1216,1991,1991/11/29,11,29,0.002636398,-0.000947466,0,0
1217,1991,1991/12/2,12,2,-0.00816367,0.002423756,0,0
1218,1991,1991/6/13,6,13,-0.029183982,0.001588776,0,0
1219,1991,1991/6/14,6,14,-0.000882264,-0.002296769,0,0
1220,1991,1991/6/17,6,17,0.005920794,-0.001123354,0,0
1221,1991,1991/6/18,6,18,0.004118621,0.00406574,0,0
1222,1991,1991/6/19,6,19,-0.003030981,-0.003355915,0,0
1223,1991,1991/6/20,6,20,0.003462256,0.000236351,0,0
1224,1991,1991/6/21,6,21,0.001720832,-0.001597869,0,0
1225,1991,1991/6/24,6,24,-0.005400399,-0.006390751,0,0
1226,1991,1991/12/13,12,13,0.001518893,-0.002231951,0,0
1227,1991,1991/12/16,12,16,-0.006327437,0.000725134,0,0
1228,1991,1991/12/17,12,17,-0.006867335,-0.002725516,0,0
1229,1991,1991/12/18,12,18,-0.001341797,0.00060715,0,0
1230,1991,1991/12/19,12,19,-0.005862839,0.00121176,0,0
1231,1991,1991/12/20,12,20,-0.014073988,-0.00072665,0,0
1232,1991,1991/12/23,12,23,0.006054606,0.001633256,0,0
1233,1991,1991/12/24,12,24,0.004371743,0,0,0
1234,1991,1991/12/26,12,26,-0.010895602,0,0,0
1235,1991,1991/12/27,12,27,0.006061106,-0.007736427,0,0
1236,1991,1991/12/30,12,30,-0.002553998,-0.000184427,0,0
1237,1991,1991/12/31,12,31,0.010809052,0,0,0
1238,1991,1991/10/14,10,14,0.08884012,0.006529949,0,0
1239,1991,1991/10/15,10,15,0.007342432,-0.001152378,0,0
1240,1991,1991/10/16,10,16,-0.003472181,-0.001216342,0,0
1241,1991,1991/10/17,10,17,0.004744441,0.002126367,0,0
1242,1991,1991/10/18,10,18,0.003794567,0.001572875,0,0
1243,1991,1991/10/21,10,21,-0.001802802,0.005043012,0,0
1244,1991,1991/10/22,10,22,-0.010236371,-0.001734429,0,0
1245,1991,1991/10/10,10,10,-0.009348068,-0.003429371,0,0
1246,1991,1991/10/7,10,7,0,0.000241543,0,0
1247,1991,1991/10/8,10,8,0.000188947,-0.002542928,0,0
1248,1991,1991/10/9,10,9,0.003199584,6.07193E-05,0,0
1249,1991,1991/12/11,12,11,-0.074481286,0.01061575,0,0
1250,1991,1991/10/11,10,11,0.073166664,-0.010494337,0,0
1251,1991,1991/12/9,12,9,-0.075174707,0.015442944,0,0
1252,1991,1991/12/10,12,10,-0.00022369,-0.003115764,0,0
1253,1991,1991/12/4,12,4,0.029201814,-0.003316597,0,0
1254,1991,1991/12/12,12,12,-0.017066812,-0.00689133,0,0
1255,1991,1991/12/6,12,6,0.00173718,0.009853787,0,0
1256,1991,1991/12/3,12,3,0.010067943,-0.005765713,0,0
1257,1991,1991/12/5,12,5,-0.002548435,0.002208332,0,0
1258,1992,1992/7/7,7,7,0.020996548,-0.023421567,0.007167237,0.048040607
1259,1992,1992/7/1,7,1,0.009236384,-0.002583781,0,0
1260,1992,1992/7/2,7,2,0.004742116,0.004464661,0,0
1261,1992,1992/7/6,7,6,-0.004146512,-0.000626055,0,0
1262,1992,1992/7/24,7,24,0.001781927,0.013568952,0,0
1263,1992,1992/7/8,7,8,-0.011411021,-0.012442701,0,0
1264,1992,1992/6/25,6,25,0.02310727,-0.005154518,0,0
1265,1992,1992/6/26,6,26,-0.002701085,0.000126451,0,0
1266,1992,1992/6/29,6,29,-0.00388807,-0.001900635,0,0
1267,1992,1992/6/30,6,30,-0.012681032,0.001774185,0,0
1268,1992,1992/7/21,7,21,0.003604124,0.01820403,0,0
1269,1992,1992/7/22,7,22,0.001194759,0.000787589,0,0
1270,1992,1992/7/23,7,23,0.002379702,0.000906985,0,0
1271,1992,1992/8/12,8,12,-0.017761729,-0.015619806,0,0
1272,1992,1992/8/13,8,13,0.005323809,-0.012062748,0,0
1273,1992,1992/7/9,7,9,0.001219358,0.012625913,0,0
1274,1992,1992/7/10,7,10,-0.00244215,0.001809693,0,0
1275,1992,1992/7/13,7,13,0.001629625,-0.000124565,0,0
1276,1992,1992/7/14,7,14,0.002028469,0.000871203,0,0
1277,1992,1992/7/15,7,15,0.005030106,0.001984783,0,0
1278,1992,1992/7/16,7,16,0.001597407,0.002591337,0,0
1279,1992,1992/7/17,7,17,-0.00420579,0.004528404,0,0
1280,1992,1992/7/20,7,20,0.00420579,0.003154108,0,0
1281,1992,1992/8/26,8,26,-0.011716562,-0.025898544,0,0
1282,1992,1992/8/27,8,27,-0.001641171,0.000641025,0,0
1283,1992,1992/8/28,8,28,0.003683953,0.001279219,0,0
1284,1992,1992/8/31,8,31,0.003450827,0,0,0
1285,1992,1992/9/1,9,1,0.003222979,0.002166062,0,0
1286,1992,1992/8/14,8,14,-0.007285633,-0.007693638,0,0
1287,1992,1992/8/17,8,17,0.003455673,0.002193737,0,0
1288,1992,1992/8/18,8,18,0.000404748,-0.001676566,0,0
1289,1992,1992/8/19,8,19,-0.002027522,0.002448188,0,0
1290,1992,1992/8/20,8,20,0.001420259,-0.000964742,0,0
1291,1992,1992/8/21,8,21,-0.007354174,-0.000450947,0,0
1292,1992,1992/8/24,8,24,0.009375092,0.006905888,0,0
1293,1992,1992/8/25,8,25,-0.007935327,-0.001143382,0,0
1294,1992,1992/9/15,9,15,0.02065117,0.005687045,0,0
1295,1992,1992/9/16,9,16,0.004092552,0.003874865,0,0
1296,1992,1992/9/17,9,17,-0.001749231,-0.000747281,0,0
1297,1992,1992/9/18,9,18,-0.006277175,-0.00149843,0,0
1298,1992,1992/9/21,9,21,-0.001187138,0.002370132,0,0
1299,1992,1992/9/2,9,2,-0.004580998,-0.01089651,0,0
1300,1992,1992/9/3,9,3,-0.000400641,-0.002045849,0,0
1301,1992,1992/9/4,9,4,0.001999518,0.004082105,0,0
1302,1992,1992/9/8,9,8,0.003773907,0.00012695,0,0
1303,1992,1992/9/9,9,9,0.000592894,0.001457259,0,0
1304,1992,1992/9/10,9,10,-0.001186598,-0.001330347,0,0
1305,1992,1992/9/11,9,11,0.001581411,-0.00286454,0,0
1306,1992,1992/9/14,9,14,0.005879528,0.007910865,0,0
1307,1992,1992/8/6,8,6,-0.017680104,0.002937601,0,0
1308,1992,1992/8/7,8,7,-0.004074087,0.00161656,0,0
1309,1992,1992/8/10,8,10,-0.003906107,0.000558179,0,0
1310,1992,1992/8/11,8,11,-0.00248524,-0.002735722,0,0
1311,1992,1992/10/12,10,12,0.02795083,-0.002063161,0,0
1312,1992,1992/10/13,10,13,-0.004109147,-0.003460532,0,0
1313,1992,1992/10/14,10,14,-0.000196647,0,0,0
1314,1992,1992/10/15,10,15,0.004889654,-0.002407123,0,0
1315,1992,1992/10/16,10,16,-0.000973537,-0.000127061,0,0
1316,1992,1992/10/19,10,19,-0.00273757,0.001078835,0,0
1317,1992,1992/10/20,10,20,-0.005527459,0.001139383,0,0
1318,1992,1992/10/21,10,21,-0.004995391,0.000315965,0,0
1319,1992,1992/10/22,10,22,-0.005256888,-0.001391971,0,0
1320,1992,1992/10/23,10,23,-0.003266923,-0.00019016,0,0
1321,1992,1992/10/26,10,26,0.001636533,-0.001333459,0,0
1322,1992,1992/10/27,10,27,-0.005134778,-0.004089312,0,0
1323,1992,1992/10/28,10,28,0.002061202,-6.4202E-05,0,0
1324,1992,1992/10/29,10,29,-0.008513815,0.001666175,0,0
1325,1992,1992/10/30,10,30,-0.001891438,-0.000319922,0,0
1326,1992,1992/11/2,11,2,0.003147836,0.000319922,0,0
1327,1992,1992/11/3,11,3,-0.001466151,-0.001152825,0,0
1328,1992,1992/11/4,11,4,-0.007832967,-0.001027309,0,0
1329,1992,1992/11/5,11,5,0.006572314,0.000321295,0,0
1330,1992,1992/11/6,11,6,-0.007213655,-0.001222188,0,0
1331,1992,1992/11/9,11,9,0.006792623,-0.00336263,0,0
1332,1992,1992/11/10,11,10,-0.003170818,-0.005421811,0,0
1333,1992,1992/11/11,11,11,0,0.001050448,0,0
1334,1992,1992/11/12,11,12,-0.005551529,0.002549873,0,0
1335,1992,1992/11/13,11,13,-0.002802605,0.001691636,0,0
1336,1992,1992/11/16,11,16,0.006227321,0.00129679,0,0
1337,1992,1992/11/17,11,17,-0.002351588,-0.001426682,0,0
1338,1992,1992/11/18,11,18,-0.001503122,0.001038051,0,0
1339,1992,1992/7/27,7,27,0.038075271,0.029193573,0,0
1340,1992,1992/7/28,7,28,0.000197004,0.001451682,0,0
1341,1992,1992/7/29,7,29,-0.000985913,-0.004125768,0,0
1342,1992,1992/7/30,7,30,-0.003368945,0.000670067,0,0
1343,1992,1992/7/31,7,31,0.000795047,0.00133704,0,0
1344,1992,1992/8/3,8,3,-0.005797343,-0.004636423,0,0
1345,1992,1992/8/4,8,4,-0.004653561,-0.001659139,0,0
1346,1992,1992/8/5,8,5,-0.003471924,-0.00240778,0,0
1347,1992,1992/6/9,6,9,0.022768234,-0.016338034,0,0
1348,1992,1992/6/10,6,10,0.003681305,-0.000192891,0,0
1349,1992,1992/6/11,6,11,-0.003097968,0.000771051,0,0
1350,1992,1992/6/12,6,12,-0.000972664,0.001729876,0,0
1351,1992,1992/6/15,6,15,0.001166936,0.003946423,0,0
1352,1992,1992/6/16,6,16,-0.001166936,-0.000443772,0,0
1353,1992,1992/6/17,6,17,-0.000194795,-0.000444226,0,0
1354,1992,1992/6/18,6,18,-0.000584908,-0.000953446,0,0
1355,1992,1992/6/19,6,19,0,0.002917293,0,0
1356,1992,1992/6/22,6,22,0.004271147,-0.001329377,0,0
1357,1992,1992/6/23,6,23,0.002119924,0.001645297,0,0
1358,1992,1992/6/24,6,24,0.005729562,-0.001898973,0,0
1359,1992,1992/12/17,12,17,-0.065179567,-0.004655819,0,0
1360,1992,1992/12/18,12,18,0.002856488,-0.002121179,0,0
1361,1992,1992/12/21,12,21,0.00327277,-0.004013482,0,0
1362,1992,1992/12/22,12,22,-0.003053816,-0.001694174,0,0
1363,1992,1992/12/23,12,23,0.002401232,0.000521989,0,0
1364,1992,1992/12/28,12,28,-0.00283925,0,0,0
1365,1992,1992/12/29,12,29,-0.003962167,-0.000652584,0,0
1366,1992,1992/12/30,12,30,-0.001107047,0.000522146,0,0
1367,1992,1992/12/31,12,31,-0.001999825,0,0,0
1368,1992,1992/1/15,1,15,-0.014723257,0.028586888,0,0
1369,1992,1992/1/16,1,16,0.001380174,0.001463299,0,0
1370,1992,1992/1/17,1,17,0.005703976,-0.001035994,0,0
1371,1992,1992/1/20,1,20,-0.006163547,0.003463922,0,0
1372,1992,1992/1/21,1,21,-0.009765062,-0.001151574,0,0
1373,1992,1992/1/22,1,22,0.010913079,-0.001276354,0,0
1374,1992,1992/1/23,1,23,-0.00507413,-0.001891025,0,0
1375,1992,1992/1/24,1,24,0.006447757,-0.002390787,0,0
1376,1992,1992/1/27,1,27,0.008151752,0.003489803,0,0
1377,1992,1992/1/28,1,28,-0.00428324,0.000243849,0,0
1378,1992,1992/1/29,1,29,-0.006390155,-0.001771013,0,0
1379,1992,1992/1/30,1,30,0.001148017,0.001405188,0,0
1380,1992,1992/1/31,1,31,-0.00091817,-0.002324071,0,0
1381,1992,1992/2/3,2,3,0.001376529,0.002811769,0,0
1382,1992,1992/2/4,2,4,0.007043382,-0.000487697,0,0
1383,1992,1992/2/5,2,5,0.005152897,-0.002078846,0,0
1384,1992,1992/2/6,2,6,0,0.002017845,0,0
1385,1992,1992/2/7,2,7,0.008163256,0.000304918,0,0
1386,1992,1992/2/10,2,10,-0.00197158,-0.001893951,0,0
1387,1992,1992/2/11,2,11,-0.011119258,0.001650034,0,0
1388,1992,1992/2/12,2,12,-0.000225315,0.001461452,0,0
1389,1992,1992/2/13,2,13,0.009143379,-0.001095628,0,0
1390,1992,1992/2/14,2,14,-0.004882258,-0.002689896,0,0
1391,1992,1992/2/18,2,18,-0.030984643,-0.00159735,0,0
1392,1992,1992/2/19,2,19,0.006895595,0.000492118,0,0
1393,1992,1992/2/20,2,20,0.003055941,0.00024585,0,0
1394,1992,1992/2/21,2,21,0.00280191,-0.002217679,0,0
1395,1992,1992/2/24,2,24,-0.005386304,-0.002229061,0,0
1396,1992,1992/2/25,2,25,0.001176632,0.000868217,0,0
1397,1992,1992/2/26,2,26,-0.00047027,-0.002298353,0,0
1398,1992,1992/2/27,2,27,0.006769575,0.006306779,0,0
1399,1992,1992/2/28,2,28,-0.0016244,-0.000798731,0,0
1400,1992,1992/3/2,3,2,-0.007977541,-0.003271653,0,0
1401,1992,1992/3/3,3,3,0.007046577,0.001113894,0,0
1402,1992,1992/3/4,3,4,-0.000233053,-0.001485827,0,0
1403,1992,1992/3/5,3,5,-0.001868941,-0.000310188,0,0
1404,1992,1992/3/6,3,6,-0.000937495,-0.000621042,0,0
1405,1992,1992/3/9,3,9,0.003737899,-0.000746424,0,0
1406,1992,1992/3/10,3,10,0.000464983,-0.000560661,0,0
1407,1992,1992/3/11,3,11,-0.004437573,0.000809612,0,0
1408,1992,1992/3/12,3,12,0.007678592,-0.001745659,0,0
1409,1992,1992/3/13,3,13,0.007998283,-0.000437513,0,0
1410,1992,1992/3/16,3,16,-0.000679825,-0.005348134,0,0
1411,1992,1992/3/17,3,17,0.002036289,-0.005094422,0,0
1412,1992,1992/3/18,3,18,-0.003854375,0.001662251,0,0
1413,1992,1992/3/19,3,19,0.004981535,-0.003202304,0,0
1414,1992,1992/3/20,3,20,-0.008870423,0.001283756,0,0
1415,1992,1992/3/23,3,23,0.005253166,-0.000128205,0,0
1416,1992,1992/3/24,3,24,0.002038413,-0.000384842,0,0
1417,1992,1992/3/25,3,25,-0.000678409,0.003642306,0,0
1418,1992,1992/3/26,3,26,0.002032055,-0.001083109,0,0
1419,1992,1992/3/27,3,27,-0.002711525,0.000127565,0,0
1420,1992,1992/9/22,9,22,0.057651813,0.01089493,0,0
1421,1992,1992/9/23,9,23,0.002375363,-0.001120921,0,0
1422,1992,1992/9/24,9,24,-0.004165451,0,0,0
1423,1992,1992/9/25,9,25,-0.002197952,0.001804507,0,0
1424,1992,1992/9/28,9,28,0.001599613,-0.002116388,0,0
1425,1992,1992/9/29,9,29,-0.00179998,-0.000624435,0,0
1426,1992,1992/9/30,9,30,0.000800912,0.001870618,0,0
1427,1992,1992/10/1,10,1,0.002393912,-0.00056034,0,0
1428,1992,1992/10/2,10,2,0.001786814,-0.000685843,0,0
1429,1992,1992/10/5,10,5,-0.002982121,0.001867936,0,0
1430,1992,1992/10/6,10,6,0.000797237,0.000992957,0,0
1431,1992,1992/10/7,10,7,0.001590096,-0.000186007,0,0
1432,1992,1992/10/8,10,8,0.001979468,0.000433892,0,0
1433,1992,1992/10/9,10,9,0.007440755,-0.000495912,0,0
1434,1992,1992/4/20,4,20,-0.043455476,-0.016948994,0,0
1435,1992,1992/4/21,4,21,0.000214519,0.002058881,0,0
1436,1992,1992/4/22,4,22,-0.003012957,-0.000256827,0,0
1437,1992,1992/4/23,4,23,0,0.000513502,0,0
1438,1992,1992/4/24,4,24,0.002369081,-0.002509078,0,0
1439,1992,1992/4/27,4,27,0.001500896,-0.001098254,0,0
1440,1992,1992/4/28,4,28,0.002560958,0.001356263,0,0
1441,1992,1992/4/29,4,29,0.007593492,-0.001356263,0,0
1442,1992,1992/4/30,4,30,0.001669563,0.000840091,0,0
1443,1992,1992/5/1,5,1,0,0.001482345,0,0
1444,1992,1992/5/4,5,4,0.005587855,0,0,0
1445,1992,1992/5/5,5,5,-0.006630579,-0.000966173,0,0
1446,1992,1992/5/6,5,6,-0.000626838,-6.4488E-05,0,0
1447,1992,1992/5/7,5,7,-0.001256398,-0.000839217,0,0
1448,1992,1992/5/8,5,8,0.003134205,0.001097111,0,0
1449,1992,1992/5/11,5,11,0.002904991,-0.000967895,0,0
1450,1992,1992/5/12,5,12,-0.000828016,-0.001164329,0,0
1451,1992,1992/5/13,5,13,-0.004163929,-6.47766E-05,0,0
1452,1992,1992/5/14,5,14,-0.004415523,0.002197001,0,0
1453,1992,1992/5/15,5,15,0.002948664,0.002698687,0,0
1454,1992,1992/5/18,5,18,-0.003583134,-0.000128129,0,0
1455,1992,1992/5/19,5,19,-0.00854938,0.00076821,0,0
1456,1992,1992/5/20,5,20,0.006002191,-0.003274318,0,0
1457,1992,1992/5/21,5,21,0.010516119,0.000386498,0,0
1458,1992,1992/5/22,5,22,0.000830391,0.000579102,0,0
1459,1992,1992/5/26,5,26,0.021446003,0.000192863,0,0
1460,1992,1992/5/27,5,27,-0.001582131,0.000963031,0,0
1461,1992,1992/5/28,5,28,0.000593975,-0.002185943,0,0
1462,1992,1992/11/19,11,19,-0.028834085,-0.003429595,0,0
1463,1992,1992/11/20,11,20,-0.002970272,0.002397097,0,0
1464,1992,1992/11/23,11,23,-0.004278798,-0.002657036,0,0
1465,1992,1992/11/24,11,24,0.000429782,0.000324901,0,0
1466,1992,1992/11/25,11,25,0.001072597,6.49509E-05,0,0
1467,1992,1992/11/30,11,30,-0.008218966,-0.000194882,0,0
1468,1992,1992/12/1,12,1,-0.008377514,0.000584384,0,0
1469,1992,1992/12/2,12,2,-0.001337664,0.001295822,0,0
1470,1992,1992/12/3,12,3,-0.008341235,-0.000517865,0,0
1471,1992,1992/12/4,12,4,-0.003198396,0.000453166,0,0
1472,1992,1992/12/7,12,7,0.005468628,-0.001296016,0,0
1473,1992,1992/12/8,12,8,-0.007767704,0.00084285,0,0
1474,1992,1992/12/9,12,9,0,-0.002272948,0,0
1475,1992,1992/12/10,12,10,0.010026131,0.000260368,0,0
1476,1992,1992/12/11,12,11,-0.004301101,0.001818221,0,0
1477,1992,1992/12/14,12,14,0,0.000129582,0,0
1478,1992,1992/12/15,12,15,-0.003196714,-0.000388862,0,0
1479,1992,1992/12/16,12,16,0.010416321,0.003101194,0,0
1480,1992,1992/1/2,1,2,0.001786304,0.017167027,0,0
1481,1992,1992/1/3,1,3,-0.005832555,0.002591337,0,0
1482,1992,1992/1/6,1,6,-0.000451919,-0.004451805,0,0
1483,1992,1992/1/7,1,7,-0.011918063,0.000372732,0,0
1484,1992,1992/1/8,1,8,-0.019484749,0.001116279,0,0
1485,1992,1992/1/9,1,9,-0.000243098,0.001175191,0,0
1486,1992,1992/1/10,1,10,0.008905214,0.007774596,0,0
1487,1992,1992/1/13,1,13,0.013140111,-0.004881136,0,0
1488,1992,1992/1/14,1,14,-0.007459885,-0.000368306,0,0
1489,1992,1992/3/31,3,31,0.022229365,-0.014867278,0,0
1490,1992,1992/4/1,4,1,0.008845407,0.002913464,0,0
1491,1992,1992/4/2,4,2,-0.000876478,-0.004441326,0,0
1492,1992,1992/4/3,4,3,0.010616857,0.000127527,0,0
1493,1992,1992/4/6,4,6,0.003411265,-0.001724787,0,0
1494,1992,1992/4/7,4,7,-0.00469743,-0.000640552,0,0
1495,1992,1992/4/8,4,8,0.008292778,-0.001605527,0,0
1496,1992,1992/4/9,4,9,-0.006578738,0.001220741,0,0
1497,1992,1992/4/10,4,10,0.002770968,0.004404582,0,0
1498,1992,1992/4/13,4,13,-0.00469974,-0.001399515,0,0
1499,1992,1992/4/14,4,14,-0.007801907,-0.002299888,0,0
1500,1992,1992/4/15,4,15,0.000218623,-6.406E-05,0,0
1501,1992,1992/3/30,3,30,-0.013767133,0.005538165,0,0
1502,1992,1992/6/2,6,2,0.060158009,-0.005474105,0,0
1503,1992,1992/6/3,6,3,0.006240531,0.001151466,0,0
1504,1992,1992/5/29,5,29,-0.006240531,-0.003077387,0,0
1505,1992,1992/6/1,6,1,-0.001574245,-0.000837225,0,0
1506,1992,1992/6/8,6,8,0.008008355,0.002378645,0,0
1507,1992,1992/6/4,6,4,0.000773454,-0.000384842,0,0
1508,1992,1992/6/5,6,5,0.002696294,0.000513047,0,0
1509,1992,1992/4/16,4,16,-0.048926287,-0.002700285,0,0
1510,1993,1993/1/5,1,5,-0.020910031,-0.010575557,0.006431316,0.040322917
1511,1993,1993/1/15,1,15,-0.008884383,-0.001191118,0,0
1512,1993,1993/1/18,1,18,0,0.000595967,0,0
1513,1993,1993/1/19,1,19,-0.006726191,0.001123489,0,0
1514,1993,1993/1/4,1,4,0.010621234,-0.000991163,0,0
1515,1993,1993/2/9,2,9,0.022447433,-0.000264693,0,0
1516,1993,1993/2/10,2,10,0.002806785,0.002376446,0,0
1517,1993,1993/1/6,1,6,-0.025254218,-0.000329285,0,0
1518,1993,1993/1/7,1,7,-0.00205773,-0.000593344,0,0
1519,1993,1993/1/8,1,8,-0.001607224,-6.59771E-05,0,0
1520,1993,1993/1/11,1,11,-0.002306402,-0.000924734,0,0
1521,1993,1993/1/12,1,12,-0.009350081,0.001056678,0,0
1522,1993,1993/1/13,1,13,0.002826221,-0.002182223,0,0
1523,1993,1993/1/14,1,14,0.004669878,0.000132569,0,0
