lgrpf,lgrau
-0.020072054,0.001157948
0.047966668,0.004855358
-0.016401471,0.013263841
0.001489862,-0.008273711
-0.019778648,-0.011261178
-0.022030684,0.001608381
-0.033698961,-0.00328744
-0.010387745,0.002001212
0.003969483,0.005567544
0.036829588,0.003798518
-0.030057522,-0.001452175
0.019704761,-0.003938918
0.008368168,0.003369351
0.02916684,0.001201544
-0.04434761,0.007202395
0.002396586,-0.00199218
0.01608682,0.002364699
0.017096606,0.00154873
-0.014472462,-0.005476203
-0.016667221,0.004857373
0.03773192,0.002777815
-0.060401973,-0.003335517
0.004275288,0.001917964
-0.008231621,-0.009297083
-0.021478443,-0.00037858
-0.040558305,0
0.034056197,-0.01398381
0.009528563,0.003117892
0.008585388,-0.000971939
0.035131561,-0.000324464
0.051076762,0.004070632
-0.060379737,0.002245084
0.018076899,-0.001987915
0.01574654,-0.000192863
0.004168233,0.005431547
-0.020918149,-0.000444746
-0.009136255,0.000190661
-0.045757491,-0.003508825
0.014938514,0.001151466
0.003291511,0.003626299
0.023059022,-0.001713947
0.021238654,0.003421156
0.000328886,0.002642391
-0.007628125,-0.001822789
0.013505885,-0.000378086
-0.000974119,-0.001642186
0.004848891,-0.000886833
-0.005499519,0.004165018
0.015037849,-0.000817229
0.028009068,-0.004427097
-0.011956556,0
-0.000303172,-0.001528311
0.026186196,0.002607619
0.014875514,0.003536517
0.003298455,0.000125773
-0.00247149,-0.000188673
0.003292204,-0.001891255
-0.010512099,-0.001582362
0.004734261,-0.000571064
0.013095298,0.001268014
0.026075927,-0.002794534
-0.02931292,-0.002684389
-0.03435616,0.000256372
0.009850998,0.00198177
0.012146914,0.000828381
-0.013869168,0.000508989
-0.007835796,0.002851999
-0.008576745,-0.001328602
-0.007228369,0.000633175
-0.015142359,-0.001711695
0.001882782,0.000444421
-0.024805165,-0.001844141
0.004288549,0.001272659
-0.01570917,-0.000127098
-0.004447324,0.000190633
-0.002413711,0.007432632
0.03102231,-0.000374877
0.00543875,0.001186001
0.004742979,-0.002688751
-0.004742979,-0.008743204
0.002536033,-0.003276255
-0.002854081,0.003084217
0.003485783,6.40E-05
0.028403362,0.000575775
-0.053078443,0.001786435
-0.004027489,0.001208052
0.012627661,0.002721668
-0.003948159,0.00094542
0.008509433,-0.000503968
-0.020573945,0.002827244
-0.013810209,-0.00207151
-0.013901462,-0.00353806
-0.029989097,0.003223331
0.00116277,0.003761777
-0.017777154,0.000312016
0.018936819,-0.001624934
-0.004657358,0.001624934
-0.003526091,-0.002941835
0.04017507,0.00031391
0.017570943,0.002003669
-0.007293401,-0.000750293
0.015819283,0.001124954
0.007698678,0.007487488
-0.072792026,-0.000552499
-0.008717883,-0.007747164
0.00793254,0.001747415
-0.00593578,0.000933231
0.006721123,0.005189356
0.013138024,-0.002895923
0.012012368,0.000494289
-0.022023145,0.007165424
0.015307117,0.004231156
0.060942997,-0.001446043
0.053144952,-0.001571999
-0.001448132,0.004699029
0.010036965,-0.000719626
-0.014117614,0.00832235
0.002336492,0.022040813
0.012630736,-0.004500501
-0.001985026,0.004500501
0.003961019,-0.003089078
0.011122105,-0.000169129
-0.005803576,-0.00894427
-0.021091935,-0.003293408
0.011243565,0.00415596
0.005654956,0.003148112
0.000841928,0.00622858
0.00056038,0
0.008869117,-0.005829544
-0.001098785,-0.001141079
0.00054974,0.007476302
0.002465254,-0.002251986
0.015032707,0.009546545
-0.008795463,0.012786292
0.002148647,0.000535835
0.004265665,0.016084873
-0.02036765,-0.002276507
-0.009841992,-0.009810536
-0.011236106,0.009706774
0.003198702,-0.017469409
0.002023339,0.018505912
-0.021275821,-0.006781914
-0.011352745,0.004446294
0.00093163,-0.004236033
0.017033339,0.004860094
-0.002392813,0.012448049
-0.015572156,0.005519704
0.014671441,-0.000498902
0.003591705,-0.003508457
-0.009035579,-0.00211876
0.004842358,0.003625856
0.013628367,-0.006060021
-0.003514202,-0.003882216
0.011318706,0.001843271
0.005692014,0.006390528
-0.014080247,0.004707031
-0.001462765,0.000895555
0.016672517,-0.000895555
0.000281918,0.002086764
-0.008825691,-0.002335857
-0.00491714,-0.00501211
-0.01660304,0.001861229
0.006896088,-0.003831738
0.007373598,-0.006942326
-0.009460839,0.003587113
0.007996101,-0.006426493
0.009577213,0.005915859
0.001718846,0.000102175
0,-0.000102175
-0.003156432,-0.001638076
-0.001731409,-0.013437692
-0.018005952,-0.000794199
-0.008521819,0.001005741
-0.012471625,-0.00521266
0.039577299,0.000748507
0.006591201,-0.005916177
-0.016226364,0.005595546
0.007318921,0.001920244
0,-0.00293714
0.003469748,0.003522191
0.002584239,-0.000372214
0.004839779,0.002704572
0.001977279,-0.005051539
-0.001694259,0.001068376
0.004503418,0.000533204
0.003624951,0.00079858
-0.000555719,-0.017086532
-0.000834914,-0.001662904
-0.003075159,0.002657598
-0.011369615,-0.004494177
0.008554994,-0.001284648
-0.011154703,-0.00870087
-0.00116044,0.003693727
0.001450066,-0.00016979
0.008883932,0.01332279
-0.003417417,-0.006693927
-0.002005983,0.000278662
0.002291797,-0.000557503
-0.00200466,-0.000837598
-0.002879947,0.001227925
-0.000867722,-0.003132483
0.003747669,0.005245301
0.01049277,-0.003452545
0.016494178,0.003452545
0.006957423,0.003095011
-0.006957423,-0.001323733
-0.006522693,-0.001216977
0.005442358,-0.00138708
0.004037474,0.004478157
0.026250132,-0.000715613
-0.00788954,-0.005488699
0.00914873,0
0.009452372,0.001003119
0,-0.001505548
0.007077729,0
0.004575365,0.016173137
-0.004333351,-0.00492507
0.00648392,0.002983362
0.000714496,-0.001407763
0.007549035,0.002433635
0.004652369,-0.00070165
0.005517844,0.009721424
-0.002750159,-0.002224169
0.005483012,0.006429425
0.000226963,0.001201513
-0.000908566,-0.000574222
-0.009191761,0.006789634
0.000464238,-0.0067374
-0.000696543,-0.009024489
0.004162599,0.003452491
-0.002539066,-0.011200269
-0.002786926,0.006466042
-0.003979013,0.005843806
0.002578814,0.002368167
0.00186593,-0.004272043
0.002089633,-0.009863444
-0.004891542,0.006725041
-0.004237053,-0.002946196
-0.002371904,-0.001291903
0.007544936,-0.004225426
-0.003284793,0.004009734
-0.002361585,0.003545281
0.002597039,-0.003275683
-0.009278625,0.000161678
-0.001928059,-0.000755014
-0.003151467,-0.005376815
-0.001462272,-0.000109311
-0.0096267,-0.007999299
0.000997232,0.003714547
0.008140947,0.007009318
-0.017199561,0.003732051
-0.008991925,-0.004221213
-0.008652093,0.007012733
0.009948108,-0.001823192
-0.004683868,0.0018767
-0.005529134,-0.001715522
0.024720526,-0.000483714
0.003986667,0.002947651
0.005912211,0.004463607
0.009199447,-0.00473075
-0.002161271,-0.001391799
0.00192166,0.000642923
0.005477875,0.001709823
0.000945661,0.002870149
-0.000709052,-0.001485857
0.006573231,-0.003415457
0.005325992,0.00112366
-0.004162599,-0.002142817
-0.002096357,0.000107392
0.001631374,0
-0.009405771,0.00411454
0.01033524,0.000743928
-0.005606892,0.004962213
0.003745959,-0.002843699
-0.000233178,0.005616747
0.001629625,0.007907288
0.003241019,-0.003083761
-0.001154732,-0.002327276
0.002995941,-5.19E-05
-0.004849922,0
-0.000697289,0.002843097
0.003936581,-0.003050596
-0.004402062,0.002070538
-0.001399446,0.000516096
-0.011360939,0.01079934
-0.002404737,0.004305433
-0.000724025,0.006428249
0.011677208,0.001665655
0.003979013,-0.006254618
0.000232928,0
0.008759952,0.011503541
-0.014857059,-0.003881988
0.004697661,0.004847087
0.002097482,0.011135146
0.003473448,0.011635032
0.000230578,-0.020366771
-0.005567954,-0.003851861
0.003024833,0.004091472
0.002312543,0.003340743
0.002070812,0
0.002973848,0.002370609
0.004084304,-0.002846288
-0.002264314,0
0.002941313,-0.003104675
0.003369253,0
-0.003143821,0.00732001
0.003143821,-0.000188578
0.003343315,0.000518392
0.00529634,0.008257419
0.001969593,0.003085178
-0.000436916,-0.001977518
-0.018759079,0.003809021
0.004766279,-0.005656693
0.002475902,-0.002413785
0.001568256,-0.016605307
-0.001119605,0.000483355
-0.002473338,0.003464366
0.00269749,-0.00201752
0.004015078,-0.007870862
0.002876866,0.011705716
0.003733528,-0.001913195
-0.001094769,-0.000239743
-0.000438681,0.000718832
0.002407282,0.002911056
-0.001749426,-0.003725822
0,0.00286885
0.000656861,0.001284825
0.001310749,-0.001475494
0.003259669,-0.005469534
0.00452282,0.002887287
0.002563477,-0.001441244
0.002760131,0.000913343
0.002952961,-0.003084217
-0.003800365,-0.01077223
-0.019739127,0.002175928
-0.003789096,0.00152652
0.005339754,-0.001230645
0.013069025,0.00353486
0.002353905,0.005490399
-0.001282367,-0.002372274
0.004047905,-0.001507546
0.002748039,0.000486877
0.006691237,-0.002831516
-0.003960476,0.001125053
0.002921742,0.001852421
0.0072195,-0.002243413
0.002040861,0.000635184
0.001422918,0.001705506
0.003637667,0.00048606
0.01132229,0.005502971
0.003709438,0.001006144
0.000970925,-0.003025451
-0.003701119,0.000289048
-0.009893241,0.001442361
-0.003012459,0.002393341
-0.00649728,-0.000907916
-0.013715702,-0.000622301
-0.001692333,-0.000143735
0.017245242,0.002865695
0.002437581,0.001520674
-0.001623533,-0.000569629
0.000203274,0.005053013
0.015765234,0.0095198
-0.003739699,0.000596716
-0.013654395,-0.003315241
-0.003070678,-0.001018059
-0.003092544,-0.004283385
-0.005413136,-0.002816446
0.005413136,9.42E-05
0,0.002066731
-0.004575942,-0.000844292
