lgrpf,lgrau
0,0
0.003964846,0.012387135
0.003058937,0.001777296
0.003613721,-0.00279617
0.003012459,-0.004614743
-0.001718846,0.005633616
0.008104601,0.006063547
-0.00014089,-0.003526773
-0.002118858,0.006277856
-0.002698813,0.000996089
0.003830157,0.006419478
0,-0.003444847
-0.000706745,-0.005719392
-0.00028302,0.005719392
0.000989765,-0.002477442
0.001269249,0.004449271
-0.001834553,-0.005942549
0.000988799,-0.001248332
-0.000564752,-0.005789001
-0.001556866,0.000759478
-0.000283667,0
-0.00156349,0.004278798
-0.00114063,-0.000752025
-0.003152267,0.001002411
0.003580354,-0.00251038
-0.005020801,0.002760621
0.003019441,0.009648637
-0.004899193,-0.00073464
-0.003637938,-0.003197878
0.001167459,0.00147887
0.004638703,-0.004949278
-0.003038554,0.004456881
-0.002329443,0.001966249
0.002909857,-0.00014716
0.005045802,-0.00379428
-0.000430208,-0.005980053
-0.003167945,0.004045553
0.002880903,0.004893928
0.000860557,-0.001723882
-0.001722823,-0.002722858
0.000862266,0.000248239
0.001147031,-0.028194201
0.001001173,0.002640096
-0.000571816,-0.001054113
-0.000143072,-0.00397587
0.003420782,-0.008062629
0.000141949,0.002973706
-0.001564002,0.005088924
0.003970072,0.003711941
0.003234198,0.001844141
0,-0.005396346
0.004182644,0.000372488
0.004142745,0.004497759
-0.002757435,0.003147075
0.000276533,0.00026123
-0.00333007,-0.001045863
-0.003215457,0.005979605
0.002099736,0
0.001394205,0.003087415
0,-0.00412145
0.000556431,-0.003638635
-0.000556431,-0.001202236
0.002498345,0.001202236
-0.000415394,0.000260916
-0.001109664,-0.005776674
-0.000973287,0.000950548
0.002775054,0.000632545
0,0.014248935
0.003306827,0.004563557
0.001096704,-0.001515864
0.002048885,-0.001775221
-0.000272627,-0.001017679
-0.002050174,-0.004094734
0,0.000154251
-0.001097397,0.001385802
0.000411849,0.00458766
-0.001925311,0.001518514
-0.000689685,-0.006362471
-0.00082907,-0.001540964
0.001794323,0.003587113
0.002746101,0.000764828
0.001230103,-0.000764828
0.002449803,-0.003587113
0.001625558,-0.01120654
0.001080335,0.003156606
0,-0.003420695
-0.000809999,0.003158519
0.000135105,-0.004481379
-0.001352943,-0.001326901
-0.001493122,0.004757991
0.002710961,-0.005023858
-0.00257501,0.003707414
0.000543378,0.0007377
0.000135738,0.003722023
-0.000271519,0.00467267
-0.001496396,0.002060713
-0.002048885,-0.001029134
-0.000959464,-0.00388112
-0.001649744,0.004138633
0.001649744,0.004762105
-0.001099132,-0.002451339
0.00219549,-0.00076889
0.000957048,-0.006460912
-0.001916209,0
0.000274262,0.001144113
-0.001235547,-0.00401765
0.000137457,0.002456749
-0.000412501,0.000937214
-0.002898528,0.00077947
0.000276885,-0.005223087
-0.000553947,0.000787479
-0.001805223,0.000786054
-0.000835718,0.001045863
0.001113933,-0.009504696
0.002357664,-0.005371676
0.001105076,0.003767138
0.00096464,0.000267835
-0.001378714,0.007169806
-0.001660255,0.000105335
0.000830921,-0.001160088
-0.001246978,-0.003711941
0,0.005556082
-0.001111439,0.002098045
-0.001532888,-0.002887432
-0.00491368,0.001419866
-0.002264905,-0.005122764
-0.003419659,-0.004002742
-0.006340178,-0.017505422
0.003757646,0.004995135
-0.000575987,-0.004437275
0.001725676,0.00498876
0.003003531,0.003731641
0.005382714,0.00391651
-0.00395973,-0.002171477
-0.000710909,-0.004650757
0.001987621,0.00426963
-0.001560936,0.000108928
0.000852115,-0.0041036
0.000992026,0.00246681
-0.005126158,-0.003567684
-0.000286568,-0.004710098
0.000429782,0.004985578
0.001572238,0.000275306
-0.000142696,0.003836065
-0.002863805,-0.005932777
0.001147789,-0.009053951
-0.000717013,0.003655462
0.001575868,-0.006488444
0.000142978,-0.00485889
-0.000429074,0.005994301
0.001000514,-0.005994301
0.000570689,0.003720503
-0.000999199,-0.002285766
-0.000142931,0.003708284
0,0.00085128
-0.001718846,-0.00136285
-0.001725676,0.000227439
0.000144068,0.000681603
0.000287994,0.000737198
-0.003178483,0
-0.014748259,-0.008583174
0.003585527,-0.000578288
-0.000744548,-0.001158892
-0.001492935,0.002603172
0.002237483,-0.000865991
0.007376103,0.020872713
-0.004410612,-0.003039936
-0.002370771,0.014723257
0.000742257,-0.006210098
0.001480719,0.001628606
-0.001184171,-0.003809625
-0.000148249,-0.000273399
-0.003423762,0.002997966
0.003127112,0.0013559
0.000593096,-0.013473971
-0.000593096,0.002783949
-0.000891165,-0.002281519
0.001039515,-0.00022323
-0.002528867,-0.000279199
-0.008131965,-0.013041154
-0.002897849,-0.002597981
0.005776491,0.00357541
0.001808307,0.000573932
0.002997213,0.000343996
0.005343403,0
0.00600653,0
0.001887293,-0.001032805
-0.004660482,0.005026084
-0.000879436,0
-0.002944381,0.00068089
0.001474686,-0.010327172
-0.002954396,0.001449099
-0.001782333,0
0.004294848,-0.011730476
-0.000294837,0.007076238
0.000147443,-0.004113781
0.001177748,0.000884811
0.000587679,0.005562324
0.002050635,-0.004855771
-0.002197481,-0.001591364
0.003219179,0.001179348
0.000873832,0.007009613
0.00058158,-0.004075179
-0.005409562,0.000116966
0.002640096,-0.007371595
0.001168244,0.001662146
0.002472133,0.000592085
0.002746421,0.00353566
-0.003617333,-0.000176101
0.001305713,0.004555578
0.004611,0.005082903
-0.001579515,0.005818059
-0.001152358,-0.000170012
0.000720582,-0.002615212
-0.001731409,-0.001199157
0,0.00737071
-0.003046675,-0.003669718
0,-0.006109285
-0.002921602,-0.000920969
0.001609313,-0.000980675
0.001312289,0.008010929
0.00116316,0.001019338
-0.000145225,-0.001984248
-0.001600685,0.007715737
0,0.006922277
0.001891086,0.003283906
0.002604906,-0.002734861
0.009843193,-0.002476187
-0.004822392,0.006300188
0.001423918,-0.005473223
0.002551346,-0.001655508
-0.000424185,0.006856702
0.00113024,0.007392655
-0.000706055,-0.003599666
0.00028256,-0.004065189
0.000705596,-0.00163679
0.00267086,0.002887498
-0.001122571,-0.004530481
-0.000703083,0.001642982
0.000703083,0.002724567
-0.000843837,-0.005741465
-0.002966407,-0.001930814
-0.002131337,0.000938896
0.000427105,0.00027576
-0.00142532,-0.001657193
0.001852005,-0.003333478
0.000852115,-0.001620399
-0.000283853,-0.000560163
0.001841734,0.001622487
-0.000990733,-0.003476169
0.002965443,0.005036977
-0.000140753,-0.001951889
-0.000704452,-0.001455675
0.000704452,-0.00769484
-0.00056347,0.000969344
-0.000423083,-5.70E-05
-0.000423495,-0.001083669
-0.000423909,0.002448661
0.000847404,-0.001194133
0.000282101,0.003572593
-0.001412341,-0.002946686
-0.00028302,-0.003024069
0.000141533,0.00097228
-0.000424738,0.000114243
-0.002272311,0.000365376
0.00028469,0.004970423
0.000710909,0
0.000851558,-0.001865748
-0.001135782,-0.001077866
-0.000996252,-0.002735004
-0.00071301,-0.000743704
-0.002433029,-0.003968814
0.00043035,0.000808205
-0.001723963,0.000979374
-0.000143973,0.00132153
0.001294042,-0.002070264
-0.001294042,0
0.000863123,-0.006036802
0.001721116,0.001284032
0,-0.000991873
0.000286191,0.0008753
0.00327771,5.83E-05
0.000141949,0.000815249
0.005359987,0.002320885
-0.003518853,0.00144428
0.00028256,-0.001039397
0.0025348,0.005914328
-0.003666144,-0.001428132
-0.00099235,-0.00108853
0.002123694,-0.003339857
0.001832172,0.009773967
-0.002397475,0.001579665
0.001411882,0.000900093
0.000281826,-0.002423242
-0.001835149,0.010606691
0.000706745,-0.003043809
-0.00028256,0.003043809
-0.002551346,-0.002322436
-0.002137631,0.000609458
-0.000428792,-0.006920285
-0.003157475,-0.003955865
0.000287994,-0.008600172
-0.001008815,-0.001159666
0.00115274,0.001853981
-0.002163903,-0.008877765
-0.003484829,-0.000118031
0.001164719,0.003175627
-0.001894258,-0.000703691
-0.005880855,0.000879436
-0.001185788,0.004080649
0.004283163,-0.005841305
-0.002801434,0.000293939
-0.001630181,-0.000211616
0.004578559,0.004189556
0.00278254,0.000174661
-0.002342005,-0.00356532
-0.001322949,-0.00194105
0.001029309,-0.004205845
0.001173373,-0.013972659
-0.002644562,-0.018523497
-0.001032805,0.007315276
-0.000739225,-0.006354093
-0.004013703,0.002425519
-0.001945834,0.004873719
-0.001051379,0.006373016
0.001651026,-0.003674941
-0.002554239,-0.001754981
-0.001963428,0.005553953
-0.003190563,-0.010290036
-0.001986922,-0.008981299
-0.003074664,0.004513866
-0.002320368,0.00414985
-0.003582152,0.003102343
-0.001096111,-0.011442079
-0.00094173,0.004189886
-0.000628957,0.004911659
0.00826065,-0.004270634
0.0142753,0.006358744
-0.004354242,0.006577972
0.005100581,0
0.002824448,-0.009110309
0.001035973,0.00316312
-0.000443686,-0.000315277
-0.004013703,0.003142521
0.001044157,-0.004089728
0.001487311,0.013076521
-0.000891775,-0.003819894
-0.00298588,0.001667634
0.00059882,-0.000308338
0.00609077,-0.003344078
0.003672392,-0.004122487
0.002770396,-0.001257004
-0.001601758,0.007797238
0.002037578,-0.001548289
-0.00072661,0
0.000145419,-0.000310321
-0.001748253,0.000930299
-0.006915898,-0.004045768
-0.000742257,0.001248871
-0.002832203,-0.008882103
-0.002399423,-0.003771217
0.005973883,0.002879311
-0.000890861,-0.000957651
0.00207584,-0.001664947
0.002507396,0.002367431
-0.003247629,-0.002303276
0.000592287,-0.002122121
-0.001037033,0.005890565
-0.001188221,-0.007958331
0.000594517,0.001938818
0.005607686,0.004171313
-0.000586885,-0.001599613
-0.001618034,0.006047438
0.000147343,0.005340397
0.001030006,-0.003448044
-0.000146994,0.001382504
0.000587679,-0.001067912
0.001172977,-0.00189098
0.000439051,0.002079626
-0.001025143,-0.000188646
-0.001174563,0.004069095
-0.001030355,-0.002813
-0.001032805,-0.00308391
-0.000443384,-0.00278801
0.001181353,-0.000763483
-0.001773236,-0.004159021
-0.000740991,0.000449813
-0.003275462,0.001026398
-0.004053945,-0.000320489
-0.001813972,0.001088699
-0.012602493,0.001341106
-0.004861264,-0.001341106
0.002515833,0
0.011602502,-0.001409424
-0.001376044,0.002048563
0.002290991,0
0.002127409,-0.001920244
-0.001062402,-0.001156235
-0.002590991,-0.001740145
-0.002914224,-0.000969769
0.003677886,-0.002596686
0.004251868,0.000390494
-0.001362137,0.011934386
-0.001518514,-0.000823548
0.002275784,0.004604429
0.000453729,0.001878168
-0.000756479,-0.000625154
-0.002277375,-0.000375525
-0.001677698,-0.0013169
0.000610822,0.005863876
-0.000305304,-0.005801075
-0.003218714,-0.002582282
-0.002313775,0.001576388
-0.003883897,-0.002018804
0.000311993,-0.000949555
-0.001718743,-0.002988787
-0.009176691,-0.004360938
0.002391935,-0.005187216
0.000158995,-0.005117897
0.002536033,0.002106951
-0.002695028,-0.002106951
-0.000159053,0.000659521
0.003485783,0.003282665
0.00283134,-0.002755768
-0.000313683,0.001117537
-0.003465553,-0.0049521
-0.000158184,-0.000997232
-0.003175842,0.000665076
-0.008530053,-0.003000895
-0.002444899,-0.000334716
-0.001965878,-0.002350266
0.005709118,-0.010219165
-0.00016208,-0.008352074
-0.006697922,0.000421441
-0.000823932,-0.0025348
0.002795015,0.004915269
0.00472684,0
-0.007356943,0
0.001152631,-0.002520904
-0.008133404,-0.005228271
-0.001342488,-0.004573067
-0.011236784,0.001219425
0.006505124,-0.00707712
-0.001361426,0.005426491
-0.000853063,-0.002162467
0.005599499,0.004743293
0.00016856,0.000642817
0.005858754,-0.007559399
-0.00350576,0.004048047
-0.004888288,0.001293186
0.001184979,0.003998794
-0.000169085,0.003539502
0.00487693,-0.001058825
-0.007081045,-0.000495003
-0.002899287,-0.009513872
-0.001714548,0.000867
-0.000515687,-0.002896756
-0.000344132,-0.00160149
0.002574367,0.007949039
0.004934251,-0.000501536
0.012342533,0.005343696
0.005393002,-0.004341202
-0.003587883,-0.003374712
0.004237053,0.001151784
0.004677683,0.001148738
0.002240286,-0.001724248
0.006023159,-0.002671701
0.007026309,0.000506719
-0.010661916,0.003387031
0.007241033,0.001003818
-0.00031233,0.001358624
0,-0.000214237
-0.00804126,-0.00200466
-0.001754083,0.00043035
-0.000639609,-0.00439522
-0.006123734,-0.002105234
-0.005224658,-0.021098345
0.005711263,0.002285766
-0.00162414,0.007608163
0.000650385,-0.00457907
0.007569945,-0.000755295
0.008537553,0.002111524
-0.002984854,-0.001129897
0.003454277,-0.000754901
0.004821224,0.003311794
-0.005290647,0.002094431
-0.002669691,0
0.005478648,-0.003822446
0.002172253,0.002701685
0.002007409,0.000747495
0.001998173,0.002902999
0.008052568,0.009030538
-0.00075333,0.025263363
0.002705893,0.009828387
-0.009698535,-0.007435574
-0.001535154,-0.004110073
-0.002312953,-0.001240645
0.005530532,0.012451059
-0.00444962,0.008830262
0.001385802,-0.005489518
0.000614495,0.003975263
0.006551488,-0.010885478
0.001961382,-0.003190112
-0.000451841,0.003392943
0.001203866,-0.006126513
0.002845878,0
-0.000597585,0.008620334
0.002831232,0.005542697
-0.004478842,0.006585334
-0.00391938,-0.003082674
0.0069104,0.0056891
-0.001492935,-0.004899952
-0.001348044,-0.004159119
0.00104884,0.003172459
0.00431841,-0.003637052
0.007200446,0.000994948
-0.022123015,-0.001460038
-0.006022313,-0.006226791
-0.000933967,0.000673847
0.001089433,0.001344566
-0.004374226,-0.001344566
-0.000471291,-0.001551415
-0.004741253,-0.012128283
0.000476461,0.001041058
-0.001112557,-0.000693761
-0.001594328,0
0.001912493,0.001040227
-0.002232062,-0.000901386
0.006504623,0.003112244
-0.003160818,-0.000827753
0.003318257,0.008884383
0.001100475,0.007378153
0.002036371,-0.005016935
0.002182389,-0.003580577
-0.00202614,0.003244045
0.001559407,0.001075986
0.001553828,-0.011433044
-0.01418874,0.001857874
0.007939791,-0.001168845
0.001570687,-0.000964946
-0.002043003,-0.004787383
0.001101273,0.001045234
0.004377375,0.003604124
-0.001246183,-0.00082907
-0.005652503,0.005634021
-0.000158069,-0.003357875
-0.007173315,-0.001999613
0.000963315,0.000828543
-0.002573604,-0.000690343
-0.001778242,-0.003189787
0.002261956,0.00415596
0.000965815,-0.000689904
0.006384451,-0.001036915
-0.0019055,0.006184678
-0.000955894,0.000886107
-0.00015952,0.006555258
0.001274526,0.002207772
-0.001593743,-0.009853879
-0.004493848,-0.006395395
-0.000484253,0.001659462
-0.002267016,0.001171627
0.003073805,0.00171726
0.002411414,-0.00240607
-0.003541339,0.003775005
-0.003081841,-0.005294244
0.004211766,-0.00788823
-0.000483894,0.002948664
0.001289187,-0.001542041
0.007339464,0.007793989
0.001579254,0
-0.002846806,-0.001796893
-0.00414528,0.002898989
0.003192183,0.000275088
0.000953097,0.008037674
0.001741931,0.005165841
0.000158011,-0.007534418
-0.001424177,-0.001495459
0.004729206,-0.002252888
-0.008550003,0.007128088
0.002868745,-0.00644416
-0.00047681,-0.000478637
-0.000159053,-0.000616166
0.000953446,0.01289243
-0.000317583,-0.00166588
-0.003508825,0.002993999
0.001119522,-0.00722058
0.001912493,-0.002162691
0.000317932,0.004381743
-0.00111378,-0.005331318
0.000159286,0.001829467
0.000636562,0.001821793
0.000953097,-0.001146163
0.003319464,0.006699107
0.000472145,-0.000199477
0.001883463,-0.000665586
0.005137797,0.006741581
-0.000464569,0.00553913
-0.000620199,0.007128691
0.001548841,-0.008685536
-0.00325897,0.002268538
0.001399697,-0.000517479
-0.000310654,-0.000842221
0.002324508,0
-0.000309216,0.001488974
0.000309216,0.006287724
-0.002479918,-0.0049971
0.002170702,-0.004859743
0.003082302,-0.006631581
-0.000153597,-0.002920977
-0.004633342,-0.000333176
-0.003429479,-0.011277502
-0.001724949,0.002659998
0.003910476,0.003116635
-0.000155745,-0.001216891
0.00248524,-0.002035759
-0.0004649,0.00277982
-0.001397695,-0.002711807
0.00248169,-0.002318425
0.000309216,-0.00184996
0.001542788,6.87E-05
0.007935327,0.003895657
-0.01025157,0.011150146
0.002778013,0.000596422
0.002913195,0.000793957
0.007273769,0.00099041
0.000450591,-0.000858225
0.002245969,-0.003783135
-0.000747366,-0.004691498
0.003427286,0.003623615
0.000741497,-6.68E-05
-0.004617821,0.004124132
0.002389522,-0.002989419
0.001635203,0.000799193
-0.004324341,0.000266071
-0.004822195,-0.001398695
0.00105944,0.000133403
0.004959984,0.001398266
0.004312496,0.00046509
0.000147946,-0.004472141
0.002801434,0.002475382
-0.000441132,0.000999527
0.00657039,-0.000133137
0.004469128,0.002125318
-0.013843808,-0.00245834
0.003832902,0.000399596
0.000879733,-0.001066408
0.007550612,0.001465637
0.00071915,-0.000266112
-0.001439492,-0.000133117
0.003732802,-0.001466987
0.000142931,-0.002142684
-0.002867587,0.002476526
-0.003321304,-0.001002296
0.005473767,-0.00026767
0.000715124,-0.001878323
0.000856597,-0.001414093
0.003409591,0.001548529
0.001835746,0
0.003089078,0.001877743
0.004315833,0.001069362
-0.00529634,0.000133485
-0.000561285,-0.002543264
0.005303148,0.001139617
0.005650111,0.00173718
-0.012500544,0.000199997
0.001266371,0.000932106
0.001402761,0.004893883
-0.003797903,0.001378818
-0.014216893,-0.004083478
0,-0.008891431
-0.01019136,0.001483386
-0.006322596,0.002148647
0.003624175,-0.001879484
-0.002110425,-0.000673221
-0.018996173,-0.006653383
-0.03757334,-0.00054766
0.025893322,-0.002059899
0.007555934,0.002744366
0.001908291,0.00034183
-0.001589659,0.001160212
-0.013752325,0.003462155
0.001804437,-0.001490095
-0.007596219,0.007733248
-0.005026613,-0.00033338
-0.003383691,0.002726193
0.010901959,-0.003661022
0.010958115,0.002665618
-0.003730657,-6.64E-05
-0.005904397,0
-0.012394899,-0.000664974
0.0069111,0.000598522
0.009919605,0.001658247
-0.006090263,0.002640096
-0.004498775,0.003408305
-0.000502753,0.001173593
-0.001848422,0.0089575
-0.01212381,-0.001341501
-0.002082951,0.002042541
0.003293408,0.007262091
-0.018340779,0.019890155
-0.010206299,-0.012624317
-0.044223422,-0.001975191
-0.014111143,0.006752418
-0.004239121,-0.004284829
-0.012313576,-0.003334568
-0.007069039,0.004563125
0.028654659,0.005364739
-0.013983372,-0.006593296
-0.011122385,0.000307465
0,0.005800856
-0.018733193,-0.009195004
-0.035300599,-0.003983239
-0.050902425,-0.01101783
0.01979406,-0.001670613
0.007724546,-0.000257589
0.031316358,0.000128813
-0.022690304,0.003782909
-0.005993958,-0.005589783
-0.022069275,0.001871267
0.019964877,-0.004205492
-0.012302267,-0.003459492
-0.035010837,0.007664983
0.010171296,0.005311558
-0.028181941,-0.005504764
