date,y,m,d,BIGpf,BIGau
2002/9/24,2002,9,24,8.4768,50.87355
2002/9/25,2002,9,25,-18.38735,-15.33315
2002/9/26,2002,9,26,-32.72341,-74.76988
2002/9/27,2002,9,27,18.52613,6.11061
2002/9/30,2002,9,30,-12.81736,49.24868
2002/10/1,2002,10,1,53.86228,-26.24144
2002/10/2,2002,10,2,-48.161,6.06981
2002/10/3,2002,10,3,-105.24497,-1.34811
2002/10/4,2002,10,4,-20.47873,-24.33786
2002/10/7,2002,10,7,2.93145,19.61617
2002/10/8,2002,10,8,-23.5072,-37.27873
2002/10/9,2002,10,9,-19.19374,4.76237
2002/10/10,2002,10,10,-56.5961,-5.44314
2002/10/11,2002,10,11,59.55451,-28.68895
2002/10/14,2002,10,14,96.51386,12.31848
2002/10/15,2002,10,15,-45.06527,-21.23694
2002/10/16,2002,10,16,-36.68669,-29.63068
2002/10/17,2002,10,17,22.04918,-45.8766
2002/10/18,2002,10,18,-2.93343,27.86181
2002/10/21,2002,10,21,-184.32375,-2.08345
2002/10/22,2002,10,22,-69.43922,-6.95E-01
2002/10/23,2002,10,23,40.25575,-6.25735
2002/10/24,2002,10,24,3.0812,-4.87307
2002/10/25,2002,10,25,-180.81839,17.37875
2002/10/28,2002,10,28,38.36266,20.07262
2002/10/29,2002,10,29,-68.97527,37.13117
2002/10/30,2002,10,30,-8.09194,-8.22398
2002/10/31,2002,10,31,65.91307,4.79921
2002/11/1,2002,11,1,-14.38327,40.24116
2002/11/4,2002,11,4,-28.91024,-31.34238
2002/11/5,2002,11,5,-132.53186,12.9732
2002/11/6,2002,11,6,-61.91165,-16.39365
2002/11/7,2002,11,7,-66.22801,26.60834
2002/11/8,2002,11,8,67.91295,33.20155
2002/11/11,2002,11,11,26.87059,-13.52101
2002/11/12,2002,11,12,-6.70208,14.19596
2002/11/13,2002,11,13,-120.71597,30.26455
2002/11/14,2002,11,14,17.20662,-72.99239
2002/11/15,2002,11,15,37.61629,6.81033
2002/11/18,2002,11,18,199.63429,-4.76611
2002/11/19,2002,11,19,-47.41075,12.92443
2002/11/20,2002,11,20,91.09132,-11.56215
2002/11/21,2002,11,21,-102.61326,-16.37562
2002/11/22,2002,11,22,67.0549,6.84E-01
2002/11/25,2002,11,25,-106.79237,-3.41883
2002/11/26,2002,11,26,47.97055,6.84E-01
2002/11/27,2002,11,27,79.86875,4.78486
2002/12/2,2002,12,2,56.16301,-19.17116
2002/12/3,2002,12,3,9.55544,44.37536
2002/12/4,2002,12,4,-94.88759,32.48089
2002/12/5,2002,12,5,93.29648,4.71656
2002/12/6,2002,12,6,-57.67182,44.22043
2002/12/9,2002,12,9,43.32551,-8.67455
2002/12/10,2002,12,10,85.37553,-26.80011
2002/12/11,2002,12,11,-53.55894,15.43027
2002/12/12,2002,12,12,95.62546,28.70165
2002/12/13,2002,12,13,66.16483,76.49478
2002/12/16,2002,12,16,246.36904,10.44605
2002/12/17,2002,12,17,0,77.55465
2002/12/18,2002,12,18,48.78153,-12.82998
2002/12/19,2002,12,19,17.08702,89.02395
2002/12/20,2002,12,20,-37.10721,-43.01233
2002/12/23,2002,12,23,203.01101,29.77452
2002/12/24,2002,12,24,29.98907,0
2002/12/26,2002,12,26,70.07075,0
2002/12/27,2002,12,27,30.63584,67.03272
2002/12/30,2002,12,30,-182.98776,-26.18869
2002/12/31,2002,12,31,-23.59925,0
2003/1/2,2003,1,2,89.54843,-42.73844
2003/1/3,2003,1,3,164.56064,8.83354
2003/1/6,2003,1,6,-130.60468,90.4488
2003/1/7,2003,1,7,-140.24022,-34.08679
2003/1/8,2003,1,8,-73.2766,9.32296
2003/1/9,2003,1,9,198.6089,32.78177
2003/1/10,2003,1,10,-42.29067,7.38806
2003/1/13,2003,1,13,78.7919,-5.53986
2003/1/14,2003,1,14,14.78336,6.76999
2003/1/15,2003,1,15,111.26176,-25.90601
2003/1/16,2003,1,16,58.45236,16.05527
2003/1/17,2003,1,17,32.13678,57.55573
2003/1/21,2003,1,21,88.7381,-39.10388
2003/1/22,2003,1,22,-226.66225,57.31331
2003/1/23,2003,1,23,-80.05655,74.46603
2003/1/24,2003,1,24,136.53599,15.45322
2003/1/27,2003,1,27,-131.15273,29.56407
2003/1/28,2003,1,28,50.81089,-1.17871
2003/1/29,2003,1,29,125.77733,17.6471
2003/1/30,2003,1,30,28.31806,-27.08829
2003/1/31,2003,1,31,-43.84245,-1.18159
2003/2/3,2003,2,3,-98.30535,23.57099
2003/2/4,2003,2,4,107.36799,82.08209
2003/2/5,2003,2,5,45.03168,63.54386
2003/2/6,2003,2,6,29.34002,-72.20262
2003/2/7,2003,2,7,120.36645,-29.56959
2003/2/10,2003,2,10,-79.8725,-32.11604
2003/2/11,2003,2,11,119.26456,-76.86829
2003/2/12,2003,2,12,40.25227,-92.85561
2003/2/13,2003,2,13,71.04934,-42.87246
2003/2/14,2003,2,14,52.23944,17.81282
2003/2/18,2003,2,18,18.84144,-126.25186
2003/2/19,2003,2,19,23.43743,23.91426
2003/2/20,2003,2,20,-43.45917,69.11003
2003/2/21,2003,2,21,-145.23844,9.25541
2003/2/24,2003,2,24,108.48886,35.60314
2003/2/25,2003,2,25,-50.29107,29.24553
2003/2/26,2003,2,26,193.15628,-69.78243
2003/2/27,2003,2,27,-57.9841,-8.02934
2003/2/28,2003,2,28,-70.61854,-47.24017
2003/3/3,2003,3,3,-86.28651,-24.44264
2003/3/4,2003,3,4,120.56221,98.18493
2003/3/5,2003,3,5,-23.60943,6.75371
2003/3/6,2003,3,6,36.54012,9.19272
2003/3/7,2003,3,7,90.6023,-48.63509
2003/3/10,2003,3,10,-59.02561,45.57301
2003/3/11,2003,3,11,-64.5672,-71.03033
2003/3/12,2003,3,12,129.33669,-32.50348
2003/3/13,2003,3,13,-214.1322,-148.05477
2003/3/14,2003,3,14,-76.65293,9.07888
2003/3/17,2003,3,17,-55.59243,71.31855
2003/3/18,2003,3,18,-425.50522,-24.92463
2003/3/19,2003,3,19,-252.6747,-38.6271
2003/3/20,2003,3,20,-188.62735,0
2003/3/21,2003,3,21,-266.0416,-29.84854
2003/3/24,2003,3,24,273.62488,-53.06326
2003/3/25,2003,3,25,-105.8372,32.17741
2003/3/26,2003,3,26,101.28882,-25.5912
2003/3/27,2003,3,27,256.23444,36.69931
2003/3/28,2003,3,28,-30.13455,-26.18211
2003/3/31,2003,3,31,124.90375,53.5045
2003/4/1,2003,4,1,-179.97019,-6.48976
2003/4/2,2003,4,2,-181.6649,-66.09597
2003/4/3,2003,4,3,61.90292,-74.49031
2003/4/4,2003,4,4,-52.78866,1.34145
2003/4/7,2003,4,7,-101.32462,-52.62604
2003/4/8,2003,4,8,6.20864,47.25775
2003/4/9,2003,4,9,129.87786,-27.61711
2003/4/10,2003,4,10,-214.45285,43.70211
2003/4/11,2003,4,11,106.2356,2.67505
2003/4/14,2003,4,14,74.97255,15.34965
2003/4/15,2003,4,15,98.98024,-6.66709
2003/4/16,2003,4,16,-16.34084,-18.05245
2003/4/17,2003,4,17,199.25927,38.68722
2003/4/21,2003,4,21,45.25415,0
2003/4/22,2003,4,22,-137.20216,103.67395
2003/4/23,2003,4,23,-501.192,-20.79834
2003/4/24,2003,4,24,-1.62993,5.20893
2003/4/25,2003,4,25,-62.39499,-5.86049
2003/4/28,2003,4,28,-129.24886,-8.47913
2003/4/29,2003,4,29,-42.80485,-15.69741
2003/4/30,2003,4,30,95.30355,69.551
2003/5/1,2003,5,1,38.54462,57.01418
2003/5/2,2003,5,2,-60.48299,-8.91906
2003/5/5,2003,5,5,136.5609,0
2003/5/6,2003,5,6,-128.10994,29.87038
2003/5/7,2003,5,7,85.27326,-12.6857
2003/5/8,2003,5,8,122.43655,58.04981
2003/5/9,2003,5,9,117.51281,18.13863
2003/5/12,2003,5,12,-58.35895,39.76401
2003/5/13,2003,5,13,178.87529,-8.66732
2003/5/14,2003,5,14,100.91569,38.86744
2003/5/15,2003,5,15,-64.49665,8.59017
2003/5/16,2003,5,16,60.02784,9.18494
2003/5/19,2003,5,19,-46.44905,48.66096
2003/5/20,2003,5,20,67.2643,87.4247
2003/5/21,2003,5,21,-37.24037,17.74806
2003/5/22,2003,5,22,-27.01218,21.20238
2003/5/23,2003,5,23,46.41702,10.5625
2003/5/27,2003,5,27,28.20586,10.53687
2003/5/28,2003,5,28,-115.45881,-141.43005
2003/5/29,2003,5,29,78.30765,43.27354
2003/5/30,2003,5,30,68.11441,-20.38101
2003/6/2,2003,6,2,165.75387,40.07152
2003/6/3,2003,6,3,-5.6604,2.97564
2003/6/4,2003,6,4,-88.693,-9.52923
2003/6/5,2003,6,5,98.59387,30.30181
2003/6/6,2003,6,6,75.62881,-44.63497
2003/6/9,2003,6,9,23.53905,-2.99204
2003/6/10,2003,6,10,38.49422,-102.97562
2003/6/11,2003,6,11,85.38441,0
2003/6/12,2003,6,12,-115.6011,-24.58857
2003/6/13,2003,6,13,-120.17924,9.85214
2003/6/16,2003,6,16,74.45632,64.10592
2003/6/17,2003,6,17,-15.34858,53.60613
2003/6/18,2003,6,18,-100.39486,-36.06619
2003/6/19,2003,6,19,-57.59958,-25.42573
2003/6/20,2003,6,20,122.90825,4.24797
2003/6/23,2003,6,23,-238.96205,-36.54674
2003/6/24,2003,6,24,-58.4564,-83.37228
2003/6/25,2003,6,25,173.06037,-1.87102
2003/6/26,2003,6,26,-138.49098,-53.34995
2003/6/27,2003,6,27,38.74994,20.79023
2003/6/30,2003,6,30,134.40391,6.28047
2003/7/1,2003,7,1,30.10471,52.40043
2003/7/2,2003,7,2,-35.86267,16.09188
2003/7/3,2003,7,3,38.71893,-26.02429
2003/7/7,2003,7,7,-41.60078,-15.56501
2003/7/8,2003,7,8,12.95328,-11.86683
2003/7/9,2003,7,9,93.82832,-38.31943
2003/7/10,2003,7,10,25.2416,-9.47483
2003/7/11,2003,7,11,30.65293,3.79241
2003/7/14,2003,7,14,-1.38863,47.75277
2003/7/15,2003,7,15,48.33984,9.36316
2003/7/16,2003,7,16,-79.00261,-63.43846
2003/7/17,2003,7,17,50.06332,-8.86703
2003/7/18,2003,7,18,75.38834,23.39511
2003/7/21,2003,7,21,-24.52878,70.67957
2003/7/22,2003,7,22,-222.9078,24.74619
2003/7/23,2003,7,23,-75.45567,33.79741
2003/7/24,2003,7,24,79.76914,31.10612
2003/7/25,2003,7,25,-7.1915,68.73609
2003/7/28,2003,7,28,-8.64555,30.99562
2003/7/29,2003,7,29,18.71031,-25.01772
2003/7/30,2003,7,30,62.73568,-69.24773
2003/7/31,2003,7,31,-19.86323,-36.57238
2003/8/1,2003,8,1,244.67925,-29.48128
2003/8/4,2003,8,4,-63.63899,-60.19467
2003/8/5,2003,8,5,51.52477,11.23337
2003/8/6,2003,8,6,-70.66274,44.64517
2003/8/7,2003,8,7,93.51686,-4.93797
2003/8/8,2003,8,8,-28.24908,28.9305
2003/8/11,2003,8,11,-23.00366,63.33954
2003/8/12,2003,8,12,-12.22791,11.47251
2003/8/13,2003,8,13,-157.94267,-17.52286
2003/8/14,2003,8,14,43.52107,59.53039
2003/8/15,2003,8,15,-5.59118,10.73658
2003/8/18,2003,8,18,-22.43696,-50.93543
2003/8/19,2003,8,19,-26.79533,1.80793
2003/8/20,2003,8,20,35.22278,39.58519
2003/8/21,2003,8,21,128.57659,-4.77903
2003/8/22,2003,8,22,-5.45254,-54.73488
2003/8/25,2003,8,25,-38.36065,0
2003/8/26,2003,8,26,53.33868,21.13359
2003/8/27,2003,8,27,-101.77094,127.61193
2003/8/28,2003,8,28,40.16785,-16.99556
2003/8/29,2003,8,29,9.64028,67.58677
2003/9/2,2003,9,2,-307.79557,-22.02486
2003/9/3,2003,9,3,11.79748,-43.21374
2003/9/4,2003,9,4,-75.76391,8.79436
2003/9/5,2003,9,5,-15.01192,58.75616
2003/9/8,2003,9,8,-4.51371,-13.31039
2003/9/9,2003,9,9,49.3947,87.21757
2003/9/10,2003,9,10,25.22818,-25.63897
2003/9/11,2003,9,11,-79.14129,-42.49378
2003/9/12,2003,9,12,-83.68168,22.44718
2003/9/15,2003,9,15,-20.01715,-54.88331
2003/9/16,2003,9,16,-90.4488,12.77167
2003/9/17,2003,9,17,-84.33168,-4.05964
2003/9/18,2003,9,18,22.43593,46.74532
2003/9/19,2003,9,19,-22.43593,16.61441
2003/9/22,2003,9,22,-11.26158,65.266
2003/9/23,2003,9,23,27.29906,-10.15102
2003/9/24,2003,9,24,174.14899,4.5145
2003/9/25,2003,9,25,7.68255,63.82682
2003/9/26,2003,9,26,-20.00297,-89.84949
2003/9/29,2003,9,29,36.8569,-8.51948
2003/9/30,2003,9,30,120.64511,68.25211
2003/10/1,2003,10,1,28.16735,-50.66357
2003/10/2,2003,10,2,65.99233,-14.74686
2003/10/3,2003,10,3,80.74765,23.23193
2003/10/6,2003,10,6,9.98871,-148.88927
2003/10/7,2003,10,7,-8.56034,55.78384
2003/10/8,2003,10,8,-86.54444,-9.82633
2003/10/9,2003,10,9,171.3979,-54.15286
2003/10/10,2003,10,10,132.4087,19.87621
2003/10/13,2003,10,13,-2.71774,-23.97969
2003/10/14,2003,10,14,-17.70687,43.1847
2003/10/15,2003,10,15,-6.8296,-5.22931
2003/10/16,2003,10,16,-31.55526,-1.16293
2003/10/17,2003,10,17,-120.06334,-33.86101
2003/10/20,2003,10,20,-46.9666,38.51085
2003/10/21,2003,10,21,-24.3946,50.82227
2003/10/22,2003,10,22,-37.57646,74.57104
2003/10/23,2003,10,23,54.81039,-2.82284
2003/10/24,2003,10,24,-20.11291,42.1512
2003/10/27,2003,10,27,-34.69748,-25.2416
2003/10/28,2003,10,28,-52.57159,-18.03926
2003/10/29,2003,10,29,-96.56338,11.28331
2003/10/30,2003,10,30,-66.60625,12.37788
2003/10/31,2003,10,31,96.54738,-2.81006
2003/11/3,2003,11,3,-31.44363,-33.86329
2003/11/4,2003,11,4,-22.59994,-61.05272
2003/11/5,2003,11,5,228.04779,9.7575
2003/11/6,2003,11,6,-5.73705,17.16581
2003/11/7,2003,11,7,83.86245,-14.87311
2003/11/10,2003,11,10,4.22123,51.83457
2003/11/11,2003,11,11,37.80759,48.42436
2003/11/12,2003,11,12,25.02344,21.22601
2003/11/13,2003,11,13,78.30288,63.06259
2003/11/14,2003,11,14,63.52016,14.25535
2003/11/17,2003,11,17,-86.72627,-32.96786
2003/11/18,2003,11,18,207.13246,2.20566
2003/11/19,2003,11,19,-47.23491,13.76005
2003/11/20,2003,11,20,-7.92267,-9.35209
2003/11/21,2003,11,21,-168.43063,13.19711
2003/11/24,2003,11,24,-264.83532,-39.71224
2003/11/25,2003,11,25,4.3787,-1.66258
2003/11/26,2003,11,26,92.37585,46.86181
2003/12/1,2003,12,1,-66.19593,46.36155
2003/12/2,2003,12,2,118.71789,11.91927
2003/12/3,2003,12,3,44.91774,4.86665
2003/12/4,2003,12,4,22.28585,4.8612
2003/12/5,2003,12,5,-74.26413,1.61919
2003/12/8,2003,12,8,189.42472,40.28486
2003/12/9,2003,12,9,-46.24539,17.07512
2003/12/10,2003,12,10,16.37819,23.89887
2003/12/11,2003,12,11,-4.08876,-62.95006
2003/12/12,2003,12,12,159.30602,32.12252
2003/12/15,2003,12,15,18.36343,4.26511
2003/12/16,2003,12,16,-38.12508,5.3255
2003/12/17,2003,12,17,60.31965,2.6603
2003/12/18,2003,12,18,46.62914,-7.9858
2003/12/19,2003,12,19,-89.81684,23.91349
2003/12/22,2003,12,22,-153.95005,7.41298
2003/12/23,2003,12,23,10.88799,-12.71572
2003/12/24,2003,12,24,121.96697,0
2003/12/29,2003,12,29,-61.22549,29.08528
2003/12/30,2003,12,30,51.96406,44.5703
2003/12/31,2003,12,31,-35.9088,0
2004/1/5,2004,1,5,165.09108,45.15022
2004/1/6,2004,1,6,-10.29744,39.06107
2004/1/7,2004,1,7,-10.32192,-27.20284
2004/1/8,2004,1,8,46.25665,-7.72995
2004/1/9,2004,1,9,41.97344,24.17468
2004/1/12,2004,1,12,51.58998,19.44758
2004/1/13,2004,1,13,-36.42694,2.55242
2004/1/14,2004,1,14,8.82072,-61.67599
2004/1/15,2004,1,15,-135.52826,-73.08012
2004/1/16,2004,1,16,206.69497,-43.38219
2004/1/20,2004,1,20,137.72805,9.02955
2004/1/21,2004,1,21,-198.83582,-17.54513
2004/1/22,2004,1,22,43.73597,17.54513
2004/1/23,2004,1,23,1.24315,-2.6538
2004/1/26,2004,1,26,-58.81617,-8.50308
2004/1/27,2004,1,27,-44.32261,-26.67993
2004/1/28,2004,1,28,-64.11313,56.36814
2004/1/29,2004,1,29,-105.91479,-56.36814
2004/1/30,2004,1,30,31.65233,-64.16535
2004/2/2,2004,2,2,246.48341,-15.23651
2004/2/3,2004,2,3,-110.65426,33.66641
2004/2/4,2004,2,4,-129.26385,-23.86537
2004/2/5,2004,2,5,-2.62493,3.2621
2004/2/6,2004,2,6,-79.4948,50.78894
2004/2/9,2004,2,9,46.54862,18.22517
2004/2/10,2004,2,10,135.44314,27.72669
2004/2/11,2004,2,11,16.6372,-29.86686
2004/2/12,2004,2,12,-2.55543,62.16838
2004/2/13,2004,2,13,73.50359,46.17965
2004/2/17,2004,2,17,78.45533,-15.68796
2004/2/18,2004,2,18,31.96973,0
2004/2/19,2004,2,19,66.86261,-49.52581
2004/2/20,2004,2,20,-48.52503,-48.48931
2004/2/23,2004,2,23,-155.23257,-62.0624
2004/2/24,2004,2,24,28.98248,29.79269
2004/2/25,2004,2,25,135.99857,-21.64712
2004/2/26,2004,2,26,-20.74173,-76.62609
2004/2/27,2004,2,27,78.7775,28.61918
2004/3/1,2004,3,1,83.26909,45.29342
2004/3/2,2004,3,2,-23.6287,-46.39068
2004/3/3,2004,3,3,-103.09434,-57.99885
2004/3/4,2004,3,4,100.72438,16.65029
2004/3/5,2004,3,5,72.87386,79.58858
2004/3/8,2004,3,8,-81.1789,6.52176
2004/3/9,2004,3,9,-34.57682,17.88449
2004/3/10,2004,3,10,-21.60076,-13.54209
2004/3/11,2004,3,11,81.04523,-19.57509
2004/3/12,2004,3,12,-70.23142,-4.90759
2004/3/15,2004,3,15,147.47257,1.09106
2004/3/16,2004,3,16,4.63742,47.73707
2004/3/17,2004,3,17,80.36342,2.69664
2004/3/18,2004,3,18,-28.53081,85.42023
2004/3/19,2004,3,19,17.14097,13.19644
2004/3/22,2004,3,22,-112.05985,59.1527
2004/3/23,2004,3,23,39.60868,-14.58239
2004/3/24,2004,3,24,-51.32737,-10.44605
2004/3/25,2004,3,25,-179.68413,8.88075
2004/3/26,2004,3,26,26.82344,55.99863
2004/3/29,2004,3,29,-34.16777,-2.57665
2004/3/30,2004,3,30,96.91771,-12.90623
2004/3/31,2004,3,31,-59.10501,38.09174
2004/4/1,2004,4,1,-184.83406,36.23607
2004/4/2,2004,4,2,15.18071,-84.68048
2004/4/5,2004,4,5,-1.26303,-13.49548
2004/4/6,2004,4,6,73.8976,8.30987
2004/4/7,2004,4,7,144.12669,5.18561
2004/4/8,2004,4,8,117.33598,5.17942
2004/4/12,2004,4,12,81.09228,0
2004/4/13,2004,4,13,-72.91458,-121.7826
2004/4/14,2004,4,14,-57.56997,-109.43517
2004/4/15,2004,4,15,99.38523,5.45596
2004/4/16,2004,4,16,19.60701,28.26103
2004/4/19,2004,4,19,-36.98113,24.3091
2004/4/20,2004,4,20,20.84062,-67.86414
2004/4/21,2004,4,21,-221.54829,-45.10191
2004/4/22,2004,4,22,117.51368,-4.97886
2004/4/23,2004,4,23,-29.6772,24.28699
2004/4/26,2004,4,26,60.32786,27.43499
2004/4/27,2004,4,27,65.29114,-8.21232
2004/4/28,2004,4,28,-8.10791,-44.06323
2004/4/29,2004,4,29,-17.42524,-69.75648
2004/4/30,2004,4,30,8.14048,28.03718
2004/5/3,2004,5,3,95.37741,0
2004/5/4,2004,5,4,86.64797,30.63327
2004/5/5,2004,5,5,65.24215,14.40631
2004/5/6,2004,5,6,-22.00635,-56.23275
2004/5/7,2004,5,7,61.33895,-75.74767
2004/5/10,2004,5,10,-110.14906,-66.65672
2004/5/11,2004,5,11,124.26541,2.89433
2004/5/12,2004,5,12,76.29766,79.69982
2004/5/13,2004,5,13,32.89723,-80.85732
2004/5/14,2004,5,14,31.60051,15.6003
2004/5/17,2004,5,17,17.80542,73.77093
2004/5/18,2004,5,18,-106.87284,-59.95089
2004/5/19,2004,5,19,101.64352,34.92927
2004/5/20,2004,5,20,-61.12472,-14.28132
2004/5/21,2004,5,21,-106.36315,65.87229
2004/5/24,2004,5,24,190.4499,-14.67785
2004/5/25,2004,5,25,-60.80012,55.06719
2004/5/26,2004,5,26,-46.69878,8.36737
2004/5/27,2004,5,27,-136.57503,43.80409
2004/5/28,2004,5,28,48.18243,-3.86358
2004/6/1,2004,6,1,258.93119,43.40509
2004/6/2,2004,6,2,-250.22789,-25.77097
2004/6/3,2004,6,3,-74.54,-49.77959
2004/6/4,2004,6,4,-88.23568,-22.86793
2004/6/7,2004,6,7,19.13939,58.87699
2004/6/8,2004,6,8,-157.85946,-13.81433
2004/6/9,2004,6,9,30.18365,-61.31056
2004/6/10,2004,6,10,104.02076,-21.38277
2004/6/14,2004,6,14,-98.24018,1.69195
2004/6/15,2004,6,15,-46.46147,15.7598
2004/6/16,2004,6,16,15.15457,-14.06851
2004/6/17,2004,6,17,130.67645,9.57154
2004/6/18,2004,6,18,32.62427,100.07228
2004/6/21,2004,6,21,-127.37489,1.64849
2004/6/22,2004,6,22,55.0473,5.49045
2004/6/23,2004,6,23,-61.97754,-20.34943
2004/6/24,2004,6,24,41.41648,66.74011
2004/6/25,2004,6,25,-43.72901,16.25558
2004/6/28,2004,6,28,-154.21752,29.64479
2004/6/29,2004,6,29,-70.0685,-107.13122
2004/6/30,2004,6,30,166.06873,15.38884
2004/7/1,2004,7,1,193.71404,-10.98646
2004/7/2,2004,7,2,-39.41504,32.33044
2004/7/6,2004,7,6,140.2508,-35.63181
2004/7/7,2004,7,7,-62.88637,56.3281
2004/7/8,2004,7,8,136.73667,61.5036
2004/7/9,2004,7,9,-40.02742,12.30373
2004/7/12,2004,7,12,-50.28384,-1.60286
2004/7/13,2004,7,13,-6.60189,-58.64208
2004/7/14,2004,7,14,165.29058,31.30258
2004/7/15,2004,7,15,-21.25253,-6.9965
2004/7/16,2004,7,16,50.83241,33.80158
2004/7/19,2004,7,19,40.86768,5.34E-01
2004/7/20,2004,7,20,-82.12359,-68.40273
2004/7/21,2004,7,21,-29.8632,-16.31666
2004/7/22,2004,7,22,82.68487,-8.18137
2004/7/23,2004,7,23,36.5966,-68.78422
2004/7/26,2004,7,26,-28.20443,-8.3278
2004/7/27,2004,7,27,41.71929,-10.01448
2004/7/28,2004,7,28,108.65616,-28.50042
2004/7/29,2004,7,29,-15.21173,0
2004/7/30,2004,7,30,105.37991,45.73324
2004/8/2,2004,8,2,1.98263,1.10945
2004/8/3,2004,8,3,32.58335,-6.10549
2004/8/4,2004,8,4,-131.82634,6.10549
2004/8/5,2004,8,5,157.32699,-7.2165
2004/8/6,2004,8,6,-45.21894,89.62779
2004/8/9,2004,8,9,87.06725,0
2004/8/10,2004,8,10,-31.10448,5.43888
2004/8/11,2004,8,11,27.22858,-61.85934
2004/8/12,2004,8,12,67.33383,3.30681
2004/8/13,2004,8,13,101.88088,28.55405
2004/8/16,2004,8,16,-49.6985,53.30836
2004/8/17,2004,8,17,65.51981,-3.78612
2004/8/18,2004,8,18,48.03987,12.42772
2004/8/19,2004,8,19,129.43359,43.48618
2004/8/20,2004,8,20,-75.56267,43.05507
2004/8/23,2004,8,23,-167.4306,5.29E-01
2004/8/24,2004,8,24,-79.95127,-46.79026
2004/8/25,2004,8,25,-170.44867,-2.13885
2004/8/26,2004,8,26,-37.1237,5.35E-01
2004/8/27,2004,8,27,8.05368,-10.17272
2004/8/30,2004,8,30,-91.47659,0
2004/8/31,2004,8,31,-16.46616,22.9885
2004/9/1,2004,9,1,189.64314,4.26354
2004/9/2,2004,9,2,5.91816,-16.54457
2004/9/3,2004,9,3,-6.90531,-53.26193
2004/9/7,2004,9,7,-67.65778,-33.14619
2004/9/8,2004,9,8,-54.48933,-19.68105
2004/9/9,2004,9,9,182.92973,26.22163
2004/9/10,2004,9,10,-178.86995,28.77032
2004/9/13,2004,9,13,106.22407,-22.23957
2004/9/14,2004,9,14,51.17511,64.23713
2004/9/15,2004,9,15,-79.97919,-8.58184
2004/9/16,2004,9,16,29.79393,-11.28946
2004/9/17,2004,9,17,166.02973,24.69114
2004/9/20,2004,9,20,71.80146,-15.01266
2004/9/21,2004,9,21,69.71169,44.8832
2004/9/22,2004,9,22,113.75571,-33.61884
2004/9/23,2004,9,23,9.86931,65.39662
2004/9/24,2004,9,24,37.47787,-38.69373
2004/9/27,2004,9,27,67.00576,14.35158
2004/9/28,2004,9,28,22.68773,26.45242
2004/9/29,2004,9,29,-34.07619,13.16603
2004/9/30,2004,9,30,11.38846,28.30314
2004/10/1,2004,10,1,41.79289,25.52383
2004/10/4,2004,10,4,-18.23492,-58.03576
2004/10/5,2004,10,5,101.48333,29.89901
2004/10/6,2004,10,6,78.34445,31.7708
2004/10/7,2004,10,7,53.9297,-3.63405
2004/10/8,2004,10,8,52.45364,37.74924
2004/10/11,2004,10,11,26.80087,-5.15E-01
2004/10/12,2004,10,12,-92.46751,-72.69566
2004/10/13,2004,10,13,92.46751,-36.28124
2004/10/14,2004,10,14,89.7467,43.08304
2004/10/15,2004,10,15,13.4616,52.48493
2004/10/18,2004,10,18,-100.78004,-13.45047
2004/10/19,2004,10,19,-30.85875,2.58987
2004/10/20,2004,10,20,130.84808,43.79304
2004/10/21,2004,10,21,-35.73153,-11.29238
2004/10/22,2004,10,22,55.45609,3.08265
2004/10/25,2004,10,25,-49.8785,64.74138
2004/10/26,2004,10,26,49.8785,-16.72998
2004/10/27,2004,10,27,-218.74698,7.61253
2004/10/28,2004,10,28,-129.39891,-41.26707
2004/10/29,2004,10,29,71.05873,13.79931
2004/11/1,2004,11,1,-138.96563,33.5482
2004/11/2,2004,11,2,-44.40945,-47.3475
2004/11/3,2004,11,3,108.90343,-7.1725
2004/11/4,2004,11,4,-179.49328,71.19741
2004/11/5,2004,11,5,69.71452,5.04114
2004/11/8,2004,11,8,-45.76195,9.05934
2004/11/9,2004,11,9,-154.89647,17.56147
2004/11/10,2004,11,10,134.50078,-2.50444
2004/11/11,2004,11,11,-129.91913,4.00641
2004/11/12,2004,11,12,-9.16814,22.46743
2004/11/15,2004,11,15,-41.49782,15.41022
2004/11/16,2004,11,16,-70.99831,17.82739
2004/11/17,2004,11,17,68.21764,39.84607
2004/11/18,2004,11,18,-57.86945,-14.2239
2004/11/19,2004,11,19,203.74193,35.22913
2004/11/22,2004,11,22,17.89432,21.38907
2004/11/23,2004,11,23,26.70399,3.39312
2004/11/24,2004,11,24,44.14497,4.35868
2004/11/29,2004,11,29,28.0191,25.57946
2004/11/30,2004,11,30,-55.33608,20.64301
2004/12/1,2004,12,1,-334.30827,-5.27144
2004/12/2,2004,12,2,-219.29825,12.92758
2004/12/3,2004,12,3,-71.88626,-53.39458
2004/12/6,2004,12,6,44.68926,42.38463
2004/12/7,2004,12,7,-156.37113,-11.99908
2004/12/8,2004,12,8,49.99128,-145.64182
2004/12/9,2004,12,9,60.66957,1.98762
2004/12/10,2004,12,10,-189.9428,-30.91077
2004/12/13,2004,12,13,31.88667,10.99354
2004/12/14,2004,12,14,84.94259,19.91723
2004/12/15,2004,12,15,239.39973,18.83714
2004/12/16,2004,12,16,-9.83E-01,4.94359
2004/12/17,2004,12,17,201.67639,-5.93299
2004/12/20,2004,12,20,-60.47715,34.98619
2004/12/21,2004,12,21,11.4038,-14.74852
2004/12/22,2004,12,22,-146.70897,4.92E-01
