date,y,m,d,BIGpf,BIGau
1988/2/16,1988,2,16,-20.79212,13.68474
1988/2/17,1988,2,17,-15.65967,5.85171
1988/2/18,1988,2,18,-42.0373,16.05167
1988/2/19,1988,2,19,65.50569,-42.44669
1988/2/22,1988,2,22,-20.85452,25.42028
1988/2/23,1988,2,23,-5.22931,-30.3259
1988/2/24,1988,2,24,-36.78257,-65.77723
1988/2/25,1988,2,25,-144.86767,-36.53129
1988/2/26,1988,2,26,-38.36065,-16.61554
1988/2/29,1988,2,29,62.84333,-43.60219
1988/3/1,1988,3,1,-79.3879,31.98396
1988/3/2,1988,3,2,-13.83545,-4.04842
1988/3/3,1988,3,3,-47.37298,2.02468
1988/3/4,1988,3,4,25.14417,27.24123
1988/3/7,1988,3,7,-61.72248,41.04231
1988/3/8,1988,3,8,22.54616,4.48111
1988/3/9,1988,3,9,11.22934,1.49268
1988/3/10,1988,3,10,140.68565,58.3087
1988/3/11,1988,3,11,78.01102,-5.89407
1988/3/14,1988,3,14,-190.74969,4.4213
1988/3/15,1988,3,15,24.99943,-4.91E-01
1988/3/16,1988,3,16,87.73924,39.10828
1988/3/17,1988,3,17,75.34418,-6.81858
1988/3/18,1988,3,18,79.30126,-25.91059
1988/3/21,1988,3,21,-23.63871,62.31437
1988/3/22,1988,3,22,-106.64612,-13.07023
1988/3/23,1988,3,23,203.01526,15.48634
1988/3/24,1988,3,24,25.68278,42.78324
1988/3/25,1988,3,25,17.888,-20.61794
1988/3/28,1988,3,28,17.81462,20.13956
1988/3/29,1988,3,29,-30.58424,9.55754
1988/3/30,1988,3,30,25.5018,-10.99299
1988/3/31,1988,3,31,0,30.52044
1988/4/4,1988,4,4,-17.83553,0
1988/4/5,1988,4,5,-56.53617,-31.95636
1988/4/6,1988,4,6,5.17017,-36.05321
1988/4/7,1988,4,7,64.11313,-25.6593
1988/4/8,1988,4,8,-46.06585,21.31273
1988/4/11,1988,4,11,252.37898,-5.8022
1988/4/12,1988,4,12,48.28226,19.31059
1988/4/13,1988,4,13,7.19626,-13.99161
1988/4/14,1988,4,14,42.92896,9.65421
1988/4/15,1988,4,15,16.58067,57.00302
1988/4/18,1988,4,18,35.31826,16.15009
1988/4/19,1988,4,19,-116.45256,-10.4432
1988/4/20,1988,4,20,-70.42111,4.75002
1988/4/21,1988,4,21,149.19061,-30.01224
1988/4/22,1988,4,22,-14.21587,-54.35667
1988/4/25,1988,4,25,23.66733,15.46221
1988/4/26,1988,4,26,46.95121,-30.97968
1988/4/27,1988,4,27,-77.74397,31.94424
1988/4/28,1988,4,28,-69.4886,17.3256
1988/4/29,1988,4,29,2.41476,-29.88166
1988/5/2,1988,5,2,-210.20346,0
1988/5/3,1988,5,3,57.89001,-30.08869
1988/5/4,1988,5,4,-42.71372,-25.88728
1988/5/5,1988,5,5,47.71135,15.64851
1988/5/6,1988,5,6,86.54033,-20.05983
1988/5/9,1988,5,9,-49.24026,15.66438
1988/5/10,1988,5,10,-19.8535,21.93288
1988/5/11,1988,5,11,7.4557,23.75717
1988/5/12,1988,5,12,-2.48381,18.33487
1988/5/13,1988,5,13,2.48381,-14.46846
1988/5/16,1988,5,16,42.0089,36.08117
1988/5/17,1988,5,17,24.52262,13.87141
1988/5/18,1988,5,18,-81.45574,-6.69101
1988/5/19,1988,5,19,4.98044,37.14791
1988/5/20,1988,5,20,-70.25136,-28.54707
1988/5/23,1988,5,23,45.29184,22.37777
1988/5/24,1988,5,24,12.49769,0
1988/5/25,1988,5,25,-7.4943,-31.93531
1988/5/26,1988,5,26,42.29771,-6.2237
1988/5/27,1988,5,27,-27.32202,-11.99378
1988/5/31,1988,5,31,19.88759,33.49946
1988/6/1,1988,6,1,17.32725,11.90175
1988/6/2,1988,6,2,17.25839,-29.09777
1988/6/3,1988,6,3,-37.06661,104.03893
1988/6/6,1988,6,6,-59.97257,-1.40208
1988/6/7,1988,6,7,27.59027,-1.40253
1988/6/8,1988,6,8,-10.01256,-61.68993
1988/6/9,1988,6,9,-65.65042,-22.82512
1988/6/10,1988,6,10,-87.3758,20.45309
1988/6/13,1988,6,13,-78.58378,-82.39675
1988/6/14,1988,6,14,104.46553,-24.24878
1988/6/15,1988,6,15,-78.11262,53.16972
1988/6/16,1988,6,16,34.02143,18.21748
1988/6/17,1988,6,17,-55.09095,-35.06461
1988/6/20,1988,6,20,-120.4592,37.93408
1988/6/21,1988,6,21,-29.96085,-24.45115
1988/6/22,1988,6,22,147.77916,-30.39567
1988/6/23,1988,6,23,-18.53134,-6.78358
1988/6/24,1988,6,24,-96.57347,-44.35345
1988/6/27,1988,6,27,-40.88149,4.90E-01
1988/6/28,1988,6,28,-21.96184,5.38493
1988/6/29,1988,6,29,-97.41073,-101.97034
1988/6/30,1988,6,30,-76.66725,29.94802
1988/7/1,1988,7,1,-63.48604,2.98347
1988/7/5,1988,7,5,43.38642,6.45717
1988/7/6,1988,7,6,77.01976,-6.95428
1988/7/7,1988,7,7,130.89699,40.57469
1988/7/8,1988,7,8,-102.71425,-14.80046
1988/7/11,1988,7,11,-195.35056,-25.77423
1988/7/12,1988,7,12,-17.66624,-29.93082
1988/7/13,1988,7,13,-83.40617,11.99709
1988/7/14,1988,7,14,95.19164,57.03064
1988/7/15,1988,7,15,29.32452,-16.28884
1988/7/18,1988,7,18,238.80843,-34.25719
1988/7/19,1988,7,19,-131.99749,5.97722
1988/7/20,1988,7,20,120.91854,84.29339
1988/7/21,1988,7,21,197.87196,-4.88E-01
1988/7/22,1988,7,22,-2.65056,-24.97219
1988/7/25,1988,7,25,-88.38861,-36.49141
1988/7/26,1988,7,26,-24.4215,-72.90846
1988/7/27,1988,7,27,54.08469,16.5867
1988/7/28,1988,7,28,-2.6883,-1.00345
1988/7/29,1988,7,29,42.81434,40.45553
1988/8/1,1988,8,1,-61.67917,-21.92908
1988/8/2,1988,8,2,-128.83141,-18.52645
1988/8/3,1988,8,3,-98.48369,13.52709
1988/8/4,1988,8,4,-65.95553,-10.01602
1988/8/5,1988,8,5,65.95553,-2.50762
1988/8/8,1988,8,8,170.22393,-8.53675
1988/8/9,1988,8,9,-52.30868,-62.7809
1988/8/10,1988,8,10,8.30127,14.25587
1988/8/11,1988,8,11,13.80028,7.61787
1988/8/12,1988,8,12,-66.64496,53.45541
1988/8/15,1988,8,15,25.11186,-30.17692
1988/8/16,1988,8,16,-33.51485,24.15829
1988/8/17,1988,8,17,-5.61104,-36.79416
1988/8/18,1988,8,18,27.98299,15.66301
1988/8/19,1988,8,19,44.4011,20.62922
1988/8/22,1988,8,22,8.27491,-16.09245
1988/8/23,1988,8,23,-16.56561,16.09245
1988/8/24,1988,8,24,-5.53594,4.01381
1988/8/25,1988,8,25,-103.70868,12.01923
1988/8/26,1988,8,26,8.50169,-10.515
1988/8/29,1988,8,29,-34.10707,0
1988/8/30,1988,8,30,14.24385,-54.48301
1988/8/31,1988,8,31,-25.67265,0
1988/9/1,1988,9,1,-28.7043,26.82244
1988/9/2,1988,9,2,-84.33168,-16.6813
1988/9/6,1988,9,6,-164.58185,-3.03986
1988/9/7,1988,9,7,-24.46736,-12.18076
1988/9/8,1988,9,8,97.05309,10.153
1988/9/9,1988,9,9,-90.92331,11.64668
1988/9/12,1988,9,12,93.92155,-102.33614
1988/9/13,1988,9,13,20.9299,10.85931
1988/9/14,1988,9,14,243.59346,10.83222
1988/9/15,1988,9,15,-143.34452,-27.39059
1988/9/16,1988,9,16,-97.26717,-38.53478
1988/9/19,1988,9,19,47.43195,-64.81734
1988/9/20,1988,9,20,90.45089,10.60549
1988/9/21,1988,9,21,-140.86461,-100.1871
1988/9/22,1988,9,22,26.7625,-31.54959
1988/9/23,1988,9,23,-141.61394,28.29645
1988/9/26,1988,9,26,6.12114,-55.13019
1988/9/27,1988,9,27,-18.38935,19.73073
1988/9/28,1988,9,28,-9.22396,-18.63222
1988/9/29,1988,9,29,-58.87778,33.91661
1988/9/30,1988,9,30,-175.07828,-19.66125
1988/10/3,1988,10,3,-101.8823,-7.67015
1988/10/4,1988,10,4,3.32411,27.3314
1988/10/5,1988,10,5,-159.05042,-33.36746
1988/10/6,1988,10,6,20.63161,90.20955
1988/10/7,1988,10,7,95.00571,1.61318
1988/10/10,1988,10,10,216.04632,30.53708
1988/10/11,1988,10,11,-15.99613,5.33531
1988/10/12,1988,10,12,175.87719,-9.07394
1988/10/13,1988,10,13,30.67064,3.20473
1988/10/14,1988,10,14,211.74745,9.60003
1988/10/17,1988,10,17,83.60391,57.15876
1988/10/18,1988,10,18,-174.78998,-16.32985
1988/10/19,1988,10,19,228.70505,-2.11156
1988/10/20,1988,10,20,-231.67865,10.02076
1988/10/21,1988,10,21,-68.96088,-20.59398
1988/10/24,1988,10,24,-378.70993,-50.57731
1988/10/25,1988,10,25,29.57749,22.96588
1988/10/26,1988,10,26,48.85254,-2.66422
1988/10/27,1988,10,27,86.5732,1.06588
1988/10/28,1988,10,28,53.63676,42.42226
1988/10/31,1988,10,31,-85.50003,9.48817
1988/11/1,1988,11,1,-45.00501,-15.82515
1988/11/2,1988,11,2,99.03429,40.50253
1988/11/3,1988,11,3,47.12102,89.64459
1988/11/4,1988,11,4,43.52308,-24.68758
1988/11/7,1988,11,7,6.18213,-4.12827
1988/11/8,1988,11,8,-81.06234,-23.29495
1988/11/9,1988,11,9,18.84144,25.35958
1988/11/10,1988,11,10,37.43941,-17.5807
1988/11/11,1988,11,11,-9.32964,12.41729
1988/11/14,1988,11,14,98.49766,-10.34528
1988/11/15,1988,11,15,-114.09173,48.40994
1988/11/16,1988,11,16,-72.46286,-1.53669
1988/11/17,1988,11,17,-122.43534,-18.99737
1988/11/18,1988,11,18,100.13927,-43.95992
1988/11/21,1988,11,21,-202.64216,-18.7533
1988/11/22,1988,11,22,284.88538,25.50547
1988/11/23,1988,11,23,34.33176,8.81395
1988/11/28,1988,11,28,317.62574,51.4878
1988/11/29,1988,11,29,-31.90157,-11.78826
1988/11/30,1988,11,30,114.89942,-5.13533
1988/12/1,1988,12,1,81.44138,22.03895
1988/12/2,1988,12,2,8.33846,-5.11537
1988/12/5,1988,12,5,-84.11389,48.35441
1988/12/6,1988,12,6,33.8413,-12.67274
1988/12/7,1988,12,7,77.95238,-52.60525
1988/12/8,1988,12,8,-83.57432,6.16166
1988/12/9,1988,12,9,111.07881,-35.54954
1988/12/12,1988,12,12,59.90364,2.58586
1988/12/13,1988,12,13,-16.25558,5.1671
1988/12/14,1988,12,14,99.28697,-5.1671
1988/12/15,1988,12,15,-5.30922,-16.05718
1988/12/16,1988,12,16,97.18516,-70.09964
1988/12/19,1988,12,19,-107.82312,13.16444
1988/12/20,1988,12,20,362.54775,-1.05169
1988/12/21,1988,12,21,-365.21131,17.84415
1988/12/22,1988,12,22,50.33051,27.67048
1988/12/23,1988,12,23,31.48977,0
1988/12/27,1988,12,27,88.0007,0
1988/12/28,1988,12,28,5.1214,-46.04056
1988/12/29,1988,12,29,-51.4878,-27.43699
1988/12/30,1988,12,30,120.04199,0
1989/1/3,1989,1,3,30.12459,14.26776
1989/1/4,1989,1,4,-70.61854,-23.80571
1989/1/5,1989,1,5,85.60284,-22.33702
1989/1/6,1989,1,6,32.2897,-9.60829
1989/1/9,1989,1,9,41.86597,-41.88332
1989/1/10,1989,1,10,-7.35885,22.06594
1989/1/11,1989,1,11,109.0945,-7.52211
1989/1/12,1989,1,12,7.17645,3.76269
1989/1/13,1989,1,13,73.4704,15.01823
1989/1/16,1989,1,16,93.00023,-43.58856
1989/1/17,1989,1,17,16.07224,8.10503
1989/1/18,1989,1,18,70.47068,2.69832
1989/1/19,1989,1,19,4.50747,11.85273
1989/1/20,1989,1,20,-95.65341,20.39701
1989/1/23,1989,1,23,-367.43126,20.83464
1989/1/24,1989,1,24,52.31026,9.05058
1989/1/25,1989,1,25,141.28604,-43.83071
1989/1/26,1989,1,26,-96.94476,21.97065
1989/1/27,1989,1,27,4.89898,-70.04902
1989/1/30,1989,1,30,-111.58622,-62.92251
1989/1/31,1989,1,31,-65.80345,0
1989/2/1,1989,2,1,120.71498,-13.24743
1989/2/2,1989,2,2,54.2259,-18.83663
1989/2/3,1989,2,3,-49.2682,-12.23209
1989/2/6,1989,2,6,-37.32144,-23.44827
1989/2/7,1989,2,7,79.23494,34.56978
1989/2/8,1989,2,8,-51.83457,-5.00115
1989/2/9,1989,2,9,-24.90227,35.9907
1989/2/10,1989,2,10,-70.49572,-46.56764
1989/2/13,1989,2,13,120.1583,-57.22604
1989/2/14,1989,2,14,-42.17689,-4.52037
1989/2/15,1989,2,15,202.14718,-35.19331
1989/2/16,1989,2,16,18.99596,36.889
1989/2/17,1989,2,17,54.15507,-43.73368
1989/2/21,1989,2,21,7.01418,35.2486
1989/2/22,1989,2,22,-178.8454,36.64954
1989/2/23,1989,2,23,-2.43507,41.90716
1989/2/24,1989,2,24,58.06809,-23.41817
1989/2/27,1989,2,27,16.7913,24.53018
1989/2/28,1989,2,28,2.39347,-40.21274
1989/3/1,1989,3,1,30.99562,-33.23196
1989/3/2,1989,3,2,103.29653,-1.69657
1989/3/3,1989,3,3,-37.27873,28.19006
1989/3/6,1989,3,6,25.66346,9.54309
1989/3/7,1989,3,7,-86.93228,39.0756
1989/3/8,1989,3,8,56.5864,42.58094
1989/3/9,1989,3,9,-4.68747,-34.25315
1989/3/10,1989,3,10,-4.69254,22.1297
1989/3/13,1989,3,13,122.6706,-11.05076
1989/3/14,1989,3,14,58.93439,27.57435
1989/3/15,1989,3,15,106.74442,-23.15067
1989/3/16,1989,3,16,15.34999,-38.86082
1989/3/17,1989,3,17,105.95711,54.3083
1989/3/20,1989,3,20,-178.80109,13.19711
1989/3/21,1989,3,21,118.57108,-30.30294
1989/3/22,1989,3,22,-2.1666,6.62961
1989/3/23,1989,3,23,23.77333,17.07979
1989/3/27,1989,3,27,81.13899,0
1989/3/28,1989,3,28,-133.17689,-45.88147
1989/3/29,1989,3,29,62.80109,-87.56913
1989/3/30,1989,3,30,129.20711,8.49725
1989/3/31,1989,3,31,-131.35761,-5.66299
1989/4/3,1989,4,3,-51.93419,25.4255
1989/4/4,1989,4,4,101.12838,13.49965
1989/4/5,1989,4,5,-92.42944,-41.19241
1989/4/6,1989,4,6,-41.47604,15.28111
1989/4/7,1989,4,7,47.98883,-23.79391
1989/4/10,1989,4,10,121.92273,-8.52952
1989/4/11,1989,4,11,8.42881,39.66187
1989/4/12,1989,4,12,2.10465,25.30697
1989/4/13,1989,4,13,-74.27646,33.51485
1989/4/14,1989,4,14,84.78444,-45.30642
1989/4/17,1989,4,17,109.84889,-11.82367
1989/4/18,1989,4,18,58.95031,-13.5523
1989/4/19,1989,4,19,216.60152,-5.66E-01
1989/4/20,1989,4,20,375.16361,1.13112
1989/4/21,1989,4,21,-630.29723,0
1989/4/24,1989,4,24,-147.09209,-5.09237
1989/4/25,1989,4,25,165.38676,26.52791
1989/4/26,1989,4,26,-44.85711,-23.13234
1989/4/27,1989,4,27,-55.69277,4.52331
1989/4/28,1989,4,28,-105.05942,-76.39402
1989/5/1,1989,5,1,50.74579,0
1989/5/2,1989,5,2,-184.65127,-1.15045
1989/5/3,1989,5,3,65.30867,13.2118
1989/5/4,1989,5,4,102.49313,-4.01673
1989/5/5,1989,5,5,-119.81297,-29.37742
1989/5/8,1989,5,8,-127.67813,29.37742
1989/5/9,1989,5,9,70.9068,-24.75603
1989/5/10,1989,5,10,-53.07127,12.68351
1989/5/11,1989,5,11,118.51115,13.22054
1989/5/12,1989,5,12,6.49008,-12.06933
1989/5/15,1989,5,15,89.85724,-40.47508
1989/5/16,1989,5,16,40.04685,8.12525
1989/5/17,1989,5,17,-121.26571,-30.25644
1989/5/18,1989,5,18,15.07595,-22.24454
1989/5/19,1989,5,19,85.15851,-53.14343
1989/5/22,1989,5,22,69.02008,-68.86579
1989/5/23,1989,5,23,-411.02284,56.9673
1989/5/24,1989,5,24,139.16569,-35.89231
1989/5/25,1989,5,25,-39.94561,25.15573
1989/5/26,1989,5,26,8.90861,26.19827
1989/5/30,1989,5,30,94.63087,-44.15176
1989/5/31,1989,5,31,-10.89824,-3.59962
1989/6/1,1989,6,1,-19.68601,-4.80414
1989/6/2,1989,6,2,71.74991,1.20153
1989/6/5,1989,6,5,81.1789,44.22467
1989/6/6,1989,6,6,-12.71727,-3.56905
1989/6/7,1989,6,7,-171.01269,109.2992
1989/6/8,1989,6,8,72.25636,3.48039
1989/6/9,1989,6,9,-26.13616,-73.09067
1989/6/12,1989,6,12,-137.60097,-99.60909
1989/6/13,1989,6,13,18.00187,-14.5047
1989/6/14,1989,6,14,195.39413,28.96112
1989/6/15,1989,6,15,72.38409,4.80813
1989/6/16,1989,6,16,-132.91392,46.0081
1989/6/19,1989,6,19,193.71404,-11.30743
1989/6/20,1989,6,20,-286.12061,26.14092
1989/6/21,1989,6,21,-49.1997,-8.30051
1989/6/22,1989,6,22,-2.24965,45.45773
1989/6/23,1989,6,23,91.29315,2.93541
1989/6/26,1989,6,26,117.38403,54.81969
1989/6/27,1989,6,27,49.04925,17.92816
1989/6/28,1989,6,28,-96.49003,-28.95307
1989/6/29,1989,6,29,49.58492,29.53017
1989/6/30,1989,6,30,2.14308,-38.25387
1989/7/5,1989,7,5,110.00741,121.69767
1989/7/6,1989,7,6,-103.58451,21.45784
1989/7/7,1989,7,7,95.22063,-22.02395
1989/7/10,1989,7,10,-82.40327,-3.39824
1989/7/11,1989,7,11,36.11176,-51.29522
1989/7/12,1989,7,12,-81.13899,11.45141
1989/7/13,1989,7,13,42.89363,-45.98793
1989/7/14,1989,7,14,-6.4071,-57.59264
1989/7/17,1989,7,17,27.69609,-2.3431
1989/7/18,1989,7,18,-23.42364,12.87146
1989/7/19,1989,7,19,-105.90437,-11.69975
1989/7/20,1989,7,20,10.92565,4.0985
1989/7/21,1989,7,21,-85.95807,15.77236
1989/7/24,1989,7,24,-174.87683,-5.25109
1989/7/25,1989,7,25,-46.59857,-8.18101
1989/7/26,1989,7,26,-56.5864,12.26574
1989/7/27,1989,7,27,-42.92896,21.52713
1989/7/28,1989,7,28,-45.77904,-51.96299
1989/7/31,1989,7,31,91.08055,-16.47732
1989/8/1,1989,8,1,-66.92618,8.24647
1989/8/2,1989,8,2,59.80465,8.81817
1989/8/3,1989,8,3,-16.66246,-5.87679
1989/8/4,1989,8,4,-43.14219,14.67708
1989/8/7,1989,8,7,-29.00141,-51.88483
1989/8/8,1989,8,8,50.62607,-2.37319
1989/8/9,1989,8,9,21.51752,-15.45745
1989/8/10,1989,8,10,89.69444,14.86395
1989/8/11,1989,8,11,-25.77423,-47.14476
1989/8/14,1989,8,14,23.43743,16.76815
1989/8/15,1989,8,15,23.31162,33.34331
1989/8/16,1989,8,16,66.90459,17.75774
1989/8/17,1989,8,17,-66.90459,-32.01639
1989/8/18,1989,8,18,27.80977,16.0377
1989/8/21,1989,8,21,64.20521,-4.15224
1989/8/22,1989,8,22,0,5.93056
1989/8/23,1989,8,23,-64.20521,-2.37125
1989/8/24,1989,8,24,-44.11476,-47.69894
1989/8/25,1989,8,25,-23.39954,-21.03416
1989/8/28,1989,8,28,30.39489,0
1989/8/29,1989,8,29,0,-7.83871
1989/8/30,1989,8,30,44.04412,19.26989
1989/8/31,1989,8,31,0,-19.26989
1989/9/1,1989,9,1,4.61035,-4.83086
1989/9/5,1989,9,5,45.83625,-10.28346
1989/9/6,1989,9,6,52.1205,19.93982
1989/9/7,1989,9,7,29.18506,-12.0738
1989/9/8,1989,9,8,75.41565,4.83355
1989/9/11,1989,9,11,2.1984,-15.12274
1989/9/12,1989,9,12,-13.20714,3.02876
1989/9/13,1989,9,13,35.13018,-1.21125
1989/9/14,1989,9,14,-30.72334,36.19142
1989/9/15,1989,9,15,52.53626,-69.63393
1989/9/18,1989,9,18,-17.44157,47.95529
1989/9/19,1989,9,19,-70.4753,11.45499
1989/9/20,1989,9,20,17.72633,25.21485
1989/9/21,1989,9,21,-4.4248,5.99E-01
1989/9/22,1989,9,22,-75.91973,25.06585
1989/9/25,1989,9,25,40.35806,29.06181
1989/9/26,1989,9,26,15.59407,7.67774
1989/9/27,1989,9,27,13.32193,11.78547
1989/9/28,1989,9,28,59.44808,-29.52387
1989/9/29,1989,9,29,58.64531,0
1989/10/2,1989,10,2,-25.96686,0
1989/10/3,1989,10,3,25.96686,-11.86598
1989/10/4,1989,10,4,4.31276,5.93704
1989/10/5,1989,10,5,-41.14514,2.37255
1989/10/6,1989,10,6,-19.6267,-38.11715
1989/10/9,1989,10,9,32.66206,-1.19657
1989/10/10,1989,10,10,32.41825,-11.98385
1989/10/11,1989,10,11,17.19129,-10.21234
1989/10/12,1989,10,12,46.92815,25.18699
1989/10/13,1989,10,13,88.20597,5.98E-01
1989/10/16,1989,10,16,-62.82093,61.73782
1989/10/17,1989,10,17,33.61754,-20.67932
1989/10/18,1989,10,18,-39.94991,21.85803
1989/10/19,1989,10,19,-29.67373,1.17839
1989/10/20,1989,10,20,-94.60254,-34.89753
1989/10/23,1989,10,23,-48.08544,-1.78196
1989/10/24,1989,10,24,-8.8003,13.05079
1989/10/25,1989,10,25,-22.07908,24.21778
1989/10/26,1989,10,26,-53.4523,-5.89E-01
1989/10/27,1989,10,27,86.52897,46.8752
1989/10/30,1989,10,30,-10.99759,50.985
1989/10/31,1989,10,31,48.18243,-19.62786
1989/11/1,1989,11,1,28.22219,-26.1152
1989/11/2,1989,11,2,-13.00284,13.94765
1989/11/3,1989,11,3,43.19225,71.92852
1989/11/6,1989,11,6,-23.70256,-8.56879
1989/11/7,1989,11,7,-17.31984,49.46525
1989/11/8,1989,11,8,-32.66206,-10.18807
1989/11/9,1989,11,9,10.91467,43.97671
1989/11/10,1989,11,10,-17.47666,-19.67808
1989/11/13,1989,11,13,-55.07232,57.65675
1989/11/14,1989,11,14,-19.99825,-25.09574
1989/11/15,1989,11,15,37.69749,35.09357
1989/11/16,1989,11,16,41.74884,0
1989/11/17,1989,11,17,10.92016,6.65246
1989/11/20,1989,11,20,17.41534,32.01067
1989/11/21,1989,11,21,-6.52257,44.85762
1989/11/22,1989,11,22,-30.56887,117.05023
1989/11/24,1989,11,24,0,62.06567
1989/11/27,1989,11,27,-41.83351,-21.46478
1989/11/28,1989,11,28,-84.89566,-42.19045
1989/11/29,1989,11,29,33.70996,3.70807
1989/11/30,1989,11,30,108.33053,-20.69968
1989/12/1,1989,12,1,88.61255,60.23159
1989/12/4,1989,12,4,-10.7101,-55.44597
1989/12/5,1989,12,5,19.25921,-51.85827
1989/12/6,1989,12,6,27.66894,-9.69167
1989/12/7,1989,12,7,8.47818,33.82666
1989/12/8,1989,12,8,-6.35708,35.68761
1989/12/11,1989,12,11,46.40393,64.76233
1989/12/12,1989,12,12,-10.50289,0
1989/12/13,1989,12,13,25.16441,-26.20976
1989/12/14,1989,12,14,-25.16441,-47.57991
1989/12/15,1989,12,15,93.62399,44.95021
1989/12/18,1989,12,18,224.61599,-55.59469
1989/12/19,1989,12,19,21.44668,51.91044
1989/12/20,1989,12,20,-223.48055,0
1989/12/21,1989,12,21,63.01598,6.31395
1989/12/22,1989,12,22,-46.66606,0
1989/12/26,1989,12,26,124.66716,0
1989/12/27,1989,12,27,-25.84502,-74.24018
1989/12/28,1989,12,28,-56.19416,-79.88739
1989/12/29,1989,12,29,64.16286,0
1990/1/2,1990,1,2,207.91046,4.35601
1990/1/3,1990,1,3,147.35905,-43.758
1990/1/4,1990,1,4,-49.80284,16.46096
1990/1/5,1990,1,5,-61.65609,92.11832
1990/1/8,1990,1,8,-283.80115,-4.29145
1990/1/9,1990,1,9,89.46644,-12.36159
1990/1/10,1990,1,10,160.33149,60.3976
1990/1/11,1990,1,11,45.27872,31.73135
1990/1/12,1990,1,12,-1.87722,43.51632
1990/1/15,1990,1,15,-147.03834,-6.78708
1990/1/16,1990,1,16,80.81921,-29.88457
1990/1/17,1990,1,17,-131.61446,-24.7973
1990/1/18,1990,1,18,127.79984,31.6312
1990/1/19,1990,1,19,170.26,-50.18969
1990/1/22,1990,1,22,-210.51712,-28.2547
1990/1/23,1990,1,23,-186.92795,24.0016
1990/1/24,1990,1,24,-2.01109,130.97931
1990/1/25,1990,1,25,128.82141,-52.9634
1990/1/26,1990,1,26,62.04312,24.48497
1990/1/29,1990,1,29,45.95752,7.78538
1990/1/30,1990,1,30,-65.25095,-6.22719
1990/1/31,1990,1,31,42.33298,-32.31683
1990/2/1,1990,2,1,3.82807,7.84067
1990/2/2,1990,2,2,60.79462,22.39845
1990/2/5,1990,2,5,-120.51226,52.16038
1990/2/6,1990,2,6,23.21401,-20.06696
1990/2/7,1990,2,7,-36.81305,27.7604
1990/2/8,1990,2,8,-44.98474,-59.33429
1990/2/9,1990,2,9,-69.36176,-26.05254
1990/2/12,1990,2,12,57.54957,34.87492
1990/2/13,1990,2,13,-25.70382,-8.30292
1990/2/14,1990,2,14,33.58218,-35.9893
1990/2/15,1990,2,15,148.93766,21.42088
1990/2/16,1990,2,16,-80.60491,-1.5638
1990/2/20,1990,2,20,-44.78306,35.8258
1990/2/21,1990,2,21,-88.97762,5.17E-01
1990/2/22,1990,2,22,1.99722,-24.36805
1990/2/23,1990,2,23,-66.39795,-18.7578
1990/2/26,1990,2,26,74.37764,-47.77996
1990/2/27,1990,2,27,-42.0579,-39.77812
1990/2/28,1990,2,28,-8.05741,1.59814
1990/3/1,1990,3,1,-75.24841,-14.93889
1990/3/2,1990,3,2,36.77021,-13.38186
1990/3/5,1990,3,5,46.53561,-19.88113
1990/3/6,1990,3,6,-56.71837,23.09654
1990/3/7,1990,3,7,-76.10375,-52.27657
1990/3/8,1990,3,8,-31.23685,2.16822
1990/3/9,1990,3,9,-73.77177,-15.20032
1990/3/12,1990,3,12,-40.57858,21.15735
1990/3/13,1990,3,13,-4.29357,-43.5114
1990/3/14,1990,3,14,-36.66774,16.3679
1990/3/15,1990,3,15,70.89803,8.16088
1990/3/16,1990,3,16,-66.56807,12.48363
1990/3/19,1990,3,19,-102.91301,15.68926
1990/3/20,1990,3,20,-71.49042,-26.54256
1990/3/21,1990,3,21,150.53507,-83.9375
1990/3/22,1990,3,22,8.69459,0
1990/3/23,1990,3,23,83.8723,16.5867
1990/3/26,1990,3,26,14.88404,-264.4967
1990/3/27,1990,3,27,4.24323,-26.47249
1990/3/28,1990,3,28,-85.66244,46.95121
1990/3/29,1990,3,29,-10.82759,-5.84122
1990/3/30,1990,3,30,53.87001,-35.21326
1990/4/2,1990,4,2,42.62002,-1.17871
1990/4/3,1990,4,3,-38.33914,77.11646
1990/4/4,1990,4,4,-112.69751,-8.69459
1990/4/5,1990,4,5,-77.53487,47.89319
1990/4/6,1990,4,6,-63.04022,-8.04143
1990/4/9,1990,4,9,-164.07862,-11.51365
1990/4/10,1990,4,10,-182.78656,-17.3279
1990/4/11,1990,4,11,92.35485,-8.11008
1990/4/12,1990,4,12,-67.85989,11.58119
1990/4/16,1990,4,16,17.06464,0
1990/4/17,1990,4,17,-100.9174,-17.38339
1990/4/18,1990,4,18,-121.20633,8.70039
1990/4/19,1990,4,19,272.91898,11.57348
1990/4/20,1990,4,20,-26.53293,2.88856
1990/4/23,1990,4,23,262.8624,-8.67144
1990/4/24,1990,4,24,-15.97092,17.90193
1990/4/25,1990,4,25,-78.41962,-62.10531
1990/4/26,1990,4,26,-44.44744,1.75343
1990/4/27,1990,4,27,16.42834,0
1990/4/30,1990,4,30,0,-45.23024
1990/5/1,1990,5,1,62.79066,20.61761
1990/5/2,1990,5,2,-30.11924,1.1752
1990/5/3,1990,5,3,-163.45709,3.52369
1990/5/4,1990,5,4,-2.41476,16.40618
1990/5/7,1990,5,7,69.4886,0
1990/5/8,1990,5,8,2.37644,-7.60945
1990/5/9,1990,5,9,165.48773,-4.10292
