BIGau,Ndate,BIGpf,LGdija,usdin,loggas,logauf
0,1994/8/26,-95.23284,57.62937,72.25389602,-8.049946362,0
0,1994/8/29,122.41495,19.87289,-1.452732851,116.5961254,42.84352065
37.2303,1994/8/30,-44.56881,20.50306,-7.270962386,-159.7830053,-11.23369695
-9.55915,1994/8/31,27.2908,-4.30372,10.65991677,-40.88148938,2.249065208
2.8137,1994/9/1,-22.31607,-13.31528,-16.48546401,27.29704033,6.740215764
7.86867,1994/9/2,12.41197,-17.69077,-37.56769492,-99.0828866,2.244415977
10.09596,1994/9/6,24.71802,14.63963,-29.99385077,99.0828866,8.966082811
23.46637,1994/9/7,46.58015,-13.89083,21.65570807,94.21074026,25.67485458
20.01361,1994/9/8,-34.2737,24.74937,13.72489347,73.92424984,3.337731548
-8.3278,1994/9/9,-34.54633,-37.5526,-37.8483241,-55.324886,13.32533335
3.88829,1994/9/12,-34.82334,-16.24855,-6.422648648,130.5854487,-8.879011156
-16.68868,1994/9/13,-67.95822,21.90498,-5.441977475,-33.57630917,-3.334314804
7.79603,1994/9/14,-105.2731,17.28201,5.936364728,23.27275791,-16.71008148
-25.66826,1994/9/15,-2.59979,64.79229,2.965142231,-138.8812612,-10.05699751
22.32881,1994/9/16,33.67645,-22.60892,-16.82930347,-7.995604871,18.97704136
-1.11372,1994/9/19,96.96754,3.71934,13.86416124,13.31784183,1.113718385
44.32746,1994/9/20,7.56391,-75.25695,-6.431428258,-209.7659208,39.90482733
11.01153,1994/9/21,-5.04114,-19.67654,-4.953741633,-179.4978493,5.513451063
-13.21719,1994/9/22,112.03402,-16.34665,12.86799406,-141.9196063,14.30230112
22.00635,1994/9/23,39.14794,-6.09347,-5.934336818,-118.8252641,7.681774266
1.0974,1994/9/26,-39.14794,19.77824,21.71970565,865.3196283,-19.78065331
0,1994/9/27,-29.59429,15.54215,-30.63644276,-2.531591339,40.56295
4.93485,1994/9/28,32.0514,16.98757,20.77731294,-33.0456863,-38.36064528
-6.03225,1994/9/29,73.07427,-26.45265,-7.903450442,12.73965366,7.699283702
-9.33908,1994/9/30,97.92042,-12.90841,8.39693886,-129.110127,-11.00315972
-18.73862,1994/10/3,-47.4903,4.17912,10.3503245,67.61607556,6.605240542
-7.73947,1994/10/4,-26.34273,-51.97045,-17.26427041,23.16242727,-24.26848734
13.81081,1994/10/5,-16.84713,-15.78428,-4.945280447,-72.47036748,-4.427059322
-18.79348,1994/10/6,57.49156,-13.52918,-1.484682877,-44.59722785,0
0,1994/10/7,2.37904,25.08401,13.83734158,-61.07574265,-14.419189
-8.87221,1994/10/10,-64.6961,27.2363,-6.418997547,89.98501309,-2.222592075
-39.59058,1994/10/11,-70.57897,62.6335,4.93853228,15.6879574,-34.59642846
2.79991,1994/10/12,-126.9739,-1.8824,-12.85188342,-57.80169171,4.479572155
-7.28353,1994/10/13,-15.18514,16.55501,-13.88315544,-85.47276752,-21.3192397
2.24239,1994/10/14,-40.75521,22.84939,-33.40168022,58.94278386,16.83966755
17.33936,1994/10/17,22.97185,14.92293,-46.2876165,55.52699154,24.58066403
8.36523,1994/10/18,40.5412,-7.07812,6.065566376,-47.55096575,-7.806039779
15.01692,1994/10/19,50.15004,20.46064,-11.12668432,-134.8849044,11.14719508
4.99412,1994/10/20,29.81438,-27.55031,-17.25205258,-77.40653986,13.33897589
-6.66011,1994/10/21,-39.79817,-22.09758,14.21254832,110.1630357,-5.552928539
-18.36814,1994/10/24,17.45659,-40.36536,-16.75540502,227.7919984,-13.3560684
-1.11572,1994/10/25,32.23439,-5.309,-4.071670116,632.8183554,-2.230010226
-3.34888,1994/10/26,90.45582,-2.66258,-1.52786099,183.4397188,-1.115434659
2.79092,1994/10/27,48.12176,30.27497,12.20786417,-49.46214932,-6.698630869
-16.21234,1994/10/28,19.10039,61.76961,31.88332488,-34.74374385,-15.67043645
-43.34256,1994/10/31,-9.5397,-24.97589,-17.68405313,-92.54722725,-42.82128701
7.34799,1994/11/1,115.44173,-50.01587,-11.66028026,-31.2925839,9.050161793
-7.34799,1994/11/2,57.73742,-29.5979,47.96093588,-152.9605159,-1.130239387
-0.566,1994/11/3,-6.8881,9.89216,7.524595851,-18.62928248,-12.45208543
0,1994/11/4,-32.2897,-43.53536,-6.520562829,-11.68401248,4.532163019
-12.46508,1994/11/7,-86.51105,1.53957,3.512288763,-233.1213243,-15.88330597
22.07275,1994/11/8,44.6398,24.86526,-17.58991801,-12.36250427,18.1476151
-11.87138,1994/11/9,-99.29865,1.1449,46.58298143,51.68768361,-1.132006997
6.78762,1994/11/10,7.16855,-11.0762,2.490363517,-83.99586274,15.8213101
12.41648,1994/11/11,-35.96166,-23.37979,-1.992176557,0,-1.128184139
-2.2549,1994/11/14,-139.43628,32.16589,33.74334248,-95.84123155,-4.515669571
18.00653,1994/11/15,27.25966,-3.82329,25.62798297,80.84831164,24.77827936
-5.0568,1994/11/16,-52.19052,21.33106,-10.33156434,-194.530931,-6.74370449
5.6183,1994/11/17,69.44891,-19.41332,-4.928444491,-108.6786875,-10.13523172
-30.99098,1994/11/18,-44.51805,-14.53462,19.1893869,176.2138793,-14.68166335
-6.79116,1994/11/21,22.31607,-52.3924,1.472600687,-62.30272756,-7.926117109
4.52862,1994/11/22,63.83188,-106.74356,6.375505933,523.999541,4.530980921
10.17216,1994/11/23,79.6893,-3.96928,-7.84810662,2.31685512,11.30681404
-7.90962,1994/11/28,-7.18436,36.49158,10.25604538,-9.274845637,-19.23913555
-9.05724,1994/11/29,-16.80987,-1.17312,9.258455295,-241.0052114,-10.22003436
-1.13348,1994/11/30,0,0.79,-1.46054981,-188.0356382,-14.80486097
-34.14282,1994/12/1,-55.69507,-44.78349,6.325504748,-108.9684897,-24.02267187
-12.5866,1994/12/2,-207.14321,52.19885,12.62343709,-47.55096575,-35.70668288
-27.58894,1994/12/5,-35.93474,-4.29217,-10.67898001,240.2598115,0
-9.81326,1994/12/6,23.13501,4.67478,1.457771701,-94.00130545,3.468344243
14.42361,1994/12/7,-17.98323,-12.1091,-7.293756659,232.5124244,3.465576579
-9.22559,1994/12/8,63.88678,-58.27548,22.32881432,150.720454,5.769822582
3.46189,1994/12/9,2.53603,6.3347,-3.875034671,-11.77269579,4.610345251
7.49132,1994/12/12,-56.13755,31.95615,-5.333824487,164.2534417,5.756057594
22.39672,1994/12/13,0,-3.54039,1.940330567,-342.3270935,1.150296608
16.00877,1994/12/14,20.49771,36.0283,-4.366963484,-134.7144309,14.92619649
-14.86332,1994/12/15,-66.97438,22.17799,1.941414793,10.12341908,14.87507254
13.15092,1994/12/16,7.78073,47.85359,4.849743462,-84.23254288,-18.31502902
-13.15092,1994/12/19,38.69593,-18.85136,6.296580889,-287.6821188,6.877190383
30.8133,1994/12/20,17.94078,-27.06502,-6.781311602,-11.02970706,29.67595392
1.70546,1994/12/21,10.2187,39.76353,0.96940733,52.14340778,-2.275580256
-5.68746,1994/12/22,17.82507,14.96169,17.41243155,126.3589017,-6.833903564
0,1994/12/23,65.57416,21.02102,2.412881233,-184.0276853,-6.844674102
0,1994/12/27,71.99102,31.8987,-1.447567866,327.3722095,13.67857767
2.27588,1994/12/28,36.77367,-25.03867,-73.00056714,-23.13500787,23.83433166
17.03118,1994/12/29,-17.12231,-6.86004,28.8601326,2.576650814,-11.33336974
0,1994/12/30,9.79244,1.14409,-19.05553464,99.31529121,4.536897586
-26.71191,1995/1/3,-78.96481,4.57336,25.38884472,-107.0498343,-39.85948228
-60.85389,1995/1/4,9.94948,21.6354,6.810174723,-173.7409607,-64.54601555
-3.47019,1995/1/5,59.22289,-7.58326,-15.09405515,-178.1830298,16.22666085
-1.15735,1995/1/6,-12.27168,18.55719,32.55705349,-150.9008407,-48.86300739
-32.53157,1995/1/9,-66.87301,-6.81047,-62.41231661,-132.3722633,22.17281494
19.78036,1995/1/10,-7.4943,6.05802,4.908392045,-45.03612586,13.94578074
17.37875,1995/1/11,86.63899,-5.29328,-1.962691173,-6.040258024,27.75793089
56.29078,1995/1/12,0,-3.40864,-14.74852499,-293.8075547,48.15352458
-21.74051,1995/1/13,-49.29616,55.30893,2.953714568,-65.16168481,-22.86367386
-12.06135,1995/1/16,88.33413,26.45389,-8.867177166,214.5495607,-11.47713358
25.80486,1995/1/17,105.57955,-1.85582,15.26000883,135.3435108,27.49433495
31.90005,1995/1/18,96.12308,-1.85661,7.855204166,-310.6788563,22.77972607
-7.95307,1995/1/19,-9.28476,-52.00794,-46.849913,77.38191032,11.34521235
22.11887,1995/1/20,-9.30465,-14.32029,-6.450533336,205.9540761,20.34699368
-17.0045,1995/1/23,-130.00261,-2.26779,-0.993240672,-111.1261861,-44.20626656
-11.94289,1995/1/24,69.03154,-5.29236,2.979040807,83.61007616,4.554740658
1.70814,1995/1/25,0,9.82675,9.420170548,-172.0512815,-10.25489218
-1.13869,1995/1/26,-35.56895,-1.13315,-0.990635228,66.49917835,10.25489218
-33.72623,1995/1/27,-69.60381,-13.99242,0,28.19086954,-54.97471911
-28.78802,1995/1/30,33.74114,-29.26531,-24.34141873,-40.7791242,0
-11.56885,1995/1/31,71.43162,13.32995,42.13837175,-76.30553222,-16.16625836
15.61068,1995/2/1,30.59253,4.1784,-12.846035,113.961359,15.01351918
-4.04183,1995/2/2,4.68747,26.11965,-0.494837899,138.3710082,4.609122024
-2.88933,1995/2/3,55.85858,64.44868,23.1966466,139.9630257,-3.456382848
-13.31571,1995/2/6,-44.16198,10.037,-0.984571489,161.0813182,-5.76675801
0,1995/2/7,-30.47693,-0.375,14.74518671,-343.6225754,-11.55653907
1.15951,1995/2/8,-37.80607,-2.22863,-11.30016259,51.64808119,11.55653907
23.12543,1995/2/9,-14.26256,-2.96961,-6.892783157,151.3581171,5.76675801
-2.30701,1995/2/10,52.06863,7.05089,-16.78530268,-55.77363004,-4.612793656
-21.97793,1995/2/13,-44.93149,16.66031,0.989168623,-243.0253449,-5.772890414
17.36023,1995/2/14,11.86922,4.4349,-23.30523449,6.244350204,5.772890414
6.92471,1995/2/15,23.64157,30.52596,2.485233155,-18.76004999,2.307009254
1.72945,1995/2/16,39.89764,1.47058,-38.93253241,40.54484216,0
17.25676,1995/2/17,74.12139,-37.16737,-9.034211826,61.64680966,23.00293947
4.59024,1995/2/21,-11.4984,11.44222,-16.6116898,27.45811983,0
6.30368,1995/2/22,-53.28834,9.93672,-8.07708208,0,14.88683927
3.43452,1995/2/23,-46.8752,32.9736,-8.5983912,96.24648344,-4.575133232
-20.07307,1995/2/24,60.83966,9.11388,3.542575939,26.68940006,-31.00886111
-24.78889,1995/2/27,-6.97662,-25.1556,20.69154313,-116.8575833,-2.305784402
9.24031,1995/2/28,-39.74728,24.40857,-17.15185454,158.0511356,3.45821769
-8.0842,1995/3/1,-40.11442,-17.63035,5.556545452,0,-24.26555234
-10.99554,1995/3/2,7.10599,-16.19608,-51.79906723,-5.860925072,21.96037988
28.87607,1995/3/3,65.76786,10.5501,-36.42441553,-97.8649666,-2.306396665
18.38043,1995/3/6,-9.33465,8.64547,-39.33103696,-51.28928101,27.59624738
35.96071,1995/3/7,9.33465,-38.11468,-81.86556949,3.033842121,59.1970189
-22.79766,1995/3/8,-70.5039,18.15519,68.84948104,51.25367499,-51.1810341
10.27376,1995/3/9,-74.07678,4.53787,-14.10133042,-21.03125088,17.12745017
5.69716,1995/3/10,-26.59201,56.56361,66.44845582,62.79065742,7.969752855
46.43694,1995/3/13,67.37113,-11.18489,-24.28108466,-20.82951148,36.24805451
-9.02196,1995/3/14,-60.1026,25.3026,8.798199032,41.55959771,6.762957223
16.33853,1995/3/15,40.96012,-11.14854,-20.21062629,105.0763712,6.752442126
-27.6424,1995/3/16,11.97394,32.97592,9.339669877,316.9004268,-15.77206078
-11.90082,1995/3/17,23.84929,4.80013,-5.705188975,-147.2325682,-15.82954824
-5.11035,1995/3/20,70.77199,10.67991,24.32448789,-120.9185439,-5.667421944
7.94684,1995/3/21,-30.52637,-11.7888,-11.88645126,-28.60975313,-6.810683287
-7.37872,1995/3/22,123.12998,11.05493,-13.47614941,99.32028324,9.07853964
13.61248,1995/3/23,-9.17201,5.1451,3.632309637,50.20801375,10.19072384
-15.31704,1995/3/24,-32.25544,53.67972,22.76235968,0,-16.99784878
1.13645,1995/3/27,66.55105,19.54745,-26.91381877,245.307507,-3.407567706
-5.68523,1995/3/28,-4.55713,-5.78073,-38.06651877,-58.04751423,10.21469264
14.76614,1995/3/29,38.58403,9.3937,-12.58825467,63.28629028,-2.267856354
4.53335,1995/3/30,-15.84605,12.2575,62.06175062,72.68696565,40.64131907
96.33958,1995/3/31,4.53335,-15.50485,-93.6929525,-5.151773818,63.58091077
3.32241,1995/4/3,-31.83325,11.18324,-1.058351368,-10.32191768,5.533119387
-6.64737,1995/4/4,34.09815,34.45309,9.515890203,33.45692555,3.31649105
3.87887,1995/4/5,85.20248,-1.07512,-20.11361342,-103.7790078,18.7457602
14.92897,1995/4/6,46.37819,5.00117,2.121614512,-47.52205881,-11.01711605
-3.31312,1995/4/7,-22.02309,-13.22841,-14.87311323,-34.64779509,-8.833859784
-42.1864,1995/4/10,-17.69924,5.7245,60.76364762,-70.13603688,-32.17421785
7.80203,1995/4/11,63.81944,-11.46693,-9.980766602,70.13603688,4.452019682
0.557,1995/4/12,-72.69618,11.11519,-4.209299888,-5.355049777,-1.112577134
-9.47451,1995/4/13,-89.77983,10.7153,-33.2915816,-5.361660951,-3.339442547
0,1995/4/17,129.58307,-13.23004,-52.29954973,98.13483695,45.41827839
40.53926,1995/4/18,69.87292,-16.85423,-24.76766714,59.90363689,14.30230112
29.74631,1995/4/19,77.28628,29.37212,52.06336187,97.19599023,-5.495312411
-24.77442,1995/4/20,23.34352,23.85032,39.83162882,-58.56889166,-26.47472655
-32.69763,1995/4/21,-23.34352,40.28904,-32.36860655,-56.77132892,-22.18622868
3.33645,1995/4/24,-62.15028,34.33216,13.29501075,105.2108986,4.446322189
-10.01705,1995/4/25,36.54071,-3.8462,-34.11684029,-71.57457758,-7.784053737
-9.48181,1995/4/26,-30.06997,-0.343,17.09192148,-44.03858906,-44.74995615
-28.57027,1995/4/27,59.93316,14.99319,1.598924293,-41.86003317,22.43261609
38.05207,1995/4/28,-10.64187,6.60798,22.32334892,26.20976464,-13.44566033
-28.50775,1995/5/1,25.49681,-5.21917,-1.060418713,85.38683091,14.56425527
15.11565,1995/5/2,-87.73924,12.86061,-15.93743007,-74.94705468,8.938402577
1.67627,1995/5/3,-43.45154,44.18827,-10.12404011,0,10.03376223
15.6141,1995/5/4,86.47264,-13.41753,-3.201974698,-34.02143499,18.88964521
10.00807,1995/5/5,8.55332,-16.22794,2.134912084,-5.257803087,-5.547254323
0,1995/5/8,-8.55332,40.2784,-27.83605371,23.61014777,-15.57011334
-32.33115,1995/5/9,-148.04453,6.8401,29.43654933,54.59625399,-69.63236283
-55.18142,1995/5/10,30.89506,13.66769,9.590607105,-7.757569468,0
5.09702,1995/5/11,-75.41565,6.47318,106.7193803,-70.4488323,-1.132302136
10.74077,1995/5/12,24.54278,19.02858,27.43630025,28.83946185,0
